"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"42";"Casperr";"SCC";169;1,19;179,4;0,78;"76%";120,4;"19%";18;2
"43";"MONKEY";"BUSINESS";57;1,19;259,3;1,19;"68%";166,6;"30%";21;-6
"44";"Toki";"Case";878;1,19;273,9;1,29;"73%";173,8;"24%";34;86
"45";"daiki";"TL";2493;1,19;224,5;1,27;"76%";145,7;"28%";32;41
"46";"HIRASYO";"AE";77;1,19;219,5;0,77;"76%";141,9;"20%";16;-1
"47";"skicha";NA;126;1,19;224,3;1,28;"73%";143,1;"27%";28;-1
"48";"cNed";"NAVI";4685;1,19;255;1,32;"73%";158;"25%";39;303
"49";"MaKo";"DRX";2777;1,19;220,3;1,24;"78%";141,3;"26%";31;24
"50";"bstrdd";"TL";2493;1,19;261,6;1,32;"72%";165,8;"28%";39;152
"51";"SkRossi";"GES";4940;1,18;268,4;1,3;"72%";163,1;"25%";42;442
"52";"aspas";"LOUD";2221;1,18;249,9;1,28;"74%";157,7;"26%";32;87
"53";"Referee2";NA;56;1,18;242,3;1,2;"63%";141,8;"33%";19;3
"54";"Alexy";"BRNV";1023;1,18;254,6;1,23;"74%";163,8;"29%";30;12
"55";"yay";"C9";5035;1,18;244,5;1,29;"71%";153,1;"26%";40;355
"56";"igs";"Brea";60;1,18;250,7;1,24;"65%";173,4;"21%";34;0
"57";"Ousan";NA;62;1,18;254,7;1,33;"74%";157,5;"24%";26;2
"58";"Anduril";NA;69;1,18;220,7;1,1;"68%";126,8;"31%";21;-5
"59";"slathom999";"ABA";121;1,18;283,2;1,22;"71%";187,5;"26%";24;-3
"60";"neph";NA;1162;1,18;222,8;1,08;"74%";139,6;"22%";31;22
"61";"Ivy";"FIRE";516;1,18;265,6;1,33;"75%";173,5;"27%";29;27
"62";"JohnOlsen";"FS";4300;1,17;247,9;1,25;"73%";156,6;"28%";43;194
"63";"S";"A T O R";228;1,17;234,7;1,22;"77%";155;"37%";23;5
"64";"Jemkin";"SZ";674;1,17;258,6;1,23;"73%";167,5;"31%";31;40
"65";"Jdaii";NA;344;1,17;209,9;1,05;"75%";133,9;"26%";26;-14
"66";"something";"SG";419;1,17;279,1;1,32;"69%";172,3;"22%";43;4
"67";"You";"OOW";1243;1,17;233,7;1,25;"76%";151,2;"29%";34;-10
"68";"elllement";"HTW";1931;1,17;238,3;1,22;"73%";152,8;"27%";37;81
"69";"NackZZ";NA;73;1,17;247,3;1,31;"75%";160,4;"23%";22;-4
"70";"Zakren";"AUS";864;1,17;177;0,92;"87%";116;"19%";27;-20
"71";"disk0";"ORD";2916;1,17;226,6;1,22;"74%";147;"23%";33;47
"72";"f0rsakeN";"PRX";5284;1,17;261,9;1,25;"73%";164;"26%";33;224
"73";"mmonch";"TC.F";543;1,16;228,1;1,28;"74%";149,3;"24%";24;15
"74";"Monyet";"GES";3062;1,16;250,1;1,2;"72%";158,2;"23%";36;74
"75";"ScreaM";"KCORP";5020;1,16;255,3;1,27;"74%";162,7;"33%";39;258
"76";"CH1NCH";"K10";121;1,16;192,8;1,26;"74%";129;"30%";25;-2
"77";"dicey";"FaZe";3552;1,16;226,6;1,21;"73%";145;"25%";32;179
"78";"Shao";"NAVI";5407;1,16;219,9;1,26;"77%";140,9;"28%";43;148
"79";"harry";NA;62;1,16;286,3;1,27;"79%";185,6;"18%";30;4
"80";"Cryocells";"100T";4249;1,16;238,7;1,27;"73%";148,9;"24%";35;197
"81";"moobs";"CR";411;1,16;241,8;1,27;"69%";151,8;"30%";27;2
"82";"Joliinaa";"ALL.C";550;1,16;245,1;1,23;"72%";158,9;"19%";28;12
"83";"Padge";"RIX";1856;1,16;257,9;1,26;"73%";164,4;"29%";37;104
"84";"DEATHMAKER";"VLT";5298;1,16;254,8;1,28;"71%";163,2;"31%";49;290
"85";"Kermey";NA;81;1,16;256;1,24;"65%";144;"18%";22;4
"86";"shalesz2";"-ws-";69;1,16;227,3;1,23;"80%";157,9;"32%";23;2
"87";"TenZ";"SEN";5135;1,15;259,8;1,26;"72%";159,9;"19%";40;309
"88";"PreFx";NA;80;1,15;260,8;1,27;"73%";162,1;"30%";27;12
"89";"kyb";"-ws-";69;1,15;280,3;1,33;"71%";174,9;"20%";32;5
"90";"Alluka";"AECL";1044;1,15;242,4;1,2;"74%";153,5;"22%";36;54
"91";"Feniz";"EXL";1108;1,15;228,2;1,18;"74%";148,5;"26%";30;25
"92";"shinchiro";NA;194;1,15;251,9;1,33;"71%";165,1;"32%";32;20
"93";"dessA";"-ws-";69;1,15;195;1,09;"71%";107;"19%";21;2
"94";"Dihawk";NA;133;1,15;240,5;1,18;"67%";161,2;"27%";23;-2
"95";"Cla";"TEN.N";2407;1,15;243,1;1,19;"75%";156,8;"20%";34;91
"96";"arctic";NA;57;1,15;255;1,47;"67%";146,4;"20%";22;6
"97";"RMN";"DIRE";251;1,15;240,6;1,21;"70%";153,9;"23%";33;2
"98";"Seoldam";"DFM";887;1,15;256,3;1,22;"73%";151,7;"21%";29;72
"99";"Bizerra";"TBK";1517;1,15;239,7;1,17;"75%";161,4;"23%";32;38
"100";"Dragonwar";"iPon";97;1,15;175,2;0,73;"81%";119,8;"25%";15;-6
"101";"trexx";"KOI";2802;1,15;242,8;1,19;"75%";157,8;"19%";33;56
"102";"Flex";NA;121;1,15;242,7;1,15;"74%";157,2;"19%";28;-1
"103";"point7";"iG";65;1,15;229;1,45;"78%";141,4;"25%";23;-1
"104";"MOLSI";"VIT";2937;1,14;232,5;1,17;"74%";153,8;"27%";38;88
"105";"Sak";"SZ";370;1,14;198,1;0,97;"71%";140,1;"22%";23;6
"106";"NiSMO";"M80";4590;1,14;242,8;1,17;"74%";157,7;"25%";31;183
"107";"sScary";"BLD";5436;1,14;214,4;1,19;"75%";139,3;"21%";28;35
"108";"DaviH";"ARZ";1050;1,14;221,1;1,21;"76%";143,2;"27%";27;0
"109";"Sayf";"TL";4317;1,14;224;1,21;"72%";144,4;"22%";37;154
"110";"Derke";"FNC";4653;1,14;256,8;1,23;"71%";159;"27%";46;199
"111";"kamo";"DSY";1010;1,14;265,5;1,25;"71%";174;"30%";35;14
"112";"sociablEE";"FF";3866;1,14;261,3;1,2;"72%";166,2;"23%";33;186
"113";"blowz1n";NA;83;1,14;227,3;1,03;"70%";154,3;"23%";26;3
"114";"nukkye";"GIA";4456;1,14;248,9;1,22;"74%";162,2;"20%";33;92
"115";"meL";"C9W";3061;1,14;234,5;1,21;"73%";148,8;"26%";35;129
"116";"cookie";NA;84;1,14;251,3;1,25;"62%";164,5;"19%";29;-6
"117";"Cloud";"GIA";3817;1,14;238,3;1,17;"75%";155,4;"29%";34;89
"118";"Maple";"HB";1963;1,14;225,8;1,14;"76%";146,6;"20%";29;43
"119";"Ace";"PHX";91;1,14;274,5;1,2;"73%";174,1;"28%";23;5
"120";"BuZz";"DRX";3283;1,14;237,3;1,21;"73%";149,4;"25%";36;125
"121";"Texta";"ORD";2910;1,13;214,8;1,13;"73%";130,4;"19%";27;7
"122";"Laz";"ZETA";2956;1,13;231,6;1,24;"72%";145,9;"28%";35;96
"123";"LnR";"TTW";173;1,13;224,4;0,96;"71%";132;"23%";25;0
"124";"Verno";"OXG";4253;1,13;206,1;1,2;"74%";136,6;"24%";29;93
"125";"sarahcat";"IMT";1413;1,13;247,8;1,19;"75%";159,7;"35%";39;36
"126";"KBK";NA;84;1,13;201,8;1;"73%";131,4;"14%";16;2
"127";"akz";"MOX";668;1,13;206,8;0,97;"75%";134,5;"17%";29;-8
"128";"mickle";"DBC";119;1,13;188,5;0,77;"73%";122,5;"17%";24;7
"129";"rawfiul";"ENGM";5507;1,13;256,7;1,23;"70%";161,8;"33%";41;268
"130";"Smoke";NA;829;1,13;239,3;1,26;"71%";149,6;"22%";39;65
"131";"Sentinal";"NHG";558;1,13;187,4;0,93;"80%";116,6;"14%";26;0
"132";"nAts";"TL";4268;1,13;226,8;1,23;"74%";144;"29%";33;51
"133";"Chronicle";"FNC";4174;1,13;227,5;1,17;"74%";147,5;"24%";32;36
"134";"Zellsis";"C9";4270;1,13;230,8;1,14;"74%";147,3;"19%";33;-23
"135";"JohnnyP";"BW";265;1,13;226,3;1,17;"74%";145,9;"29%";27;13
"136";"n1zzy";"FCY";2623;1,13;240,4;1,17;"72%";152,6;"30%";38;82
"137";"aNNja";"GLD.X";1984;1,13;232,3;1,2;"73%";150,5;"28%";29;25
"138";"florescent";"MSF";1210;1,13;270,8;1,21;"70%";174,9;"32%";34;33
"139";"Alfajer";"FNC";2851;1,13;240,7;1,22;"73%";158,8;"30%";35;60
"140";"Jinggg";"PRX";4047;1,13;256,6;1,2;"73%";162;"19%";36;152
"141";"d4v41";"PRX";5284;1,13;221,6;1,2;"75%";142;"27%";39;184
"142";"rvn";NA;96;1,13;157,4;0,78;"75%";108,3;"20%";18;-9
"143";"mimi";"NOR";1886;1,13;219,6;1,23;"75%";146,1;"26%";39;49
"144";"lauress";"PRL";3942;1,13;228,9;1,19;"75%";149,6;"30%";39;76
"145";"Neex";"Unge";565;1,12;216,2;1,04;"73%";146,8;"21%";25;22
"146";"nzr";"LEV";3312;1,12;219,4;1,23;"77%";142,6;"19%";35;32
"147";"ALIVE";"XL";3886;1,12;233,6;1,16;"70%";146,9;"23%";33;225
"148";"HyS";"CWE";396;1,12;234,7;1,2;"71%";149,8;"28%";25;25
"149";"DeepMans";"DA";1019;1,12;249,7;1,22;"72%";159;"33%";34;45
"150";"Pa1ze";"EnRo";341;1,12;259,8;1,18;"70%";164,8;"26%";27;2
"151";"tokameite";"ANYW";74;1,12;239;1,09;"64%";149,2;"20%";19;-2
"152";"Azuki";NA;60;1,12;260,3;1,15;"65%";171,9;"20%";21;2
"153";"Torres";NA;58;1,12;238;1,17;"71%";161,7;"38%";27;1
"154";"kiNgg";"LEV";2831;1,12;231,9;1,19;"74%";146,8;"21%";32;100
"155";"xanny";NA;62;1,12;224;1,11;"63%";139,4;"27%";24;-9
"156";"HaReeee";"RC";1679;1,12;229,2;1,08;"69%";143,8;"27%";30;52
"157";"sheydos";"KOI";4084;1,12;223,1;1,26;"75%";144,3;"27%";36;142
"158";"Juicy";"BLD";1958;1,12;245,5;1,22;"73%";155,3;"27%";30;46
"159";"Fudge";NA;50;1,12;222,5;1,11;"72%";146,7;"23%";21;-1
"160";"ShoT_UP";"NYFU";5201;1,12;238,3;1,17;"72%";152,9;"26%";38;67
"161";"Yamborghini";NA;81;1,12;210,8;1,09;"65%";140,6;"38%";20;1
"162";"zekken";"SEN";4986;1,12;236,1;1,17;"74%";153,5;"23%";34;115
"163";"Fiji";NA;67;1,12;245,7;1,21;"72%";152,5;"27%";26;-2
"164";"al1en";"DIA";1236;1,12;208,1;1,1;"75%";130,7;"20%";26;21
"165";"keznit";"LEV";3007;1,12;260,7;1,21;"72%";163,6;"22%";37;125
"166";"Lakia";"DK";1812;1,12;223,3;1,16;"74%";142,2;"24%";30;24
"167";"sp1ke";NA;83;1,12;220,8;1,12;"70%";144,7;"18%";26;4
"168";"DDcream";"Pent";145;1,12;185,4;0,75;"68%";127,9;"20%";17;-10
"169";"Smoggy";"EDG";1692;1,12;238,2;1,24;"72%";153,8;"34%";32;32
"170";"koalanoob";"M80";4809;1,12;240,1;1,23;"71%";148,2;"22%";39;213
"171";"Demon1";"sqn";1850;1,12;247;1,29;"73%";161,5;"32%";33;131
"172";"JAMTER";"Oxuj";632;1,12;220,5;1,2;"72%";145,5;"41%";29;-2
"173";"M1KKET";"MAJT";177;1,12;238,4;1,2;"75%";163,3;"28%";25;9
"174";"leaf";"C9";4175;1,12;248;1,14;"71%";156,7;"23%";31;78
"175";"proxima";"NAVI.C";2297;1,11;201,2;1,21;"76%";132,7;"26%";39;22
"176";"bêk0";"FF.Y";276;1,11;230,3;1,14;"76%";147,5;"17%";25;15
"177";"ZmjjKK";"EDG";2588;1,11;266,7;1,23;"70%";162,5;"21%";43;160
"178";"shishaEva";"Aeon";125;1,11;183,1;0,83;"74%";113,4;"20%";23;-10
"179";"tecoNe";NA;629;1,11;250,3;1,15;"69%";152,3;"29%";33;20
"180";"heat";"MIBR";3081;1,11;244,2;1,24;"70%";154,2;"30%";41;121
"181";"Fit1nho";"GIA";3565;1,11;232,2;1,17;"74%";144,3;"22%";31;134
"182";"Xure";"SPG";75;1,11;237,7;1,15;"72%";156,4;"20%";23;2
"183";"Juls";"GS";65;1,11;152,3;0,72;"73%";104,8;"18%";16;-2
"184";"rivszn";"CR";260;1,11;237,2;1,13;"76%";152,5;"21%";33;2
"185";"azury";"CGN";963;1,11;211,2;1,14;"69%";135,3;"25%";31;-26
"186";"Horcus";"AG";200;1,11;244,1;1,12;"69%";148,3;"21%";23;3
"187";"medo";NA;61;1,11;247,7;1,26;"64%";158,6;"27%";24;2
"188";"mwzera";"FUR";3546;1,11;266,2;1,26;"73%";167,3;"16%";38;193
"189";"Life";"ASE";2209;1,11;239,5;1,15;"71%";153;"29%";37;64
"190";"happy";NA;287;1,11;235,8;1,29;"74%";156,4;"26%";31;7
"191";"DGRj";"KE";126;1,11;216;1,11;"73%";136,2;"28%";22;-2
"192";"BurgerKing";NA;54;1,11;213,5;1,14;"70%";128,8;"27%";22;4
"193";"russ";"GIA";2770;1,11;231,6;1,17;"73%";148,9;"29%";33;71
"194";"PxS";"Rise";1005;1,11;250;1,15;"72%";158,5;"19%";29;64
"195";"crazyguy";"BLD";2169;1,11;220,8;1,13;"75%";145,7;"26%";33;-11
"196";"DraYstaR";"YFP";1128;1,11;214,1;1,12;"74%";140,3;"26%";26;28
"197";"pancada";"SEN";3056;1,11;205,6;1,17;"76%";132,9;"29%";26;50
"198";"Kylee";"CHK";639;1,11;237,3;1,24;"69%";151,5;"37%";35;33
"199";"Dobsha";"EXL";1781;1,11;226,2;1,22;"71%";139,4;"21%";30;63
"200";"YESicaN";"FCY";3443;1,11;213,1;1,11;"75%";138,7;"25%";30;52
"201";"eeiu";"M80";4758;1,11;213,5;1,14;"75%";142,3;"27%";31;45
"202";"Petra";"G2.G";1886;1,11;207,1;1,13;"75%";136,4;"22%";31;6
"203";"toru";"LAG";176;1,1;171,7;0,75;"68%";120,2;"16%";17;7
"204";"BABYBAY";"FaZe";4493;1,1;245,3;1,14;"71%";152,8;"18%";33;172
"205";"Jady";"BAR";3439;1,1;223,5;1,16;"74%";143,2;"31%";30;68
"206";"Bazzi";"GES";2165;1,1;222,2;1,08;"72%";140,7;"16%";35;50
"207";"Kant";"VPZ";346;1,1;220,7;1;"70%";148,6;"23%";27;16
"208";"Famouz";"BME";2939;1,1;249;1,16;"73%";160,5;"17%";33;67
"209";"PLAYER";NA;348;1,1;243,7;1,14;"76%";157,6;"20%";29;20
"210";"Peggyyyyy";NA;343;1,1;223,5;1,06;"72%";146,6;"29%";28;11
"211";"amp";"Left";473;1,1;213,4;0,98;"64%";132,7;"19%";23;6
"212";"Xeppaa";"C9";2824;1,1;224,4;1,11;"75%";143,6;"20%";29;1
"213";"anders";NA;84;1,1;187;1,11;"73%";111,7;"22%";21;4
"214";"clear";"Haku";1258;1,1;243,9;1,22;"69%";159;"34%";45;27
"215";"skuba";"OXG";4497;1,1;212,3;1,17;"74%";138;"29%";36;34
"216";"brax";"T1";1677;1,1;210,8;1,15;"75%";138,7;"30%";25;45
"217";"PTC";"MiTH";5014;1,1;224;1,15;"73%";142,6;"24%";36;121
"218";"xeta";"T1";3504;1,1;193,6;1,07;"77%";126,6;"22%";37;4
"219";"SUYGETSU";"NAVI";4739;1,1;210,5;1,18;"74%";137,7;"31%";36;94
"220";"DaveeyS";"KRÜ";2453;1,1;247;1,24;"74%";160,1;"26%";34;60
"221";"Tacolilla";"LEV";3019;1,1;218;1,16;"72%";136,4;"20%";30;92
"222";"Vue3";"BB";249;1,1;175,4;0,8;"77%";109,8;"24%";23;-3
"223";"Tarathiel";"JJLF";711;1,1;205,8;1,12;"78%";133,4;"22%";26;-3
"224";"Noobster";NA;65;1,1;235;1,3;"65%";151,2;"40%";24;5
"225";"juliano";"G2.G";1886;1,1;238,2;1,17;"72%";155;"22%";31;28
"226";"didii";"RBLS";592;1,1;231,9;1,15;"73%";154,9;"23%";28;28
"227";"Km3";"AWK";101;1,1;229,6;1,07;"68%";143;"22%";21;-5
"228";"jON4Y";"xd";386;1,1;198,1;0,95;"78%";131,4;"23%";26;-3
"229";"rDeeW";"BOBO";3016;1,1;218;1,17;"72%";136,6;"25%";29;65
"230";"PowerPixele";"GX3";1211;1,1;218,9;1,13;"75%";141;"20%";33;-8
"231";"eugeneS";"GR G";227;1,1;234,8;1,14;"72%";150,6;"29%";25;7
"232";"v1c";"SR";3146;1,1;218,4;1,1;"74%";144,1;"26%";30;-12
"233";"Zanatsu";"ROLO";1495;1,09;239,4;1,08;"71%";156,1;"23%";26;33
"234";"sylph";NA;117;1,09;233,2;1;"75%";149,9;"25%";25;1
"235";"johnqt";"M80";2681;1,09;205,1;1,14;"75%";133,9;"25%";28;65
"236";"AtaKaptan";"FUT";2275;1,09;211,4;1,05;"72%";136,4;"28%";37;3
"237";"yCw";NA;155;1,09;240,4;1,04;"72%";156,5;"19%";20;5
"238";"Autumn";"GOM";2734;1,09;230,5;1,16;"72%";140,7;"22%";34;129
"239";"SicK";"SEN";5997;1,09;223,3;1,17;"75%";142,4;"24%";38;153
"240";"Pa1nt";"Team";868;1,09;253,4;1,17;"69%";163,2;"24%";41;18
"241";"brawk";"G/B";4339;1,09;201,6;1,05;"75%";136,1;"22%";29;13
"242";"SUPERKAT";"Sanr";415;1,09;220,9;1,17;"70%";148,5;"31%";30;-10
"243";"nomfu";"KGM";1849;1,09;237;1,18;"69%";148,3;"26%";32;84
"244";"jzz";"MIBR";1192;1,09;248,3;1,14;"71%";158,3;"27%";32;62
"245";"c4Lypso";"NA";4671;1,09;218,9;1,19;"72%";139;"31%";34;172
"246";"ZeithyV";NA;50;1,09;266,5;1,1;"76%";180;"26%";27;0
"247";"Benkai";"PRX";5192;1,09;187,8;1,1;"75%";122,8;"23%";26;0
"248";"hoody";"GIA";4204;1,09;226,1;1,12;"74%";143,6;"25%";30;130
"249";"Leu";"GGO";489;1,09;230,8;1,12;"70%";143;"20%";33;10
"250";"Tastyy";NA;209;1,09;239,1;1,16;"69%";156,3;"28%";25;8
"251";"Kafka";"FTR";139;1,09;245;1,17;"78%";160,1;"34%";28;10
"252";"fReeze";"Case";611;1,09;216,1;1,11;"73%";136;"26%";29;1
"253";"vo0kashu";"RBLS";2669;1,09;225,6;1,15;"73%";148,2;"27%";33;34
"254";"Bob";"C9W";5414;1,09;203,4;1,06;"74%";134,1;"26%";31;20
"255";"cinnamon";"GLD.X";2574;1,09;222,3;1,12;"74%";144,4;"24%";35;19
"256";"xms";"KCORP";1757;1,09;210,3;1,13;"73%";137;"29%";33;15
"257";"Mickebwoy";"BDS";2210;1,09;205,3;1,08;"74%";134,4;"23%";32;23
"258";"Less";"LOUD";1883;1,09;211,5;1,16;"72%";136,8;"22%";33;21
"259";"t3xture";"GES";2175;1,09;250,7;1,18;"69%";156,3;"25%";31;57
"260";"Warp";"3UK2";63;1,09;217,7;0,9;"63%";135,6;"17%";22;-6
"261";"RgLMeister";"MIBR";1333;1,09;204,9;1,12;"76%";135,5;"22%";31;-9
"262";"Genghsta";"Haku";6427;1,09;201,9;1,07;"76%";137,6;"27%";34;114
"263";"XXiF";"Haku";5328;1,09;214;1,09;"73%";141;"25%";36;115
"264";"Brookelynn";"TMV";936;1,09;239,6;1,16;"71%";150,3;"19%";36;63
"265";"JA";"NS";3371;1,09;236,7;1,17;"70%";150,7;"26%";39;104
"266";"Mary";"MENA";815;1,09;231,5;1,18;"73%";152,1;"33%";26;-11
"267";"DPS";"OG";824;1,09;207,5;1,03;"75%";133,1;"27%";25;8
"268";"alvar";"FLC";2823;1,09;238,3;1,17;"69%";151,5;"28%";33;53
"269";"ianpz";NA;70;1,09;279;1,2;"70%";180,5;"20%";19;-3
"270";"Feedalee";NA;52;1,09;195;1,03;"67%";125,3;"27%";21;-1
"271";"SebitA";"Rebi";142;1,09;264,3;1,17;"71%";160;"24%";31;14
"272";"Patiphan";"TLN";1456;1,09;248,6;1,15;"71%";153,4;"22%";30;76
"273";"Wolfen";"KOI";2051;1,09;228,5;1,1;"72%";146,4;"30%";30;28
"274";"Yumi";NA;61;1,09;229,3;1,14;"75%";154,9;"32%";25;5
"275";"Neon";"DNAD";5063;1,09;218,1;1,14;"72%";137,1;"18%";40;169
"276";"icee";NA;411;1,09;229,8;1,06;"67%";152,1;"28%";29;5
"277";"Nelo";"TEN.N";2063;1,09;222,7;1,16;"74%";146,8;"30%";31;64
"278";"tomaszy";"RBLS";941;1,09;260,8;1,16;"70%";170;"33%";33;22
"279";"Masic";"DA";2762;1,09;227,8;1,17;"72%";146,1;"25%";44;130
"280";"fame";"00";231;1,09;204,4;1,08;"74%";123,7;"22%";24;11
"281";"Izzy";"SUP";2499;1,09;232,3;1,21;"72%";146,5;"22%";35;91
"282";"Lmemore";"RRQ";3822;1,09;217,5;1,13;"73%";140,9;"33%";32;101
"283";"corey";"TSM";5059;1,09;233,2;1,14;"72%";153,7;"26%";35;114
"284";"whz";"Toe";1745;1,08;264,7;1,15;"69%";165,2;"30%";34;111
"285";"Ronan";NA;144;1,08;236,7;1,14;"72%";154,7;"33%";25;2
"286";"ardiis";"NRG";4294;1,08;233,1;1,15;"72%";148,2;"20%";35;186
"287";"Meiy";"CR";1887;1,08;227,9;1,12;"73%";143;"22%";35;57
"288";"Smurfette";"TUR";2574;1,08;245;1,15;"70%";155,2;"23%";32;50
"289";"anedak";NA;194;1,08;250,9;1,12;"66%";164,6;"24%";25;-5
"290";"Kadoom";"SPE";3738;1,08;247,6;1,12;"71%";156,6;"25%";29;125
"291";"romi";"KRÜ.F";889;1,08;226,5;1,16;"73%";148,9;"26%";28;32
"292";"nabbsky";"AECL";1222;1,08;199,6;1,09;"75%";132,9;"20%";27;20
"293";"flippy";NA;73;1,08;254,5;1,08;"71%";155,9;"24%";30;4
"294";"sayuri";"B4A";1443;1,08;201,6;1,03;"75%";131,8;"15%";24;-36
"295";"bdog";"SR";4405;1,08;219,8;1,16;"71%";140,3;"22%";40;137
"296";"AlphaQ";NA;53;1,08;236,3;1,02;"74%";145,6;"18%";20;0
"297";"PapiChulo";"NS";3158;1,08;208,9;1,11;"75%";139,1;"25%";27;50
"298";"sterben";"FF";4131;1,08;209;1,1;"73%";137,4;"30%";39;-34
"299";"Mun";NA;60;1,08;241;1,26;"65%";150,9;"24%";21;-1
"300";"Aanszo";"AVM";353;1,08;231,4;1,14;"72%";151,6;"32%";28;4
"301";"vascalizz";"ARF";2626;1,08;213,1;1,04;"74%";138,4;"20%";29;4
"302";"Ali";"Crou";1712;1,08;221,2;1,09;"72%";145,2;"28%";27;22
"303";"lowel";"TH";2528;1,08;195,8;1,23;"75%";127,3;"25%";26;20
"304";"kalita";"KRÜ.F";889;1,08;203;1,08;"75%";136,5;"22%";26;9
"305";"Shiro";"BME";3448;1,08;200,1;1,08;"76%";133,8;"26%";28;85
"306";"Jinx";"E36";809;1,08;219,4;0,96;"69%";138,8;"21%";24;-28
"307";"Ange";"DZ";5969;1,08;196,9;1,09;"73%";128;"24%";35;7
"308";"L4CE";"GX3";1780;1,08;199,4;1,08;"74%";134;"30%";27;2
"309";"Biel";"KG";294;1,08;225,4;1,09;"71%";144,7;"25%";24;10
"310";"SPEEDRACER88";"SamP";146;1,08;213;1,08;"73%";150,5;"30%";24;3
"311";"western";NA;140;1,08;171,3;1,06;"73%";106,1;"23%";19;-1
"312";"Ayam";"Bakar
																			BSTR";236;1,08;222,8;1,06;"71%";139,9;"18%";26;8
"313";"Quv3n";"Oxuj";799;1,08;225,5;1,21;"68%";142,5;"24%";27;25
"314";"VTaguT";"ARZ";1569;1,08;202,1;1,06;"75%";134,7;"30%";30;10
"315";"Zyppan";"NAVI";5183;1,08;235,3;1,13;"72%";149,8;"26%";39;156
"316";"DEQ";"YF";152;1,08;244,1;1,21;"68%";154,1;"37%";28;12
"317";"penny";"G2";4086;1,08;232,2;1,15;"72%";145,5;"21%";33;63
"318";"WerlasS";NA;421;1,08;208,7;1,05;"73%";136,7;"28%";25;-5
"319";"kAdavra";"BDS";3277;1,08;233,4;1,19;"71%";146,8;"28%";36;107
"320";"JAIGRAYRAY";"47";264;1,08;208,1;1,16;"72%";130,4;"27%";28;2
"321";"TrulyGuzzler69";NA;65;1,08;241;1,06;"77%";149,2;"29%";20;1
"322";"cortezia";"TBS";1378;1,08;230,3;1,07;"73%";149,5;"25%";26;-6
"323";"Kehem";NA;196;1,08;206,8;1,01;"73%";135,9;"24%";18;9
"324";"KaweNtw";"AMZ";91;1,08;239,4;1,22;"67%";160,4;"24%";25;2
"325";"Scarlett";"RBLS";572;1,08;228;1,12;"73%";146,6;"22%";25;34
"326";"AmerNone";NA;139;1,08;226;1,13;"65%";154,9;"27%";27;9
"327";"KeNNy";"RC";58;1,08;220;1,05;"62%";151,2;"18%";23;0
"328";"CHICHOO";"EDG";2016;1,08;197,9;1,08;"74%";131,9;"29%";30;-3
"329";"Moe40";"XL";3331;1,08;209,4;1,09;"74%";139,5;"29%";34;30
"330";"Derrek";"100T";4456;1,08;199,3;1,05;"74%";132,1;"29%";28;91
"331";"kellyS";"RRQ";1241;1,08;243,6;1,09;"71%";156,2;"21%";34;35
"332";"QutionerX";"BBL";1571;1,08;229,2;1,14;"71%";149,3;"24%";44;56
"333";"xavi8k";"WS";2151;1,08;238,8;1,09;"73%";153,8;"19%";33;20
"334";"invy";"TS";2329;1,08;224,1;1,11;"73%";147,6;"30%";33;-1
"335";"saadhak";"LOUD";3250;1,08;215,2;1,1;"73%";137,1;"19%";28;-10
"336";"Sand";"EGYPT";2269;1,08;214,8;1,11;"72%";141,2;"28%";32;37
"337";"mimii";"WSF";549;1,08;214;1,14;"72%";138,4;"32%";34;23
"338";"trent";"TGRD";2780;1,08;220,2;1,11;"74%";146,6;"30%";35;20
"339";"eNes";"AT";165;1,08;204,1;1,08;"70%";136;"24%";22;-2
"340";"Sztwo";"Totoro";164;1,08;202,6;1,16;"76%";130,2;"22%";23;3
"341";"Kwixy";"RN";2976;1,08;195,7;0,99;"75%";133,7;"26%";34;23
"342";"Katu";"TQ";3671;1,08;223,1;1,08;"71%";147,7;"30%";30;46
"343";"Chase";NA;90;1,08;224,8;0,96;"72%";147,6;"23%";24;3
"344";"frz";"MIBR";3019;1,08;210,6;1,2;"74%";134,7;"24%";33;39
"345";"1ndra";"Team";1126;1,08;230,7;1,12;"69%";155,2;"23%";33;29
"346";"Ninebody";NA;2202;1,08;243,5;1,11;"71%";155,4;"27%";35;72
"347";"BcJ";"EG";4720;1,07;206,7;1,06;"75%";136,7;"19%";33;0
"348";"Brinks";"SEMO";1551;1,07;219,9;1,02;"75%";143;"20%";28;22
"349";"tex";"NRG";4248;1,07;226,1;1,1;"71%";145,6;"30%";32;90
"350";"phz";"3P";143;1,07;200,9;0,85;"63%";123,4;"23%";22;-5
"351";"bella";"AGP";332;1,07;228,4;1,15;"68%";147,1;"26%";25;12
"352";"JaCrispy";NA;70;1,07;232,7;1,08;"71%";150,2;"32%";26;-7
"353";"EJAY";"RRQ";1862;1,07;236,7;1,15;"71%";149;"24%";37;75
"354";"wrld";"Fall";388;1,07;251,2;1,19;"70%";162,9;"28%";32;3
"355";"mimiFPS";"TMV";610;1,07;235,9;1,14;"70%";154,2;"28%";31;-4
"356";"MiracleXD";NA;297;1,07;194,9;0,91;"69%";121,9;"30%";23;-4
"357";"ZiXuan";"FPX.ZQ";77;1,07;244;1,12;"70%";134,6;"17%";20;0
