"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"894";"Myd";"Mathers
																			NCG";940;1,02;191,7;0,97;"72%";126,5;"20%";25;-3
"895";"lurzy0y0";"TBG";1600;1,01;211,4;1,03;"70%";136,9;"31%";29;-7
"896";"stellar";"100T";6090;1,01;188,4;0,99;"72%";124,8;"20%";39;-38
"897";"CigaretteS";"PRX";153;1,01;198,1;1,14;"74%";127,8;"21%";30;5
"898";"Nakya";"AE";1115;1,01;239,9;1,05;"66%";153,3;"33%";29;10
"899";"999kvmil";"AM";1392;1,01;218,8;1,05;"71%";141,7;"25%";32;-11
"900";"atlas";NA;363;1,01;201,4;0,99;"70%";137,5;"36%";28;4
"901";"szimpli";"MOUZ";2226;1,01;235,6;1,06;"70%";151,6;"26%";29;41
"902";"juseu";"bonk";3339;1,01;215,3;1,03;"71%";136,5;"27%";37;-28
"903";"Shalaby";"GK";2961;1,01;220,3;1,01;"70%";142,2;"19%";30;-14
"904";"doris";"MEAP";151;1,01;208,3;1,05;"67%";141,1;"23%";20;0
"905";"AslaN";"IWC";3202;1,01;217,7;1,08;"68%";139;"26%";34;45
"906";"zek";NA;50;1,01;226;1,08;"68%";141,2;"27%";23;-1
"907";"fr1";"TU";2040;1,01;230,1;1,03;"70%";153,3;"31%";31;37
"908";"Spring";"CBT";1544;1,01;223,1;1,03;"69%";144,7;"28%";29;-5
"909";"chrollo";"RAAD";2499;1,01;198,8;1,03;"70%";128,3;"21%";28;-17
"910";"Donbass";NA;96;1,01;154,3;0,59;"56%";109,9;"20%";26;-8
"911";"sant";"ODK";447;1,01;192;0,92;"70%";130,4;"23%";28;1
"912";"SUPERPHROG123456";"WAVE";512;1,01;223,9;1,09;"67%";139,8;"31%";26;11
"913";"jfoeN";"EXL";2406;1,01;210,9;1,01;"70%";132;"21%";28;9
"914";"rood";"FOGU";1828;1,01;197,5;0,99;"68%";128,6;"21%";27;44
"915";"Venerated";"LG";507;1,01;208;0,99;"69%";134,4;"18%";24;11
"916";"NaturE";"TSM";3526;1,01;194,3;0,99;"72%";129,7;"24%";45;2
"917";"styl1sh";"VCTR";220;1,01;200,5;0,99;"76%";137;"29%";21;6
"918";"RIX";"fR";225;1,01;211,4;0,94;"66%";135,2;"22%";23;-7
"919";"IllegaL";"eM";158;1,01;190,8;0,89;"65%";123;"28%";18;-2
"920";"Lin";"AI";6050;1,01;218,2;1,07;"68%";137,2;"18%";37;208
"921";"AsLanM4shadoW";"BBL";2873;1,01;222,4;1,04;"71%";142,6;"30%";31;40
"922";"qRaxs";"FUT";4010;1,01;199,4;1,04;"72%";127,5;"31%";34;0
"923";"mooncoffee";NA;90;1,01;226,3;1,09;"60%";151,5;"22%";27;2
"924";"Reita";"DFM";2147;1,01;218,2;1,1;"71%";135,6;"22%";33;38
"925";"SWERL";"BONK";2467;1,01;210;1;"71%";137,2;"28%";34;-26
"926";"Quick";"FUR";3319;1,01;212,7;1,02;"70%";133,1;"22%";37;35
"927";"archiw0w";"VCTRY";995;1,01;203,1;1,04;"72%";132,4;"22%";27;-12
"928";"Peekaboo";"CHK";542;1,01;190,4;0,98;"75%";124,2;"24%";23;0
"929";"RECIDENT";"MOUZ";3675;1,01;192,9;0,99;"71%";128,6;"32%";32;6
"930";"HuNtR";"VL";844;1,01;220;1;"72%";152,3;"19%";27;17
"931";"MOJJ";"FUT";4675;1,01;201,7;1,04;"71%";135;"29%";37;26
"932";"Spooder";"The";137;1,01;187,3;0,79;"63%";119,3;"26%";23;0
"933";"Obnoks";"BIG";3282;1,01;216,9;1,05;"70%";138;"26%";30;10
"934";"ZachaREEE";"CB";5527;1,01;182,9;0,95;"72%";119,4;"23%";30;-47
"935";"Turko";"BBL";3425;1,01;188,6;1,09;"75%";123,3;"28%";30;34
"936";"Optimist";"Team";2303;1,01;198,5;0,98;"70%";132,4;"23%";30;-29
"937";"Pr";"DAYN";216;1,01;232,6;0,95;"73%";154,4;"32%";22;-5
"938";"Mixwell";"TH";4871;1,01;222,3;1,11;"70%";137,5;"23%";31;124
"939";"FRANXX";NA;65;1,01;197,7;0,92;"75%";144,9;"23%";22;4
"940";"Wildfire";"95x";62;1,01;234,3;0,98;"84%";145,7;"41%";19;3
"941";"Flaring";"Kizuna";2331;1,01;180;0,96;"73%";119,3;"25%";29;-23
"942";"Yacine";"GLD";4175;1,01;238,3;0,99;"70%";151,2;"20%";32;92
"943";"Algoda";NA;147;1,01;210,3;0,96;"60%";120,1;"22%";23;4
"944";"Festival";"FL.GC";94;1,01;259,2;1,01;"62%";167,5;"31%";22;3
"945";"Ciko";"BONK";2292;1,01;196,7;0,99;"71%";128,2;"20%";28;1
"946";"devilasxa";"RBLS";643;1,01;205,5;0,99;"72%";135,8;"36%";29;-18
"947";"002";NA;173;1,01;210,1;1,01;"71%";136;"31%";18;9
"948";"katsumi";"C9W";3105;1,01;193,9;1,01;"73%";125,8;"32%";26;-7
"949";"Vengeance";"DELI";884;1,01;205,2;1,05;"69%";135,5;"26%";28;21
"950";"chloric";"LV";1483;1,01;208,4;0,97;"72%";136,5;"18%";34;-10
"951";"BeYN";"DRX";332;1,01;220,8;1,07;"72%";143,4;"21%";32;14
"952";"Erik";"HOME";813;1,01;219,6;0,98;"70%";143;"20%";27;17
"953";"BySmall";"GAL";116;1,01;221,3;1,03;"70%";140,2;"25%";19;1
"954";"Sylvan";"WGS";1847;1,01;200,9;0,99;"71%";130,2;"25%";30;-11
"955";"donQ";NA;1211;1,01;178,8;0,97;"73%";118,6;"31%";28;-11
"956";"guuih";"TZ";1383;1,01;192,1;0,98;"71%";130,5;"26%";26;-15
"957";"BR4N";"SUR";187;1,01;204;1;"68%";130,5;"32%";23;-5
"958";"leakk0";"5555";139;1,01;214,9;0,9;"67%";141,5;"31%";21;0
"959";"maazu";"LEID";55;1,01;209;0,91;"73%";149,2;"28%";25;7
"960";"woddy";"REI";1000;1,01;191,5;0,98;"73%";127,7;"32%";26;9
"961";"Burzzy";"SUP";1493;1,01;217;1;"70%";144,1;"37%";34;-30
"962";"nyczu";"AM";1991;1,01;196;0,99;"73%";129,5;"21%";32;-10
"963";"bzt";"ANO";3219;1,01;222,9;1,01;"72%";145,2;"22%";30;105
"964";"shooterR";"Snakes";1835;1,01;236,7;1,06;"68%";152;"32%";34;66
"965";"Stix";"TEN";4037;1,01;189,9;0,99;"70%";127,7;"28%";25;-24
"966";"naxy";"TL";2507;1,01;178,4;1;"73%";117,5;"17%";30;-9
"967";"starkk";"DSY";1825;1,01;197,7;0,95;"72%";127,3;"25%";26;21
"968";"oreopheliaa";"OGT.X";1084;1,01;172;0,98;"74%";112,9;"18%";27;-14
"969";"brussen";"AT";107;1,01;199,8;1,01;"69%";127,9;"23%";25;-2
"970";"supamen";"FaZe";4218;1,01;192,7;1;"72%";123,8;"30%";40;-67
"971";"gothchild";"Arrow";138;1,01;223,3;1,01;"68%";142,5;"30%";21;3
"972";"Elixllo";"PHXE";89;1,01;198,8;1,03;"67%";130,6;"30%";25;6
"973";"AKIMB0";NA;1446;1,01;195;1;"72%";127,2;"20%";24;30
"974";"WeboDeus";NA;123;1,01;180;0,79;"71%";119,4;"16%";17;-1
"975";"PokemoN";"FPG";514;1,01;226,1;1,04;"68%";146,5;"30%";27;4
"976";"LiNLiN";"FIRE";555;1,01;180;0,96;"72%";119,5;"28%";20;0
"977";"PoroZorro";"EMPIRE";108;1,01;231,3;1,11;"68%";153,4;"30%";23;1
"978";"FIVESTAR";"S2G";649;1,01;230,6;1;"70%";151,2;"25%";34;8
"979";"jade";"ACE";1708;1,01;224,6;1,05;"70%";141,1;"19%";30;-13
"980";"W4nteD";"DUDES";58;1,01;196;0,92;"72%";139,2;"29%";28;-2
"981";"theia";"EG.GC";2207;1,01;210,3;1,04;"67%";137,5;"22%";30;21
"982";"bnj";"RED";1462;1,01;189,3;0,95;"73%";121;"23%";24;-8
"983";"1nput";NA;146;1,01;176,4;0,97;"71%";117,4;"34%";16;-2
"984";"ec1s";"BAR";2910;1,01;182,4;0,93;"73%";119,3;"23%";25;-33
"985";"soulcas";"TL";5221;1,01;197,2;1,02;"73%";129,5;"27%";29;-54
"986";"stare";"Wind";1064;1,01;228,2;1,05;"69%";147,6;"28%";31;29
"987";"Xuto";NA;123;1,01;237,8;1,07;"73%";154,9;"24%";30;6
"988";"ZK";"MR";5900;1,01;185,5;1;"73%";122;"31%";34;-28
"989";"renz";"LT";5667;1,01;197;1;"72%";130,8;"26%";31;36
"990";"tech";"MR";1882;1,01;235,4;1,02;"70%";153;"25%";28;51
"991";"KHTEX";"Trop";262;1,01;186,3;0,98;"71%";123,6;"30%";28;-10
"992";"dESTRUCTIVEE";"bonk";1879;1,01;201,9;0,98;"72%";131,5;"27%";24;25
"993";"showliana";"EG.GC";2207;1,01;200,5;0,99;"71%";132,9;"22%";27;11
"994";"VPNCNP";"TBG";1975;1,01;222,5;1,02;"69%";147,8;"26%";30;-2
"995";"Poach";"FaZe";3800;1,01;181,4;0,96;"72%";118,6;"24%";29;-37
"996";"JitBoyS";"TLN";1293;1,01;201,4;1,03;"71%";132,3;"29%";28;25
"997";"bryce";"NN";1735;1,01;200,9;1,03;"71%";130,9;"24%";30;-1
"998";"Sagido";NA;99;1,01;209,4;0,95;"66%";128,1;"27%";23;4
"999";"crab1k";"PER";1832;1,01;194,7;0,97;"72%";131;"28%";26;7
"1000";"xyNe";"RRQ";667;1,01;182,6;0,93;"74%";114,8;"18%";23;-14
"1001";"bao";"IDEK";155;1,01;182,4;1,04;"69%";118,7;"24%";25;-10
"1002";"gustt1nha";"LOS";2090;1,01;193,6;0,95;"73%";129,2;"24%";28;-51
"1003";"LKSHOW";"SH";720;1,01;200,6;0,97;"73%";132,4;"20%";35;7
"1004";"soze";"EZ K";1370;1,01;197,7;1,01;"71%";131,2;"28%";25;22
"1005";"gMd";"TSM";6046;1,01;205,1;1,05;"72%";133,9;"28%";34;-39
"1006";"Patix";"DIA";1515;1,01;191,8;0,99;"69%";126,7;"37%";25;-16
"1007";"VIPP33R";"YLA";825;1,01;212,9;1,03;"70%";136,8;"23%";30;8
"1008";"Fizzy";"RBLS";2309;1,01;208,7;1,04;"70%";134,9;"22%";36;0
"1009";"maniek";"TEN";3626;1,01;223,2;1,02;"70%";145,7;"24%";30;-50
"1010";"Avi";NA;59;1,01;238,7;1,09;"61%";152,4;"23%";18;-3
"1011";"jawgemo";"EG";3392;1,01;224,2;1;"69%";144;"20%";31;-19
"1012";"iva";NA;361;1,01;221,2;1,12;"71%";148,8;"41%";26;5
"1013";"Cliqahh";NA;212;1,01;212,6;1,03;"72%";131,7;"22%";21;6
"1014";"Charlslol";NA;74;1,01;184,8;0,76;"63%";124,3;"37%";18;-3
"1015";"Australis";NA;1373;1,01;210,6;0,98;"71%";139,1;"19%";28;-20
"1016";"Fr0g";"WRS";176;1,01;200,7;0,87;"56%";121;"22%";20;-1
"1017";"artzin";"00";513;1,01;242,3;1,04;"68%";157,2;"21%";33;-4
"1018";"AnnieDro";"C9W";1914;1,01;191,6;0,96;"71%";131,3;"19%";31;-4
"1019";"Tr1cks";"RH";756;1,01;217,3;1;"68%";138,8;"21%";30;10
"1020";"gin";"FCY";2293;1,01;243,1;1,06;"67%";155,4;"28%";34;-6
"1021";"antG";"GLP";1843;1,01;210,4;1;"73%";134,6;"22%";31;-21
"1022";"Lee";"NF";2257;1,01;225,5;1,07;"72%";141,7;"19%";31;35
"1023";"Sephiroth";NA;71;1,01;222,3;1,11;"73%";154,7;"32%";31;7
"1024";"tuyz";"LOUD";2330;1,01;215,2;1,01;"70%";136,8;"24%";32;61
"1025";"jow";NA;262;1,01;204,9;0,88;"68%";133,2;"24%";21;2
"1026";"sorriso";"Lank";787;1,01;193,5;0,99;"66%";126,7;"29%";26;-3
"1027";"Harmful";"NA";4552;1,01;226,7;1,06;"66%";143,1;"28%";32;94
"1028";"exy";"DK";2405;1,01;214,2;1,09;"71%";139,3;"32%";32;1
"1029";"krea6on";"TUN";2885;1,01;217,9;1,01;"68%";138,5;"23%";30;-36
"1030";"tockers";"DB";860;1,01;203,8;1,01;"72%";134,6;"26%";30;24
"1031";"RetrQ";"The";7544;1,01;212,8;1,03;"69%";136,4;"23%";31;13
"1032";"Kak";NA;103;1;259,8;1,02;"68%";156,5;"23%";25;3
"1033";"Dark3st";"KS";5528;1;202,7;0,96;"70%";134,3;"26%";36;-73
"1034";"clawdia";"GX3";3182;1;215,2;1;"70%";139,3;"22%";32;31
"1035";"Nice";"EX-K";83;1;215;0,97;"72%";149;"33%";19;3
"1036";"pashapain666";"EZ K";1568;1;200,8;1,04;"69%";133,8;"30%";29;-11
"1037";"JuW";NA;514;1;206,1;0,99;"71%";137,8;"28%";22;11
"1038";"Chris";"Haslam";78;1;199;0,88;"73%";142,3;"40%";14;3
"1039";"karie";"DART";130;1;234,5;1,1;"68%";147,3;"22%";21;8
"1040";"Luzuh";"MOUZ";2742;1;206,4;1,04;"69%";129,3;"19%";38;72
"1041";"Davud";NA;1512;1;231,8;1,02;"67%";151,8;"21%";31;21
"1042";"Eso177";"Sunn";1786;1;209,4;1,02;"68%";136,7;"26%";28;-17
"1043";"Pocket";"CD";1005;1;214;0,99;"72%";142,1;"20%";28;3
"1044";"Temperature";"Scoo";3268;1;216,1;0,99;"69%";142,7;"26%";31;13
"1045";"kaboose";"NV";2841;1;208,8;0,97;"69%";132;"23%";29;-37
"1046";"THEE";"FS";3535;1;199,5;1,05;"72%";128,1;"24%";32;45
