"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"4824";"Puffin";"AME";94;0,67;152,6;0,61;"60%";101,3;"27%";15;-8
"4825";"wh1sk";"AREA";129;0,67;164,3;0,81;"62%";114,7;"33%";16;-8
"4826";"BALLI";"OS";177;0,67;163,6;0,61;"56%";110;"24%";17;-2
"4827";"vaLi";"HEETI";76;0,67;142,5;0,66;"51%";96,3;"27%";17;-2
"4828";"SharkaiM";"tryo";130;0,67;163,5;0,66;"53%";111,6;"25%";18;-2
"4829";"ionest";"Mant";107;0,67;181,5;0,63;"62%";132,2;"18%";16;1
"4830";"WeHax";"MCS";74;0,67;128;0,48;"56%";88,7;"21%";10;-5
"4831";"Tanjiro";"Taip";78;0,67;170,2;0,58;"54%";97,4;"17%";16;-8
"4832";"sp11cey";"NGEN";52;0,67;148,7;0,57;"67%";77,7;"18%";12;-1
"4833";"allex";"eM";145;0,67;163;0,63;"58%";109,1;"31%";17;-5
"4834";"uwububbles";"KDA";68;0,67;151,3;0,55;"57%";96,1;"12%";12;2
"4835";"Starky";"GSNS";94;0,67;149,2;0,61;"60%";108,6;"31%";13;-6
"4836";"Fer";"giga";172;0,67;175;0,73;"57%";122;"26%";21;-5
"4837";"nedg";"BigP";377;0,67;137,4;0,57;"59%";93,1;"16%";15;-16
"4838";"shanee";"Arrow";103;0,67;176,3;0,65;"59%";121,8;"22%";12;-5
"4839";"Shuffle";"HOWL";57;0,67;144,7;0,62;"61%";98,4;"32%";13;0
"4840";"Laze";"EXEN";230;0,67;165,2;0,59;"56%";103,7;"22%";16;-1
"4841";"laggeR";"ANO";213;0,67;136;0,56;"66%";85,5;"17%";19;-9
"4842";"FerrariPICK";"MAC";228;0,67;170,1;0,7;"57%";109,7;"21%";24;-16
"4843";"Crit";"Zeni";285;0,67;187,1;0,76;"54%";122,7;"27%";20;-3
"4844";"darkeest";"Mack";94;0,67;128,8;0,51;"63%";88,6;"25%";10;-5
"4845";"Fonk";"DR";177;0,67;147,6;0,62;"62%";100,3;"23%";14;-5
"4846";"DcTzR";"Chic";222;0,67;182,9;0,7;"54%";119,1;"21%";18;-23
"4847";"m4rco";"BJK";200;0,67;156,2;0,71;"57%";109,5;"30%";22;-12
"4848";"naisu";"GF";99;0,67;159,4;0,69;"58%";105,5;"22%";18;-11
"4849";"Gonnak";"AKV";434;0,67;198,1;0,82;"63%";124,8;"16%";23;-29
"4850";"Elaine";"SVR";156;0,67;145,9;0,56;"60%";95,3;"23%";17;-8
"4851";"Jeje";"CpG";84;0,67;183,3;0,73;"55%";122,6;"31%";21;-11
"4852";"Tretli";"vani";163;0,67;142,4;0,56;"56%";102,9;"17%";15;-22
"4853";"haGE";"TFR";80;0,67;167,4;0,65;"63%";106,1;"29%";14;-5
"4854";"Yiramos";"LCA";75;0,67;169,5;0,64;"51%";111,1;"20%";13;-8
"4855";"Jini";"DUDES";56;0,67;150;0,59;"61%";95,1;"15%";12;-2
"4856";"Spades";"SF";145;0,67;185,5;0,74;"54%";125,5;"25%";22;-17
"4857";"Agr0";"CRWN";1670;0,66;166,6;0,68;"59%";112,4;"29%";39;-129
"4858";"Ayaèrna";"DECL";83;0,66;155;0,53;"52%";104,7;"22%";11;-1
"4859";"NeyugPTwoK6";"FNX";103;0,66;152,2;0,62;"60%";93,8;"26%";12;-9
"4860";"Sin";"FLUX";89;0,66;152,2;0,58;"51%";102,5;"17%";13;-7
"4861";"HulkzteN";"XYZ";348;0,66;169,3;0,67;"64%";113,1;"21%";18;-17
"4862";"Kurama";"NF";935;0,66;154;0,61;"62%";101,9;"18%";19;-49
"4863";"Hikari";"Brea";113;0,66;140,3;0,59;"55%";99,1;"21%";15;-1
"4864";"wokez";"Proj";110;0,66;151,2;0,66;"52%";104,6;"27%";18;-9
"4865";"but0x";"ACE";56;0,66;163,7;0,63;"54%";105,1;"24%";13;-3
"4866";"Sharky";"S7";57;0,66;164,3;0,74;"44%";100,1;"24%";15;-5
"4867";"Hyel";"WX";52;0,66;161;0,68;"62%";99,6;"25%";13;-2
"4868";"Kayn";"HEETI";290;0,66;169,9;0,67;"60%";101,5;"20%";24;-26
"4869";"Enz0";"Maso";71;0,66;180,5;0,62;"53%";103,8;"25%";12;0
"4870";"Ephialtes";"OS";154;0,66;191;0,95;"65%";130,4;"21%";17;0
"4871";"tazix";"VRT";113;0,66;157,3;0,6;"50%";100,3;"26%";16;-12
"4872";"Ryxoz";"GenZ";165;0,66;173,6;0,61;"55%";117,9;"22%";13;-19
"4873";"ZEPRii";"nW";111;0,66;141,7;0,59;"63%";89,1;"30%";15;-4
"4874";"swg";"TK";72;0,66;158,8;0,58;"61%";99,5;"12%";15;0
"4875";"IceC0ke";"NOX";60;0,66;147;0,59;"65%";97,1;"18%";17;-6
"4876";"HOWBOUDAT";"NTLN";210;0,66;178,4;0,66;"55%";113,6;"15%";22;-15
"4877";"Ames";"SHIF";313;0,66;170,6;0,67;"54%";116,1;"24%";24;-30
"4878";"Flomac";"Chic";71;0,66;175,5;0,75;"57%";106,9;"19%";13;-1
"4879";"wes";"PXL";126;0,66;134,3;0,54;"56%";88,2;"23%";12;2
"4880";"DaeGi";"GP";521;0,66;169,9;0,71;"57%";110;"25%";19;-17
"4881";"heart";"SLR";130;0,66;150;0,61;"64%";98,3;"16%";20;-4
"4882";"mo";"TMX";159;0,66;144,3;0,6;"55%";105,2;"18%";20;-6
"4883";"V1K1NG";"PHXE";61;0,66;153,7;0,61;"59%";100;"15%";14;-1
"4884";"hacker";"ROG";182;0,66;142,2;0,59;"63%";96,3;"24%";15;-11
"4885";"EXECUTIVE";"DawN";112;0,66;152;0,63;"55%";98,7;"26%";20;-12
"4886";"Daimyo";"AOE";175;0,66;169;0,66;"63%";111,2;"27%";23;-11
"4887";"Cata";"FSN.X";142;0,66;147,4;0,57;"57%";103,3;"20%";14;-9
"4888";"HemixFlatroo";"Woof";101;0,66;132,7;0,49;"55%";93;"17%";13;-9
"4889";"lichi";"BHOP";112;0,66;165,5;0,67;"56%";104,2;"23%";16;-3
"4890";"Kail";"PG";55;0,66;164,3;0,73;"59%";89,4;"20%";14;-3
"4891";"一";"途";87;0,66;119,3;0,51;"61%";82;"38%";12;-4
"4892";"Kyrei";"AE";54;0,66;170;0,67;"47%";124,2;"21%";14;-2
"4893";"Akio";"G8S";280;0,66;155;0,69;"58%";103,6;"22%";25;-12
"4894";"Matted";"LPH";146;0,66;156,6;0,62;"62%";103,5;"21%";15;-2
"4895";"steadyy";"TAC";87;0,66;148;0,61;"63%";99,7;"34%";17;-2
"4896";"JxN";"X Te";72;0,66;171,5;0,63;"50%";113,7;"28%";12;-3
"4897";"Highfisch";"SENT";132;0,66;132,1;0,56;"54%";96,9;"19%";11;-4
"4898";"n1ckyW";"FNX";77;0,66;145,3;0,53;"65%";96,5;"17%";13;-1
"4899";"West";"DDLM";69;0,66;173;0,66;"64%";113,8;"23%";16;1
"4900";"Nakirye";"PXL";335;0,66;157,9;0,68;"59%";110;"32%";23;-28
"4901";"polarbear";"TF";238;0,66;149,3;0,64;"60%";102,5;"29%";23;-13
"4902";"hoot";"Mach";247;0,66;145,8;0,65;"63%";98,4;"24%";19;0
"4903";"spaz";"Sewe";55;0,66;142,3;0,62;"71%";92,8;"42%";16;-1
"4904";"SlainEZy";"Ever";96;0,66;169,8;0,64;"55%";118,3;"31%";14;-12
"4905";"HangHang";"Q9";250;0,66;156,3;0,63;"65%";108;"22%";21;-8
"4906";"Kawaii";"YFPB";272;0,66;156,9;0,61;"59%";108,4;"23%";19;-14
"4907";"Laisha";"Agog";282;0,66;133,5;0,53;"60%";95,8;"22%";15;-14
"4908";"Taffs";"DSRX";70;0,66;120;0,66;"57%";89,6;"23%";22;-4
"4909";"platinum";"IGNIS";252;0,66;181;0,83;"51%";121,3;"18%";17;-6
"4910";"KRON513";"KABA";63;0,66;220,3;0,83;"42%";130,9;"29%";15;-2
"4911";"kato";"giga";349;0,66;216,1;0,99;"55%";140,4;"17%";24;20
"4912";"zoady";"Illu";162;0,66;150,4;0,59;"58%";105,4;"28%";16;-9
"4913";"Kanove";"Blac";96;0,66;186,4;0,7;"60%";123,5;"22%";17;-2
"4914";"Sk9Na";"GP";269;0,66;149,3;0,64;"64%";99,1;"29%";16;-22
"4915";"manual";"TMV";130;0,66;172,8;0,58;"52%";114,1;"17%";14;-3
"4916";"KyuD";"Gran";84;0,66;132,6;0,52;"53%";82,3;"21%";13;-4
"4917";"saurav";"MM";178;0,66;154;0,6;"59%";96,4;"34%";13;-10
"4918";"Snupix";"Igni";108;0,65;137,6;0,58;"62%";94,8;"25%";17;-6
"4919";"SARANOSTRA";"RARE";198;0,65;177,1;0,81;"61%";118,6;"33%";21;-2
"4920";"squishys";"papa";57;0,65;184;0,66;"63%";109,3;"32%";9;2
"4921";"Dulla";"Cavalry";86;0,65;150;0,53;"56%";103,3;"29%";13;-5
"4922";"Pigruto";"X Te";71;0,65;127,3;0,59;"52%";89,7;"21%";16;0
"4923";"momoko";"ASE";96;0,65;132,4;0,61;"61%";86,6;"22%";14;-4
"4924";"WA7iD";"SEQ";138;0,65;151,3;0,62;"57%";106,4;"23%";17;-4
"4925";"rey";"OXR";153;0,65;166,6;0,68;"58%";109,6;"19%";22;-9
"4926";"fancy9";"XLE";584;0,65;154,5;0,65;"58%";107,2;"25%";20;-38
"4927";"RobbY";"MDS";56;0,65;119,3;0,48;"52%";77,6;"38%";10;-3
"4928";"Face";"KDM";81;0,65;133,5;0,65;"72%";95,4;"16%";13;-5
"4929";"xyta";"PW";430;0,65;143,3;0,67;"64%";102,5;"26%";21;-12
"4930";"wide";"IAS";63;0,65;141,3;0,47;"50%";86;"18%";10;-7
"4931";"napkin";"New";149;0,65;141,4;0,62;"58%";97,3;"22%";16;-8
"4932";"z1pAx";"AMZ";128;0,65;151,3;0,62;"59%";95,4;"24%";14;-4
"4933";"GrTw";"LN";181;0,65;172,9;0,63;"60%";111,3;"18%";14;-6
"4934";"Bake";"Show
																			O.O.";129;0,65;154,1;0,62;"57%";99,3;"13%";14;-8
"4935";"Vibes";"ELV";117;0,65;157,6;0,65;"53%";100,1;"21%";19;-7
"4936";"KaleZ";"SHIF";128;0,65;150,3;0,63;"57%";98,5;"28%";15;-11
"4937";"BCLound";"DOM";83;0,65;154,6;0,59;"60%";102,4;"20%";15;-4
"4938";"frenzaa";"SRPS";210;0,65;160,7;0,68;"53%";103,2;"25%";15;-8
"4939";"Jennie";"Kim";54;0,65;190;0,84;"56%";129;"23%";25;-5
"4940";"Jinji";"NTLN";177;0,65;164,7;0,69;"55%";103,5;"26%";20;-5
"4941";"Paint";"EVA";56;0,65;152,7;0,63;"55%";110,4;"29%";16;-2
"4942";"Shin";"V9";183;0,65;188,8;0,67;"57%";131;"26%";19;-9
"4943";"victorsoN";"LLH";163;0,65;120,6;0,52;"59%";79;"27%";18;-8
"4944";"Avenger";"Saku";177;0,65;152,2;0,61;"58%";109,7;"20%";17;-10
"4945";"billie";"AKAT";149;0,65;137,3;0,57;"67%";95,9;"30%";12;-6
"4946";"B9lint";"VER";105;0,65;207,7;0,85;"55%";135,6;"26%";20;1
"4947";"hzINSANE";"Arrow";69;0,65;160,3;0,57;"59%";118,7;"17%";11;-4
"4948";"handew";"IB";223;0,65;176,8;0,84;"58%";115,1;"23%";22;-10
"4949";"Bubbles";"Orio";212;0,65;162,4;0,61;"51%";103,3;"16%";16;-11
"4950";"Kjeaggie";"zTit";114;0,65;145,4;0,64;"67%";99;"21%";16;-3
"4951";"Misty";"BCGF";296;0,65;153,6;0,6;"60%";105,6;"22%";16;-16
"4952";"MLK";"YZ";243;0,65;174,8;0,79;"41%";119,4;"18%";21;-13
"4953";"YoungPork";"GLAB";125;0,65;151,2;0,71;"59%";110,2;"30%";22;1
"4954";"ONiCHAi";"No C";101;0,65;148,2;0,61;"60%";95,9;"31%";18;-3
"4955";"Morthe";"MRS";248;0,65;159,2;0,65;"58%";107,5;"25%";25;-14
"4956";"w3z1k";"Anyw";509;0,65;157,3;0,69;"66%";94,6;"16%";18;-34
"4957";"Len";"FL.GC";94;0,65;128,6;0,57;"61%";87,6;"26%";14;-3
"4958";"jubs";"ASTRO.F";69;0,65;134,8;0,53;"51%";97,8;"18%";11;-3
"4959";"PAP";"LV
																			57RBB";100;0,65;156,5;0,56;"59%";101,1;"22%";10;-1
"4960";"Mcfly";"SNX.F";102;0,65;152,7;0,63;"55%";99;"19%";13;-4
"4961";"JDN";"X13";123;0,65;155,3;0,64;"56%";101,7;"21%";17;-11
"4962";"Øutcast";"Tetr";106;0,65;149,7;0,62;"56%";93;"31%";15;-10
"4963";"INPA";"SZ";407;0,65;151,8;0,67;"67%";101,4;"19%";19;-33
"4964";"wOBBS";"Ecle";549;0,65;148,6;0,6;"56%";100,6;"20%";25;-28
"4965";"arjohn";"Phil";175;0,65;163;0,64;"55%";107,2;"23%";15;-23
"4966";"spaz";"IluZ";267;0,65;149,4;0,63;"62%";101,1;"26%";19;-13
"4967";"alfa";"Team";226;0,65;169,3;0,64;"58%";110,8;"21%";18;-28
"4968";"tkitty";"DSRX";77;0,65;136,3;0,64;"58%";91,7;"20%";14;0
"4969";"PanNiKkK";"CLIM";227;0,65;169,4;0,78;"58%";105,7;"16%";18;-4
"4970";"Liquid";"EQX";165;0,65;153,8;0,73;"59%";116,2;"19%";17;-6
"4971";"Alex";"TLN";472;0,65;151,7;0,6;"59%";105,1;"18%";19;-11
"4972";"SN0X";"QLASH";109;0,65;155,3;0,59;"61%";103,7;"32%";20;-5
"4973";"Marco";"BJE";545;0,65;141,4;0,6;"60%";94,4;"30%";19;-29
"4974";"vee";"Ador";89;0,65;153,2;0,63;"48%";101,9;"29%";14;1
"4975";"Karuna";"Asto";73;0,65;171,8;0,59;"66%";118,8;"28%";16;-5
"4976";"hugetroller";"viki";79;0,65;141,3;0,57;"65%";101,8;"19%";13;-6
"4977";"ATOM";"EKO";75;0,65;131;0,53;"56%";82,1;"4%";10;-1
"4978";"Yagami16k";"Mustang";65;0,65;184,8;0,65;"56%";112,1;"19%";12;-5
"4979";"chachi";"AURA";116;0,65;142,2;0,61;"61%";93,2;"17%";18;-8
"4980";"Degrees";"Akum";97;0,65;156,4;0,6;"64%";106,3;"20%";15;-10
"4981";"Lyt";"God";234;0,65;139,1;0,51;"49%";88,9;"17%";12;-9
"4982";"DaNN";"ATS";80;0,65;157,5;0,67;"61%";107,2;"23%";19;-9
"4983";"HIGH3R";"UBI";245;0,64;147,7;0,59;"64%";92,7;"21%";15;-15
"4984";"4Ebananafone";"Zelo";73;0,64;159;0,65;"56%";106,9;"16%";15;-4
"4985";"HenryS";"Ahji";77;0,64;155,5;0,51;"68%";102;"20%";12;-2
"4986";"Marty";"ETT";54;0,64;163,5;0,47;"57%";118,7;"9%";11;-6
"4987";"keruse";"Boom";107;0,64;130,7;0,43;"53%";86,5;"15%";9;-10
"4988";"cchrisM";"Baec";114;0,64;126;0,51;"60%";80,7;"19%";11;-2
"4989";"Lord";"ruben
																			GT3";289;0,64;158,3;0,63;"58%";105,2;"21%";22;-11
"4990";"dumin";"BLD.A";141;0,64;137,1;0,55;"54%";97,9;"22%";20;-9
"4991";"Suga";"FSHR";333;0,64;155,6;0,59;"57%";105,8;"19%";16;-15
"4992";"Shifty";"AME";1319;0,64;136,8;0,56;"60%";88,8;"25%";18;-55
"4993";"ysk";"Free";261;0,64;160,6;0,62;"55%";103,9;"26%";16;-12
"4994";"2zzy";"E36";360;0,64;143,1;0,65;"62%";91,2;"31%";17;-7
"4995";"rottjeN";"Team";136;0,64;145,1;0,61;"60%";88,9;"29%";15;-6
"4996";"Quager";"HBOX";111;0,64;149;0,57;"54%";102,6;"13%";14;-4
"4997";"Spook";"New";229;0,64;141,4;0,53;"58%";98,4;"20%";14;-6
"4998";"Tey";"SUN7";103;0,64;162,5;0,58;"61%";102,7;"32%";12;-1
"4999";"Twister1";"Avan";93;0,64;136,7;0,54;"58%";84,9;"28%";9;-5
"5000";"he";"simps me";53;0,64;137;0,5;"62%";81,8;"28%";12;0
"5001";"ETHAN";"TRIDENT";62;0,64;134,3;0,45;"68%";88,9;"16%";9;-2
"5002";"UnDrivable";"TRG";84;0,64;170;0,66;"52%";109,8;"17%";17;-13
"5003";"raddy";"eRa";78;0,64;154,8;0,62;"60%";103;"17%";12;0
"5004";"Kraken";"Ulti";97;0,64;202;0,74;"63%";125,2;"15%";16;-5
"5005";"Dior";"4RL.H";70;0,64;115,3;0,48;"57%";82,1;"19%";9;-5
"5006";"Eclipsq";"frog";96;0,64;154,5;0,55;"55%";111,8;"28%";12;-3
"5007";"gTTO";"3P";72;0,64;158,3;0,58;"70%";116,9;"17%";13;0
"5008";"SangoGG";"YFPB";283;0,64;160,2;0,64;"59%";106,7;"24%";21;-25
"5009";"WheelsOnFire";"RN";348;0,64;148;0,58;"57%";102,2;"17%";20;-18
"5010";"yukiyo";"TOP";235;0,64;155,3;0,64;"58%";103,6;"25%";22;-15
"5011";"HYPNO";"Begrip";75;0,64;167;0,65;"60%";103,5;"26%";13;-3
"5012";"stobie";"WG";126;0,64;161;0,7;"62%";106,8;"22%";17;-9
"5013";"Linepro";"TH";374;0,64;152,9;0,71;"62%";98,3;"15%";22;-21
"5014";"Holbreak";"EBG";74;0,64;134,5;0,57;"55%";86;"21%";12;-4
"5015";"PsixoPaTT";"UGIT";66;0,64;138;0,51;"48%";82,9;"18%";11;-5
"5016";"Aspire";"FXG";153;0,64;148;0,69;"59%";98,1;"32%";19;-10
"5017";"Manbow";"East";136;0,64;133,7;0,57;"55%";87,5;"22%";14;-4
"5018";"Satty";"Hype";274;0,64;148,7;0,56;"57%";99,1;"25%";17;-12
"5019";"Lewy";"ZETA";199;0,64;159,4;0,57;"59%";109,7;"21%";17;-6
"5020";"Adelajn";"T.AM";175;0,64;119,6;0,5;"63%";82,3;"14%";18;-9
"5021";"may";"mete";386;0,64;163,8;0,64;"57%";111,7;"19%";20;-20
"5022";"Uzi";"KRS";75;0,64;170,5;0,65;"59%";114,5;"26%";12;-8
"5023";"Garfiel";"ICC";110;0,64;152,8;0,61;"60%";106,3;"16%";15;-8
"5024";"Domain";"ZOL";88;0,64;174,6;0,61;"51%";113,8;"21%";13;-11
"5025";"palapapapaaa";"KJC";149;0,64;150,6;0,56;"56%";101,7;"21%";16;-14
"5026";"Xsy";"INF";59;0,64;141;0,6;"52%";92;"21%";10;-4
"5027";"DEK";"Infl";176;0,64;170,6;0,77;"58%";104,6;"18%";24;-2
"5028";"1uke";"ENRA";148;0,64;144,6;0,6;"59%";93,8;"22%";15;-12
"5029";"Zuko";"ROG";100;0,64;167,5;0,6;"53%";99,4;"21%";11;-1
"5030";"oikou";"GyoG";133;0,64;188,3;0,82;"60%";123,1;"21%";20;-6
"5031";"eLTerroR";"TCr4";145;0,64;142,9;0,55;"56%";93,1;"21%";13;-3
"5032";"Rinoh";"re:f";94;0,64;168,3;0,67;"48%";95,5;"14%";19;-3
"5033";"Whan";"ZOL";88;0,64;161;0,7;"55%";108,7;"19%";16;-4
"5034";"highonlifekk";"ENGM";123;0,64;106,3;0,49;"59%";76,6;"16%";11;0
"5035";"KiNoMvP";"ASE";98;0,64;142;0,62;"57%";97,2;"27%";14;-2
"5036";"quicckK";"CCG";75;0,64;141,3;0,54;"56%";84,5;"30%";11;-6
"5037";"PeaceKeeper";"FNX";110;0,64;161,3;0,59;"49%";115,2;"25%";20;-8
"5038";"Brix";"WAVE.A";121;0,64;143,4;0,54;"62%";96;"19%";12;-5
"5039";"Shego";"LUX";57;0,64;141,3;0,55;"70%";97,6;"16%";14;0
"5040";"gentlebites";"ORAC";67;0,64;152,8;0,59;"57%";105,3;"15%";14;-8
"5041";"Car";"Invi";102;0,64;155,2;0,64;"59%";107,3;"28%";15;-5
"5042";"vxzq";"ZETA";81;0,64;149,2;0,53;"56%";103,1;"23%";16;-1
"5043";"Hawk";"DV";450;0,64;155,8;0,61;"57%";106,7;"27%";22;-14
"5044";"Septem7";"EDG";78;0,64;118;0,59;"58%";79,8;"22%";14;-7
"5045";"flora";"Buda";97;0,64;149,2;0,57;"54%";100,7;"13%";12;3
"5046";"SHEYD";"KE";103;0,64;153,3;0,57;"59%";89,5;"24%";15;-1
"5047";"Atake";"Roya";231;0,64;151,8;0,63;"57%";101,1;"30%";21;-16
"5048";"OnHeAd";"CL";72;0,64;142,5;0,53;"57%";93,8;"29%";11;2
"5049";"mt1xo";"Thun";321;0,64;159,3;0,68;"73%";97;"28%";21;-24
"5050";"demeanor";"Flui";133;0,64;148,4;0,6;"57%";100,9;"19%";17;-12
"5051";"Namikaze";"STCE";130;0,64;150,7;0,62;"54%";98,4;"16%";19;-10
"5052";"fav0r";"ETH";71;0,64;119,5;0,56;"63%";79;"20%";16;-10
"5053";"spiiQe";"WIZ";134;0,64;142,3;0,65;"56%";91,2;"32%";15;2
"5054";"xh1bit";"PRDX";179;0,64;160,7;0,66;"61%";98,7;"18%";16;-5
"5055";"Rebolt";"PSIS";85;0,64;148,6;0,6;"49%";99,2;"23%";13;-1
"5056";"ilyaS";"OS";175;0,64;177;0,68;"59%";114,6;"21%";26;-6
"5057";"Fix";"BC";52;0,64;137;0,57;"48%";88,4;"20%";11;-2
"5058";"twissted";"Flui";149;0,64;151,6;0,61;"55%";99,9;"19%";15;-12
"5059";"TRiiGGr";"Surf";111;0,64;155,6;0,59;"55%";105,2;"34%";21;-6
"5060";"ByHarry";"VCTRY";75;0,64;143;0,53;"55%";90,4;"24%";13;0
"5061";"squeazy";"RIZO";242;0,63;134,8;0,6;"59%";91,1;"32%";18;-3
"5062";"tanjiro";"kamado";78;0,63;155;0,54;"54%";94,7;"22%";12;-5
"5063";"cllll3";"UBI";245;0,63;163,2;0,65;"60%";100,8;"23%";15;-14
"5064";"psychowinn";"cowb";203;0,63;158,7;0,64;"58%";105;"22%";22;-15
"5065";"AndreSG";"ARZ";52;0,63;129,3;0,47;"64%";82,3;"21%";9;-8
"5066";"cogs";"GG";71;0,63;129,3;0,46;"56%";87,2;"25%";9;-8
"5067";"Miko";"TES";101;0,63;131,6;0,48;"55%";87,1;"19%";9;-6
"5068";"leakeN";"Team";626;0,63;190,2;0,88;"60%";126,3;"21%";22;-13
"5069";"Celo";"GTZ";63;0,63;102,5;0,38;"61%";67,1;"27%";8;-4
"5070";"TOR";"PLM";293;0,63;161,9;0,71;"62%";109,1;"12%";19;-9
"5071";"quorrA";"Cavalry";86;0,63;147,5;0,59;"51%";98,9;"18%";18;-3
"5072";"bunny";"NOM.L";197;0,63;171,7;0,65;"56%";113,7;"16%";16;-18
"5073";"Knox";"KTRL";299;0,63;189,5;0,68;"57%";124,2;"28%";21;-18
"5074";"Flow";"Style";52;0,63;177;0,69;"63%";118,4;"30%";14;-1
"5075";"karma";"Crow";174;0,63;147,7;0,58;"52%";104,2;"25%";16;-8
"5076";"Cyndaquil";"Surf";111;0,63;173;0,64;"58%";104,1;"26%";17;2
"5077";"Paige";"YFPB";330;0,63;138,8;0,56;"59%";94,9;"26%";17;-9
"5078";"ptk";"TD";105;0,63;141,4;0,59;"57%";92,9;"17%";15;-7
"5079";"carn0";"Up N";295;0,63;155,5;0,59;"54%";102,8;"26%";15;-27
"5080";"ZAiDz";"Baby";65;0,63;168,5;0,54;"51%";119;"28%";15;-4
"5081";"Hes";"PHX";86;0,63;127,8;0,59;"60%";88,4;"34%";17;1
"5082";"Faith";"Team";61;0,63;162,8;0,56;"51%";107;"15%";10;-1
"5083";"GZMO";"HwR";80;0,63;171,2;0,63;"59%";115,3;"25%";16;-9
"5084";"chukL9";"Tact";68;0,63;127,3;0,57;"62%";78,6;"26%";10;-6
"5085";"eNe";"MT";71;0,63;165,3;0,67;"63%";114,1;"29%";13;-4
"5086";"ZeDinky";"XENE";315;0,63;157,4;0,67;"62%";107,7;"26%";22;-14
"5087";"DooM";"CIS";122;0,63;186,7;0,7;"54%";133,3;"27%";20;-13
"5088";"Snackicals";"Eros";89;0,63;150,4;0,64;"49%";98,8;"22%";17;-18
"5089";"wOwEr";"ZETA";199;0,63;139,1;0,59;"67%";84,9;"16%";16;-4
"5090";"momidi";"FG";68;0,63;142,5;0,51;"66%";92,8;"19%";9;-5
"5091";"azez";"Wind";1418;0,63;139,7;0,56;"60%";97,2;"19%";25;-96
"5092";"JW";"KU";455;0,63;157,5;0,7;"59%";102,8;"27%";29;-5
"5093";"flexyy";"Prop";81;0,63;144;0,54;"49%";89;"25%";16;-11
"5094";"MiGodd";"FNX";50;0,63;174;0,56;"66%";126,3;"21%";13;3
"5095";"ceLttuSiNN1";"ZETA";101;0,63;145,3;0,44;"50%";94,6;"19%";10;-12
"5096";"Ilyes2k";"HKB";180;0,63;142,1;0,59;"53%";93,6;"27%";19;-25
"5097";"Aphrodite";"SANGAL";93;0,63;142,8;0,59;"57%";90,2;"24%";13;-3
"5098";"Zachh";"AG";133;0,63;151,1;0,56;"47%";100;"26%";13;-6
"5099";"kawaa";"QLSH";91;0,63;149,4;0,59;"65%";96,9;"29%";16;-2
"5100";"Nigerian";"Prince";51;0,62;167,7;0,63;"51%";95;"14%";11;-6
"5101";"Dezi";"KILL";219;0,62;172,8;0,73;"55%";122,5;"26%";17;-3
"5102";"Lunium";"Kaho";62;0,62;152,3;0,69;"58%";101,3;"18%";16;-4
"5103";"ChickpeaP";"Buda";111;0,62;136,7;0,59;"59%";90,6;"22%";16;-4
"5104";"venchesto";"PURP";381;0,62;162,6;0,71;"61%";104,5;"24%";21;2
"5105";"gabeler";"ART";102;0,62;170,2;0,62;"53%";112,1;"33%";21;-10
"5106";"Turist";"TETA";58;0,62;132;0,53;"52%";95,4;"25%";12;-8
"5107";"Ayumi";"RDW";145;0,62;153,6;0,56;"54%";106,9;"25%";17;-8
"5108";"ragingpenguin";"FWOG";287;0,62;153,9;0,58;"56%";96,6;"16%";17;-34
"5109";"Surp33m";"2V5";211;0,62;134,8;0,59;"59%";93,4;"23%";18;-13
"5110";"slayte";"Jell";62;0,62;160,8;0,58;"53%";112,6;"22%";14;-3
"5111";"jsk";"DTG";219;0,62;160,3;0,65;"57%";99,8;"19%";18;-10
"5112";"mukee";"Myst";53;0,62;87,3;0,47;"57%";65;"20%";14;0
"5113";"prism";"Zeni";128;0,62;154,3;0,64;"52%";109,1;"33%";30;-7
"5114";"LurkzZz";"YTX";53;0,62;124,7;0,52;"57%";80,2;"17%";10;-6
"5115";"Saiko";"Cres";119;0,62;166,4;0,64;"50%";113,9;"20%";19;-13
"5116";"bullet";"girl
																			fR";123;0,62;156;0,65;"55%";103;"17%";18;-17
"5117";"LuKKe";"YTR";167;0,62;139,5;0,57;"61%";86,7;"31%";15;-4
"5118";"maltreat";"VALK";99;0,62;140,8;0,58;"58%";92,4;"18%";14;-7
"5119";"PixeNNNN";"RFG";58;0,62;128,5;0,52;"64%";85,6;"20%";13;-2
"5120";"Cillicit";"Team";65;0,62;137,8;0,51;"58%";90,7;"26%";12;-4
"5121";"Sigmundr";"Insi";121;0,62;189,9;0,7;"64%";119,9;"15%";12;1
"5122";"darknesspho";"Axol";96;0,62;123,2;0,51;"61%";80,1;"20%";12;-3
"5123";"lifeR";"AVENUE";254;0,62;179,5;0,74;"51%";121,4;"16%";23;-22
"5124";"Me3za";"QLASH";126;0,62;146,9;0,63;"57%";99;"22%";20;-2
"5125";"Xiks";"Sibe";67;0,62;128,5;0,54;"42%";83,3;"25%";13;-4
"5126";"Show";"CAG";183;0,62;220,3;1,03;"67%";130,3;"17%";22;4
"5127";"xico";"PNT";116;0,62;148,9;0,58;"59%";97,4;"20%";17;-9
"5128";"Caliburnho";"full";184;0,62;135,8;0,54;"57%";96,8;"17%";16;-15
