"";"Player";"Team";"Rnd";"R";"ACS";"K:D";"KAST";"ADR";"HS%";"KMax";"IK"
"931";"chrollo";"RAAD";2396;1;199,7;1,03;"70%";129;"21%";28;-19
"932";"sonder";"SR.GC";3285;1;230,4;1;"69%";149,9;"20%";31;-45
"933";"foiz";"NORG";169;1;197,5;1,04;"73%";124,2;"25%";27;0
"934";"nico";"UOL";2530;1;175,5;0,98;"74%";115;"26%";27;13
"935";"heyNF";"DEWA";1179;1;203,9;1,03;"69%";131,2;"26%";31;19
"936";"PHYRN";"KOI";2459;1;187,9;0,98;"71%";124,8;"22%";29;-4
"937";"SyouTa";"CGZ";431;1;220;0,98;"70%";147,4;"27%";26;-3
"938";"markyy";"OAS";2324;1;224,7;1,01;"69%";142,7;"21%";35;8
"939";"luqz";"Rise";1399;1;196,4;0,96;"72%";132,5;"28%";38;0
"940";"Sevire";"aTTaX";831;1;229;1,03;"68%";144,5;"22%";32;20
"941";"blurred";"NS";1632;1;209,5;1,02;"68%";135,2;"18%";33;19
"942";"fr0st";"BVD";1548;1;188,2;0,96;"73%";123,9;"22%";27;6
"943";"gin";"FCY";2201;1;244,1;1,05;"66%";155,8;"28%";34;-15
"944";"clawdia";"GX3";3113;1;215,9;1;"70%";139,9;"22%";32;34
"945";"PureVNS";"MSF";4237;1;190,4;0,97;"72%";125,2;"30%";27;-14
"946";"nTK";"BAAM";1747;1;212,1;1,04;"70%";133;"24%";30;43
"947";"Pocket";"CD";1005;1;214;0,99;"72%";142,1;"20%";28;3
"948";"Shun";"NN";1652;1;182,9;0,98;"72%";124,5;"26%";24;-28
"949";"memset";"MOUZ";1736;1;213,3;1,12;"70%";140,2;"31%";31;9
"950";"MAKKA";"PK";2119;1;199,2;1;"70%";134,7;"23%";30;-20
"951";"Ivan4ezz";"Ksen";1541;1;209,1;1,01;"67%";137,7;"25%";30;-27
"952";"Yuk1no";"Toe";1593;1;200,3;1,02;"70%";130,5;"32%";30;0
"953";"Waer";"GENK";217;1;221,2;1,06;"70%";145,1;"36%";25;2
"954";"Karra";"GX3";1576;1;204,1;1,01;"72%";131,1;"27%";28;0
"955";"biazik";"GLP";1765;1;204,8;0,96;"71%";135;"22%";27;23
"956";"curry";"C9";3961;1;201,6;0,99;"72%";130,6;"24%";32;-47
"957";"pryze";"TRY";1808;1;192,6;0,96;"70%";126,3;"22%";26;2
"958";"LacoS";"Unit";92;1;175,4;0,7;"63%";121;"20%";15;-4
"959";"Destrian";"VIT";3077;1;184;0,96;"73%";123,8;"24%";39;13
"960";"Hyzee";"FCY";2404;1;200,5;0,98;"73%";131,7;"23%";30;-26
"961";"taLenT7";"RRQ";703;1;190,7;1,01;"72%";125;"20%";24;1
"962";"furbsa";"LT";3157;1;228,8;1,05;"68%";150;"30%";36;4
"963";"vanity";"C9";4284;1;189,1;0,97;"73%";117,4;"17%";28;6
"964";"Remoy";"HEET";605;1;203;1,05;"68%";133,6;"25%";26;-1
"965";"Muj";"FUT";2607;1;202,2;1,01;"72%";132,8;"27%";34;38
"966";"FREY";"LZ";2350;1;202,5;1,02;"69%";133,8;"20%";28;19
"967";"itnothan";"CLG";2106;1;197;0,99;"71%";127;"16%";29;4
"968";"Daicute";"CES";2039;1;230,9;1,07;"68%";146,5;"22%";32;8
"969";"Nice";"EX-K";83;1;215;0,97;"72%";149;"33%";19;3
"970";"wannafly";"MiTH";4167;1;215,2;1,03;"72%";139,2;"22%";33;89
"971";"Rainy";"CBT";2075;1;192,3;1;"71%";121,9;"23%";30;30
"972";"Lakers";"MF";1057;1;237,8;1,09;"72%";138;"17%";28;31
"973";"Extreme";"SPRX";527;1;236,5;1,07;"65%";153,8;"24%";32;9
"974";"fzkk";"ODK";2756;1;211,8;1,01;"70%";132,9;"18%";29;-18
"975";"Enjoy";"SQ";4136;0,99;208;1,02;"70%";135,5;"22%";35;48
"976";"geeza";"DR";4638;0,99;198,6;0,99;"70%";131,1;"30%";31;12
"977";"KHaaLiD";"SA";1803;0,99;201,9;0,94;"69%";130,7;"28%";28;-48
"978";"xnfri";"DNG";1205;0,99;190,5;0,95;"71%";128,5;"25%";28;0
"979";"shonk";"SQ";4167;0,99;202,3;0,99;"71%";132;"32%";35;-1
"980";"2766";"NCG";707;0,99;178,7;0,9;"70%";116,7;"17%";23;-10
"981";"MGl";"puGG";130;0,99;225,2;1,02;"72%";149,1;"26%";25;3
"982";"d1srupt";"GR G";447;0,99;218,9;1,14;"69%";142,1;"23%";29;11
"983";"kSen";"Perf";64;0,99;244,7;0,9;"69%";155,8;"28%";19;4
"984";"f1cio";"FCY";2127;0,99;194,8;0,95;"71%";125,9;"27%";29;0
"985";"kirei";"Ambi";1645;0,99;207;1,04;"70%";134,7;"22%";26;32
"986";"marteen";"GMT";1301;0,99;206,1;0,93;"68%";133,9;"25%";34;-1
"987";"dreAms";"Team";1993;0,99;205,3;1,02;"72%";130,4;"21%";32;20
"988";"sym";"TSM.A";3166;0,99;237,1;1,04;"67%";155,8;"31%";42;37
"989";"Temperature";"Scoo";3187;0,99;216,8;0,99;"69%";143,1;"26%";31;11
"990";"xiTsha";"Z10";1983;0,99;206,4;1,01;"69%";132,2;"27%";34;0
"991";"d1msumboi";"SILK";6225;0,99;184,6;0,96;"70%";124,5;"30%";26;-26
"992";"BJefz";"Team";66;0,99;196,7;0,96;"58%";124,7;"18%";20;-1
"993";"Xdll";"ZETA";415;0,99;202,7;0,91;"72%";131,2;"25%";22;-9
"994";"JN3v1cEEE";"FF";2409;0,99;184,2;0,96;"71%";120,5;"26%";28;0
"995";"Dazlly";"TU";2393;0,99;208,4;1,02;"70%";137,5;"22%";33;-33
"996";"SilvoxX";"OVA";78;0,99;119,5;0,72;"83%";93,4;"23%";16;-5
"997";"DisisJohn";"OVA";1257;0,99;221,9;1,07;"66%";136,6;"20%";30;24
"998";"Shniider";"EGYPT";2318;0,99;196,8;0,99;"71%";128,7;"33%";27;-43
"999";"DeadInk";"GSE";2268;0,99;218;1;"68%";139,7;"24%";35;4
"1000";"scourge";"N8V.W";4807;0,99;221,4;1,01;"69%";145,1;"33%";33;8
"1001";"KristA";"OutR";130;0,99;218;0,94;"69%";136,6;"27%";19;-6
"1002";"Karakz";"sauce";150;0,99;201,4;0,92;"68%";132,6;"18%";35;1
"1003";"Made";"ATS";315;0,99;197;1;"71%";122,2;"26%";25;4
"1004";"RoLEX";"AAA";358;0,99;224,2;1;"65%";140,5;"26%";25;-5
"1005";"maxie";"BLD";1702;0,99;192,1;0,97;"72%";129,5;"27%";26;-29
"1006";"alcoacH";"UP";242;0,99;223,6;1;"69%";146,2;"29%";27;-4
"1007";"Bocah";"DEWA";563;0,99;200,1;1;"70%";127,5;"26%";28;7
"1008";"reagzYY";"BLD.A";352;0,99;200,6;0,92;"66%";136,4;"21%";20;2
"1009";"Hunts";"AG";389;0,99;197,2;0,95;"69%";133,6;"30%";24;-2
"1010";"Boostio";"EG";4637;0,99;226,4;1,07;"68%";144,6;"27%";42;65
"1011";"Kr1stal";"SZ";587;0,99;207,3;0,97;"69%";130,6;"23%";27;-19
"1012";"ALEKSANDAR";"YFP";2620;0,99;199,3;1,03;"71%";130,2;"39%";33;-16
"1013";"Jennax";"Alve";1197;0,99;199,5;0,99;"70%";126,1;"21%";25;17
"1014";"Future";"EQ C";122;0,99;174,8;0,89;"64%";116,5;"28%";14;-1
"1015";"fade";"full";167;0,99;218,8;0,96;"66%";143,4;"22%";17;-8
"1016";"VolcaN";"CRWN";2051;0,99;217,8;1,05;"67%";141,7;"20%";46;62
"1017";"Top";"ROO";177;0,99;202,8;0,96;"72%";142,4;"32%";23;-5
"1018";"speedy";"NÖF";334;0,99;226,4;0,96;"66%";146,2;"20%";26;-5
"1019";"Apoth";"EG";5236;0,99;191,4;0,98;"70%";124,5;"29%";36;-45
"1020";"Niko47A";"47";775;0,99;216,5;0,97;"72%";142,6;"22%";30;7
"1021";"Nozz";"BOBO";2376;0,99;180,9;0,97;"73%";117,4;"22%";24;-19
"1022";"CTC";"LOS";1946;0,99;204,6;1,02;"70%";133,8;"18%";37;14
"1023";"BREKK";"AKV";799;0,99;211,4;1,03;"71%";131,8;"23%";34;12
"1024";"SpicyMufn";"SKULL";241;0,99;206,4;0,94;"68%";133,2;"24%";24;1
"1025";"Jaigrayray";"47";339;0,99;183,5;0,95;"73%";128,2;"31%";27;1
"1026";"Dark3st";"KS";4951;0,99;201;0,94;"70%";133,5;"27%";36;-67
"1027";"kc1nn";"KG";153;0,99;211,6;1,05;"67%";137,8;"18%";24;7
"1028";"Cooper";"ABX";190;0,99;183,6;1,02;"67%";120,8;"30%";21;-7
"1029";"alexis";"C9W";2965;0,99;180,5;0,98;"73%";115,9;"29%";23;-42
"1030";"Bad";"Reve";715;0,99;228,8;0,98;"68%";150,9;"21%";28;2
"1031";"Luc1d";"UOL";1634;0,99;201,6;1;"70%";130,6;"27%";34;0
"1032";"Yosemite";"SN";1969;0,99;223,1;1,02;"71%";144,7;"21%";43;6
"1033";"DALADAVVE";"Hogw";255;0,99;202;0,83;"75%";136,3;"14%";22;-3
"1034";"asjrd";"Devi";133;0,99;217,8;0,98;"65%";135,6;"24%";22;-6
"1035";"saiko";"S1";3201;0,99;220,5;1;"68%";140,9;"23%";32;21
"1036";"Zenzor";"H$";83;0,99;246,5;1,05;"60%";158,3;"15%";25;-2
"1037";"frei";"RIX";1720;0,99;213,3;1,07;"70%";137,1;"26%";34;-4
"1038";"SHIN";"KCORP";2212;0,99;192,1;0,98;"72%";123,7;"33%";27;-16
"1039";"Newzera";"KCORP";1886;0,99;186,7;1,03;"73%";118;"34%";34;-8
"1040";"Thykuza";"NOM.L";309;0,99;236,8;1;"66%";152,9;"20%";22;1
"1041";"Poly";"X10S";1644;0,99;204,8;1,04;"73%";131;"27%";32;8
"1042";"vong";"FKS";1698;0,99;209;0,98;"70%";134,6;"26%";33;-11
"1043";"Sozi";"RN";695;0,99;212,2;0,99;"69%";136,4;"25%";30;-6
"1044";"Freyy";"NOM";1940;0,99;193,3;0,97;"72%";125,9;"25%";31;-25
"1045";"Persia";"OGT";1004;0,99;208;0,98;"68%";135;"21%";27;1
"1046";"CNKa";"KC";883;0,99;230,9;1,03;"69%";148,7;"26%";37;16
"1047";"sw";"DELI";1461;0,99;195,7;0,94;"70%";128,3;"24%";28;-27
"1048";"syfi";"YFP";3383;0,99;228,1;1,02;"68%";148,5;"22%";33;-8
"1049";"Derek";"BRN";607;0,99;193,6;0,99;"72%";127;"24%";23;-15
"1050";"shhhack";"KPI";1266;0,99;176,6;0,92;"71%";114,6;"25%";27;-14
"1051";"nillyaz";"LT";4157;0,99;198,7;0,98;"71%";130,1;"28%";27;-29
"1052";"hastack";"BSO";449;0,99;206,8;0,99;"70%";134,8;"22%";24;3
"1053";"Playboi";"Joe
																			RESO";3768;0,99;209,3;0,99;"71%";138;"22%";33;-35
"1054";"Apinya";"FS";1248;0,99;220,6;1,02;"69%";145,5;"26%";28;-15
"1055";"goffe";"GLD";567;0,99;203,9;1,01;"71%";128,6;"24%";24;10
"1056";"ind1n";"puGG";995;0,99;227,6;1,05;"65%";146,9;"24%";33;-1
"1057";"Chloettw";"OGT.X";618;0,99;215,4;1,04;"72%";137;"12%";34;16
"1058";"Muffyn";"X10S";1640;0,99;227,3;1,01;"70%";144,3;"19%";27;14
"1059";"KHS";"TAMU";185;0,99;224,3;1,05;"68%";141,7;"21%";24;7
"1060";"xyN";"gene";863;0,99;197;0,94;"73%";122,6;"32%";29;10
"1061";"jas";"Z10";2448;0,99;219,4;0,99;"68%";144,5;"27%";37;-10
"1062";"thàng";"map
																			FC";270;0,99;205,7;0,97;"64%";131,5;"14%";27;-11
"1063";"r1nny";"zTit";443;0,99;195,7;0,88;"71%";124,9;"25%";24;-10
"1064";"aLerT";"PLM";2952;0,99;209;1,05;"72%";134,2;"24%";35;41
"1065";"Precision";"YFP";4930;0,99;184,3;0,94;"72%";120,2;"23%";31;-106
"1066";"Esmé";"YFPB";205;0,99;200,4;0,99;"69%";136;"27%";20;-3
"1067";"Anoxai";"Ksen";1879;0,99;214,2;0,98;"69%";140,4;"22%";30;17
"1068";"ozz";"Carl";201;0,99;210,9;0,95;"70%";135,6;"28%";18;6
"1069";"Zen";"Exce";64;0,99;201,3;0,87;"69%";133,6;"20%";16;0
"1070";"Drave";"UCF";123;0,99;200,7;1,05;"70%";127,9;"27%";31;7
"1071";"Nick";"DNAD";3525;0,99;177,3;0,93;"73%";115,8;"27%";29;-36
"1072";"KnightRider";"GR";3470;0,99;217,2;1,09;"65%";135,1;"30%";35;95
"1073";"Richy";"Rapt";386;0,99;225;1,04;"69%";151,6;"30%";27;10
"1074";"w0zzip";"DP";143;0,99;214,3;0,95;"68%";135,3;"18%";23;-7
"1075";"DemiGod";"MeT";484;0,99;193,2;0,91;"70%";130,4;"20%";24;-18
"1076";"eVoL";"TI";2441;0,99;185;0,97;"70%";125,4;"32%";28;0
"1077";"bacyx";"TBG";1570;0,99;202,6;0,97;"69%";133,5;"25%";34;-1
"1078";"svL";"Cosm";2668;0,99;197,8;0,96;"73%";128,2;"21%";33;-53
"1079";"rEplan";"unjo";2450;0,99;233,9;1,04;"68%";147,5;"18%";33;39
"1080";"bramz";"BDS";3616;0,99;208,8;1,04;"70%";132,4;"25%";32;43
"1081";"ZerG";"TI";1677;0,99;216,3;1,01;"68%";141;"26%";31;23
"1082";"mini";"GAL";1268;0,99;212,4;1,06;"68%";134,7;"31%";29;-13
"1083";"heybay";"OOW";1178;0,99;218,1;1,05;"70%";133;"25%";25;-2
"1084";"Cud";"BTR";1099;0,99;216,7;1,05;"67%";142,1;"27%";33;-21
"1085";"ikke";"RN";3033;0,99;203,3;0,94;"72%";131,8;"18%";32;39
"1086";"MARCTYLINHO";"S1";1131;0,99;188,9;0,98;"72%";123,4;"19%";26;2
"1087";"Edelweiss";"Team";1558;0,99;206;1,03;"70%";132,5;"23%";26;-14
"1088";"cooK";"3P";178;0,99;142,7;0,67;"63%";104,5;"23%";19;-13
"1089";"TENNN";"ZETA";2097;0,99;209,5;0,96;"70%";138;"24%";36;-28
"1090";"jcStani";"100T";5960;0,99;200;0,96;"70%";128,2;"27%";28;7
"1091";"sharky";"COL";1284;0,99;208,5;0,95;"70%";135,3;"19%";27;-5
"1092";"Evo";"OAS";227;0,99;175,1;0,83;"75%";121,2;"17%";20;-6
"1093";"aduka";"OGT";2482;0,99;226,9;1;"67%";147,8;"22%";33;5
"1094";"matheuzin";"TBK";2672;0,99;191,8;0,95;"72%";123;"23%";27;1
"1095";"xuss";"TQ";3570;0,99;225,9;1,02;"67%";141,5;"24%";35;14
"1096";"caydeN";"DSY";1050;0,99;188,2;0,93;"71%";125,4;"24%";24;-20
"1097";"APO";"MDR";2188;0,99;187,4;0,99;"69%";124,2;"28%";27;-8
"1098";"Andersin";"NA";6144;0,99;207,6;1;"70%";134,2;"25%";33;-61
"1099";"Shanks";"Team";4008;0,99;216,1;1,02;"70%";130,2;"17%";30;89
"1100";"dispenser";"TS";3709;0,99;199,7;1,03;"70%";130,5;"21%";28;-25
"1101";"RAINMAKER";"INF";2213;0,99;213,8;1,04;"69%";141;"25%";33;1
"1102";"falltw";"CASE";2618;0,99;204;0,96;"71%";134,5;"28%";31;-1
"1103";"Crunchy";"BOBO";6182;0,99;204;1;"72%";130,2;"26%";29;49
"1104";"mina";"SQ";7139;0,99;213,1;1,01;"70%";134,5;"22%";31;28
"1105";"mummAy";"NA";4962;0,99;199,7;1,05;"69%";124,6;"22%";28;124
"1106";"WeDid";"NRG";4818;0,99;196,7;0,98;"71%";129,2;"24%";30;-1
"1107";"Skadoodle";"T1";1896;0,99;192,5;1,03;"73%";119,9;"19%";30;35
"1108";"vaiZ";"LEV";1003;0,99;200;0,98;"70%";128,7;"21%";24;4
"1109";"GatsH";"RBLS";2835;0,99;209;1,05;"72%";133;"19%";33;24
"1110";"Supmah";"UCAM";3159;0,99;201,7;0,99;"72%";128,3;"22%";31;-13
"1111";"Ar4n";"Phar";731;0,99;178,6;0,83;"74%";114;"19%";17;-10
"1112";"Moothie";"CNJ";1282;0,99;195,2;0,92;"66%";129,6;"27%";35;24
"1113";"akaone";"LH";385;0,99;203,4;0,89;"70%";137,8;"32%";21;-2
"1114";"Exalt";"PK";2031;0,99;216,9;1,01;"70%";138,5;"22%";33;-13
"1115";"Redneval";"WX";1629;0,98;229,9;1;"70%";144,1;"23%";33;18
"1116";"Lanky";"GGO";172;0,98;228,4;1,14;"69%";145,2;"25%";24;-8
"1117";"LuoK1ng";"KONE";1565;0,98;190;0,98;"70%";123,5;"27%";28;-2
"1118";"d0rf";"BAAM";2101;0,98;193;1;"71%";124,5;"26%";30;-26
"1119";"Medusa";"RC";1759;0,98;208,9;1,05;"68%";132,9;"26%";29;6
"1120";"rion";"CR";1581;0,98;193,7;1,01;"70%";123,8;"28%";31;19
"1121";"ray4c";"TA";146;0,98;254,2;1;"65%";162,2;"14%";31;2
"1122";"LoWkii";"VIT";1613;0,98;191,4;0,96;"70%";119,3;"29%";24;-1
"1123";"newface";"Ahji";98;0,98;180,6;0,91;"69%";117,4;"15%";15;0
"1124";"SRXZ";"TMQ";349;0,98;211,5;0,95;"67%";134,4;"25%";27;7
"1125";"bucher";"FKS";1062;0,98;188,5;1,03;"70%";125,2;"33%";24;4
"1126";"BabyJ";"100T";1378;0,98;198,6;1,01;"70%";128,6;"24%";29;-23
"1127";"Yoshii";"Proj";4796;0,98;218,2;1,02;"68%";138,1;"25%";34;84
"1128";"KittyKat";"Sanr";269;0,98;215,8;1,06;"64%";146,6;"32%";30;-11
"1129";"xZe";"NKT";1128;0,98;205,3;1;"69%";133,2;"36%";27;0
"1130";"Champzera";"JUXT";1623;0,98;187,4;0,94;"71%";124,1;"24%";25;-21
"1131";"MAGiK";"S1";2074;0,98;208,4;1,01;"69%";135,6;"28%";31;-25
"1132";"Blahst";"VRT";3280;0,98;200,9;0,99;"70%";131,5;"24%";29;-24
"1133";"bjor";"ZMM.B";6351;0,98;200,8;1;"71%";133;"20%";30;-24
"1134";"Trill";"STORM";3509;0,98;187,2;0,98;"71%";121,2;"24%";25;-30
"1135";"Exterminia";"FG";720;0,98;210,4;1,01;"71%";138,2;"12%";27;-8
"1136";"siz";"BVD";921;0,98;225,9;1,04;"67%";145,9;"31%";32;14
"1137";"dzii";"GMN";1240;0,98;208,6;1,01;"72%";134,6;"21%";27;-18
"1138";"nat1";"TL";2493;0,98;213,3;0,99;"70%";137;"21%";29;10
"1139";"alexandra";"FUT.J";206;0,98;242,3;0,99;"69%";156,2;"31%";25;6
"1140";"shelbyN";"EBG";178;0,98;208,3;1,02;"70%";134,2;"30%";26;4
"1141";"MiniNiwde";"OKWU";234;0,98;231,3;1,08;"68%";148,3;"21%";26;3
"1142";"ExiT";"SA";1446;0,98;200,4;0,99;"68%";127,3;"21%";30;11
"1143";"Fluky";"47";631;0,98;215,6;0,98;"71%";147;"30%";46;6
"1144";"Aly";"BRNV";931;0,98;180,5;0,95;"72%";122,3;"21%";26;-11
"1145";"M1kE";"BONK";2253;0,98;194;0,96;"69%";129,2;"24%";32;36
"1146";"Rossy";"TSM";3882;0,98;185,6;0,93;"72%";122,3;"24%";28;-48
"1147";"fanboy";"ANO";364;0,98;202,3;0,94;"66%";131;"28%";28;-7
"1148";"EMENK";"19";825;0,98;195,5;1,01;"69%";128;"33%";29;-3
"1149";"INFESTOR";"GK";1225;0,98;191,8;0,98;"69%";126,1;"23%";26;8
"1150";"marin";"CGZ";676;0,98;216,6;1,01;"65%";136,2;"20%";31;-5
"1151";"Kim";"TEN.N";2137;0,98;181;0,94;"74%";116,7;"18%";30;-17
"1152";"niffy";"SPE";1902;0,98;210,1;1;"68%";135,8;"25%";33;24
"1153";"bobys";"NOM";1688;0,98;234,2;1,04;"70%";148,5;"23%";33;46
"1154";"Mot1on";"CWB";294;0,98;196,6;0,98;"69%";131,9;"25%";22;3
"1155";"HANN";"WGS";1492;0,98;229,5;1;"67%";148,3;"24%";26;11
"1156";"Maru";"Fast";2081;0,98;194,7;0,97;"70%";129,8;"24%";30;-53
"1157";"Filu";"CASE";2266;0,98;220,6;1;"68%";141,8;"26%";32;7
"1158";"pava";"OSKA";458;0,98;182,9;0,8;"67%";114,4;"18%";25;-6
"1159";"Jeong";"Hi
																			OQA";2264;0,98;197;0,97;"72%";124,5;"20%";33;16
"1160";"shéd";"KOVA";2338;0,98;227;1,06;"67%";145,5;"25%";33;33
"1161";"pollo";"VKS";2041;0,98;206,5;1;"68%";131,9;"22%";35;47
"1162";"TiGG";"SR";3330;0,98;191,3;0,92;"71%";126,6;"22%";28;-37
"1163";"fletcher";"SILK";3068;0,98;189,2;0,98;"72%";125,9;"31%";32;14
"1164";"grav1ty";"GA";63;0,98;181,7;1,1;"78%";114,9;"31%";18;0
"1165";"NiceHacks";"SOTZ.V2";2249;0,98;215,4;0,97;"68%";139;"20%";31;12
"1166";"farewell";"Lixa";1841;0,98;218,5;0,97;"68%";146,2;"28%";36;-5
"1167";"WorldEdit";"Yungs";1499;0,98;220,1;1,03;"66%";143,1;"20%";29;26
"1168";"Vuubit";"EXEN";939;0,98;205,8;1;"69%";134;"30%";29;13
"1169";"Gunners";"GOOD";361;0,98;197,8;0,99;"73%";124,2;"28%";30;0
"1170";"jonx";"FB";1782;0,98;206,8;0,97;"70%";133,3;"27%";33;-9
"1171";"Matrixx";"OVA";941;0,98;189;0,95;"73%";124,2;"22%";28;-11
"1172";"DOXZ3R";"AA";207;0,98;211,2;0,91;"67%";132,7;"25%";25;2
"1173";"Ecard";"KG";294;0,98;199,1;1,02;"65%";123,7;"19%";21;-9
"1174";"Maverick";"SH";1733;0,98;194,1;0,92;"70%";125,9;"24%";27;-17
"1175";"bNhardneja";"hPw";340;0,98;174,6;0,8;"69%";119,4;"20%";23;-6
"1176";"Ember";"GR";2214;0,98;194,6;0,98;"70%";127,2;"25%";25;-2
"1177";"Fisker";"FAV";1856;0,98;231,8;1,02;"67%";143,8;"25%";40;14
"1178";"Mited";"FS";1769;0,98;214,5;1;"71%";137,6;"23%";28;20
"1179";"Suka";"FCY";2182;0,98;197,3;0,96;"71%";130,4;"24%";28;-11
"1180";"S1GX";"DDLM";111;0,98;244,5;0,97;"69%";158,1;"24%";28;-8
"1181";"Harry";"HM";1460;0,98;186,5;0,98;"66%";123,3;"22%";34;-10
"1182";"R0K3T";"T1KR";793;0,98;224,3;1,03;"70%";144,8;"21%";31;-24
"1183";"silentzz";"RED";1252;0,98;230,6;1,01;"67%";151,3;"28%";33;28
"1184";"Rave";"NOM.JR";614;0,98;210,4;0,97;"67%";144,7;"23%";26;-12
"1185";"Oderus";"NYFU";5261;0,98;203;0,97;"69%";131,1;"27%";29;-87
"1186";"dawn";"Inde";1592;0,98;182,5;0,95;"70%";122,9;"25%";23;-6
"1187";"Riza";"AVM";2713;0,98;197,7;0,95;"70%";129,7;"23%";26;-49
"1188";"luckeRRR";"BIG";5109;0,98;203,4;1;"70%";126,3;"24%";32;208
"1189";"Japips";"OGT.X";696;0,98;195,6;1;"69%";131,2;"23%";25;-5
"1190";"CaspeR";"OGT.X";777;0,98;208,2;1,01;"69%";137;"28%";24;-3
"1191";"juL";"SNM";173;0,98;188,8;0,85;"70%";125,3;"24%";31;-9
"1192";"dimasick";"TL";2818;0,98;199,6;1,02;"70%";129;"31%";37;43
"1193";"neptune";"NYFU";5063;0,98;199,5;0,95;"72%";128,3;"25%";29;-46
"1194";"Ayke";"Z10";2163;0,98;186,6;0,97;"70%";125,2;"29%";27;-31
"1195";"minse";"OBG";3122;0,98;202,6;1,09;"69%";132,6;"22%";30;23
"1196";"ceegu1N";"NoOr";713;0,98;202;1,02;"74%";125,2;"17%";23;32
"1197";"Zik";"ALL";3471;0,98;185,7;0,94;"70%";120,9;"28%";26;-61
"1198";"SpaceBud";"WTD";55;0,98;189,7;1;"64%";117,3;"17%";15;1
"1199";"Boaster";"FNC";5018;0,98;188,8;0,93;"71%";121,4;"21%";34;-115
"1200";"zaninZS";"TBS";903;0,98;188,4;0,95;"73%";126,2;"33%";26;3
"1201";"TTyke";"PHXE";1386;0,98;233,4;1,06;"66%";147,7;"28%";30;14
"1202";"Bankroft";"Tact";2180;0,98;189,2;0,93;"71%";123,6;"20%";29;1
"1203";"AFoxx";"GMT";1384;0,98;185,2;1,03;"68%";125,9;"37%";28;27
"1204";"CLZ";"FL";704;0,98;185,2;0,93;"72%";118,9;"24%";27;-11
"1205";"re1sxd";"TBG";1672;0,98;190,7;0,98;"70%";123,9;"19%";30;-27
"1206";"Hafficool";"Team";190;0,98;194,4;1;"73%";114,8;"18%";19;3
"1207";"Moshu";"GW";85;0,98;223,5;0,97;"72%";145,2;"31%";19;5
"1208";"FANE";"X10";1848;0,98;204,5;1,05;"69%";130,9;"19%";31;29
"1209";"mandjos1k";"SES";719;0,98;203;0,94;"64%";134,5;"26%";21;-6
"1210";"DxN";"NN";1617;0,98;203,2;1,02;"70%";134,3;"20%";25;20
"1211";"somboyy";"AAA";428;0,98;191,1;0,99;"69%";125,5;"24%";29;2
"1212";"envy";"FL";351;0,98;211,4;0,99;"69%";128,7;"22%";22;-5
"1213";"NoMan";"WS";531;0,98;229,2;1,03;"66%";145,3;"27%";38;5
"1214";"Midnight";"Unde";966;0,98;192,9;1;"71%";124,6;"24%";24;-42
"1215";"King";"VRT";4183;0,98;195;0,98;"70%";129,1;"29%";31;-51
"1216";"yaoster";"USC";121;0,98;219,3;1,03;"66%";136,7;"25%";22;6
"1217";"jakee";"TR";3414;0,98;217,6;1;"68%";142,5;"30%";33;-62
"1218";"Eneska";"F9";146;0,98;216,3;0,91;"70%";136,3;"21%";20;-3
"1219";"Samsi";"XL.GC";1462;0,98;199,7;0,97;"72%";131,6;"17%";26;16
"1220";"mittens";"LF";894;0,98;203,6;0,98;"69%";134,4;"23%";28;5
"1221";"Insider";"KPI";2965;0,98;194,2;0,98;"70%";125,7;"27%";32;27
"1222";"fznnn";"ODK";3772;0,98;182,5;0,95;"73%";120;"22%";26;-46
"1223";"ARGENT";"GOOD";480;0,98;223,4;0,99;"66%";142,7;"29%";25;17
"1224";"Korsonix";"Elys";2226;0,98;196,1;0,98;"68%";128,6;"23%";29;-16
"1225";"braveaf";"IWC";1650;0,98;194,9;0,95;"69%";124,1;"26%";27;5
"1226";"norsin";"SOTZ.V2";2556;0,98;207,1;1,01;"69%";134;"26%";29;30
"1227";"pho";"YFP";5337;0,98;190,1;0,96;"70%";124,6;"26%";30;29
"1228";"l0udly";"AG";1883;0,98;193;0,89;"70%";126,7;"23%";27;-50
"1229";"arbie";"RN";2150;0,98;198;0,96;"72%";127,8;"25%";26;1
"1230";"Jia";"DPC";153;0,98;230,4;0,91;"67%";156,4;"22%";21;-6
"1231";"JewNNN";"AUR";68;0,98;184,3;0,89;"74%";116,8;"25%";21;-4
"1232";"Duno";"NAVI";3586;0,98;173,4;0,93;"73%";113;"22%";31;-21
"1233";"sutecas";"ODK";1906;0,98;189,2;1;"71%";122,7;"27%";29;-40
"1234";"hoveRR";"SCY";940;0,98;211,3;1,04;"69%";137,6;"22%";31;10
"1235";"gobera";"UNION";1015;0,98;214,1;1;"67%";143,7;"20%";27;-40
"1236";"WESSON";"SUR";298;0,98;193,5;0,93;"69%";123;"22%";28;-2
"1237";"ShadoW";"GIA";4263;0,98;184,3;1,01;"73%";118,2;"23%";29;40
"1238";"Haodong";"EDG";2143;0,97;181,6;0,94;"72%";116,5;"28%";26;-14
"1239";"rain";"EG.GC";2207;0,97;194,1;0,96;"70%";126;"21%";27;-3
"1240";"Hitch";"NOM";2449;0,97;204,1;0,97;"71%";133,9;"16%";28;-56
