"";"time1R";"time2R";"time1ACS";"time2ACS";"time1KAST";"time2KAST";"time1KD";"time2KD";"time1ADR";"time2ADR";"ganhador"
"648";1,048;0,982;210,2;214,446;72,4;69,8;1,068;1,006;133,648;140,094;1
"649";1,01;0,926;211,63;197,618;68,8;66,8;1,086;0,928;137,034;128,082;1
"650";0,992;1,022;207,876;222,276;68,8;69,2;1,108;1,092;132,682;141,39;0
"651";1,028;1,022;203,96;213,414;70,6;69,8;1,068;1,11;129,57;135,696;1
"652";1,158;0,978;226,054;201,942;74,8;70,2;1,222;0,974;147,304;132,14;1
"653";0,994;0,992;204,312;202,212;68,6;69,6;1,042;1,04;131,738;131,94;0
"654";1,092;1,02;202,662;202,086;74,2;71,6;1,114;1,05;132,686;132,036;1
"655";1,018;1,01;201,218;210,14;71,8;69,4;1,05;1,086;131,684;133,108;0
"656";1,088;0,978;219,818;212,196;73;68,6;1,154;1,04;141,056;137,16;1
"657";1,01;1,084;217,128;222,22;70,6;72,8;1,04;1,156;140,634;143,456;1
"658";1,008;1,02;222,092;216,654;69,8;69,8;1,078;1,08;142,546;139,49;0
"659";1,012;1,008;209,052;215,126;71,2;69,6;1,044;1,03;134,592;137,59;0
"660";1,022;0,988;215,944;207,074;71,2;69,6;1,04;1,068;138,472;132,588;1
"661";1,046;1,098;224,424;222,42;70,4;73,4;1,152;1,15;143,992;143,65;0
"662";0,924;0,996;191,738;198,896;68,4;71;0,91;0,98;126,416;128,67;1
"663";1,024;0,946;211,816;217,114;70,4;64,2;1,084;1,108;137,56;135,002;0
"664";1,014;1,1;216,994;236,356;69,4;69,4;1,114;1,224;140,27;150,938;0
"665";1,026;1,02;212,426;215,634;69,2;68,8;1,1;1,062;135,52;140,448;1
"666";1,042;0,978;224,996;205,006;70,6;68,8;1,09;0,996;145,256;132,806;0
"667";1,052;1,03;220,9;217,646;70,8;69,4;1,134;1,146;141,096;141,048;1
"668";1,084;1,022;222,22;222,276;72,8;69,2;1,156;1,092;143,456;141,39;1
"669";0,916;0,962;195,912;195,828;73,2;67;0,948;0,884;127,92;127,934;1
"670";1,08;1,058;212,19;218,922;73,6;71;1,104;1,138;137,316;141,404;0
"671";1,028;0,996;203,96;198,896;70,6;71;1,068;0,98;129,57;128,67;1
"672";1,01;1,022;217,128;215,944;70,6;71,2;1,04;1,04;140,634;138,472;1
"673";1,09;1,002;217,708;207,202;72;69,6;1,152;1,028;141,852;134,554;1
"674";1,02;1,008;215,634;222,092;68,8;69,8;1,062;1,078;140,448;142,546;0
"675";1,024;0,992;211,816;207,876;70,4;68,8;1,084;1,108;137,56;132,682;0
"676";1,084;0,992;225,97;205,938;72,2;69;1,156;1,048;143,582;132,538;0
"677";0,978;1,07;200,116;212,98;69,8;72,6;0,976;1,126;128,36;138,484;0
"678";0,992;0,988;202,212;207,074;69,6;69,6;1,04;1,068;131,94;132,588;0
"679";1,02;1,022;216,654;213,414;69,8;69,8;1,08;1,11;139,49;135,696;0
"680";0,926;0,982;197,618;214,446;66,8;69,8;0,928;1,006;128,082;140,094;0
"681";0,99;1,02;202,434;202,086;70,4;71,6;0,994;1,05;132,016;132,036;0
"682";1,106;1,03;232,78;217,646;71,8;69,4;1,252;1,146;147,24;141,048;0
"683";0,87;1;187,702;205,178;64,8;70,6;0,874;1,028;123,476;132,462;0
"684";0,978;1,01;201,942;211,63;70,2;68,8;0,974;1,086;132,14;137,034;0
"685";1,026;0,978;212,426;212,196;69,2;68,6;1,1;1,04;135,52;137,16;1
"686";0,994;0,946;204,312;217,114;68,6;64,2;1,042;1,108;131,738;135,002;0
"687";1,008;1,046;215,126;217,112;69,6;70,2;1,03;1,126;137,59;139,676;0
"688";1,076;1,014;219,574;216,414;72;70;1,11;1,056;142,116;139,512;0
"689";1,088;0,924;219,818;191,738;73;68,4;1,154;0,91;141,056;126,416;1
"690";1,108;1,048;223,73;210,2;72,6;72,4;1,158;1,068;144,844;133,648;0
"691";0,972;1,158;197,294;226,054;70;74,8;0,964;1,222;129,042;147,304;0
"692";1,032;1,002;209,522;204,86;70,2;71,8;1,064;1,028;134,142;133,668;0
"693";0,928;1,046;185,958;210,048;69,2;69,6;0,9;1,07;120,144;134,228;0
"694";0,942;0,95;199,768;202,824;70,6;67,8;0,936;0,984;133,648;131,886;1
"695";1,052;0,976;209,632;205,356;72,2;68,4;1,08;1,048;135,212;131,056;1
"696";1,028;0,966;217,048;204,73;68,4;66;1,16;1,084;139,212;132,446;1
"697";1,006;0,998;210,504;210,756;68,6;68,2;1,066;1,07;134,048;134,814;1
"698";1,046;1,024;209,376;212,116;71,6;69,4;1,06;1,124;136,5;137,102;0
"699";1,104;0,898;226,534;205,5;71,8;61,8;1,23;1,022;144,42;131,122;1
"700";0,974;0,968;208,072;192,934;69,2;69,8;1,02;0,974;133,864;124,13;1
"701";1,088;0,98;227,23;200,852;73,6;70,4;1,118;0,994;146,46;132,43;0
"702";1,036;0,922;203,676;193,802;70,2;69,6;1,064;0,936;129,7;127,644;1
"703";1,088;1,044;221,682;220,72;71,8;71;1,124;1,128;143,648;139,59;1
"704";1,108;0,922;216,864;186,654;72,8;67,8;1,152;0,94;138,61;117,588;1
"705";0,99;0,89;206,856;195,068;70,8;65,8;1,01;0,896;133,864;130,776;1
"706";0,98;0,956;216,178;194,828;70,8;69,4;1,004;1,004;137,092;123,512;1
"707";0,922;0,908;186,654;195,1;67,8;66,4;0,94;0,906;117,588;128,636;1
"708";1,016;1,024;206,688;212,116;71;69,4;1,028;1,124;135,024;137,102;0
"709";1,1;1,046;216,06;209,376;72;71,6;1,156;1,06;140,784;136,5;1
"710";1,1;1,016;216,06;206,688;72;71;1,156;1,028;140,784;135,024;1
"711";1,046;1,024;209,376;212,116;71,6;69,4;1,06;1,124;136,5;137,102;1
"712";1,026;1,01;212,658;219,584;72;68,6;1,046;1,078;138,268;142,084;1
"713";1,02;1,03;208,23;217,646;72;69,4;1,072;1,146;132,836;141,048;0
"714";1,052;1,106;220,9;232,78;70,8;71,8;1,134;1,252;141,096;147,24;1
"715";1,106;1,03;232,78;217,646;71,8;69,4;1,252;1,146;147,24;141,048;1
"716";1,024;1,022;211,816;215,944;70,4;71,2;1,084;1,04;137,56;138,472;0
"717";1,014;1,002;216,414;207,202;70;69,6;1,056;1,028;139,512;134,554;1
"718";0,992;0,946;207,876;217,114;68,8;64,2;1,108;1,108;132,682;135,002;1
"719";0,992;1,058;205,938;218,922;69;71;1,048;1,138;132,538;141,404;0
"720";1,01;0,988;217,128;207,074;70,6;69,6;1,04;1,068;140,634;132,588;1
"721";1,012;1,092;209,052;202,662;71,2;74,2;1,044;1,114;134,592;132,686;0
"722";1,158;1,108;226,054;223,73;74,8;72,6;1,222;1,158;147,304;144,844;1
"723";1;1,09;205,178;217,708;70,6;72;1,028;1,152;132,462;141,852;0
"724";0,994;1,022;204,312;222,276;68,6;69,2;1,042;1,092;131,738;141,39;0
"725";1,02;1,052;208,23;220,9;72;70,8;1,072;1,134;132,836;141,096;0
"726";1,01;0,972;211,63;197,294;68,8;70;1,086;0,964;137,034;129,042;0
"727";0,87;1,076;187,702;219,574;64,8;72;0,874;1,11;123,476;142,116;0
"728";0,992;1,084;202,212;222,22;69,6;72,8;1,04;1,156;131,94;143,456;0
"729";1,098;1,06;222,42;211,526;73,4;71,8;1,15;1,11;143,65;138,42;0
"730";0,982;0,978;214,446;201,942;69,8;70,2;1,006;0,974;140,094;132,14;0
"731";1,06;1,036;226,614;209,368;70,8;70,8;1,146;1,078;142,632;134,592;0
"732";1,084;1,08;225,97;212,19;72,2;73,6;1,156;1,104;143,582;137,316;1
"733";1,056;1,034;220,206;208,054;70,8;71,2;1,106;1,054;141,472;135,278;0
"734";1,07;1,034;212,98;217,568;72,6;71;1,126;1,106;138,484;137,924;1
"735";1,048;0,96;210,2;195,396;72,4;68,4;1,068;0,956;133,648;126,984;1
"736";1,054;1,086;214,792;219,996;72;73;1,1;1,146;136,732;143,216;0
"737";1,102;1,046;212,674;209,376;73,4;71,6;1,144;1,06;137,034;136,5;0
"738";1,1;0,994;216,06;195,212;72;69,8;1,156;1,002;140,784;126,07;1
"739";1,016;1,13;206,688;217,142;71;74;1,028;1,24;135,024;137,844;1
"740";0,942;1,058;199,768;211,408;70,6;71,4;0,936;1,082;133,648;135,434;0
"741";1,032;1,024;204,804;212,116;71,8;69,4;1,066;1,124;135,318;137,102;0
"742";1,02;0,982;201,416;207,744;71,4;69,4;1,048;1,08;130,708;133,922;0
"743";0,922;1,108;186,654;216,864;67,8;72,8;0,94;1,152;117,588;138,61;0
"744";0,956;0,902;194,828;194,954;69,4;67,4;1,004;0,926;123,512;124,91;1
"745";0,95;0,956;202,824;195,216;67,8;69,4;0,984;0,972;131,886;127,754;1
"746";0,976;1,052;205,356;209,632;68,4;72,2;1,048;1,08;131,056;135,212;0
"747";1,028;0,966;217,048;204,73;68,4;66;1,16;1,084;139,212;132,446;1
"748";1,104;0,898;226,534;205,5;71,8;61,8;1,23;1,022;144,42;131,122;1
"749";1,088;1,044;221,682;220,72;71,8;71;1,124;1,128;143,648;139,59;1
"750";0,974;0,968;208,072;192,934;69,2;69,8;1,02;0,974;133,864;124,13;1
"751";0,922;1,036;193,802;203,676;69,6;70,2;0,936;1,064;127,644;129,7;0
"752";1,006;0,998;210,504;210,756;68,6;68,2;1,066;1,07;134,048;134,814;1
"753";0,752;1,032;177,008;204,804;58;71,8;0,816;1,066;115,17;135,318;0
"754";1,102;1,044;212,674;211,672;73,4;68,8;1,144;1,052;137,034;139,81;1
"755";0,898;1,016;187,41;206,688;69,4;71;0,86;1,028;119,88;135,024;0
"756";1,1;0,922;216,06;189,562;72;67,6;1,156;0,922;140,784;124,82;1
"757";0,994;0,85;195,212;194,64;69,8;61,4;1,002;0,89;126,07;126,468;1
"758";1,004;0,98;211,088;216,178;70,2;70,8;1,038;1,004;136,662;137,092;1
"759";1,024;1,006;212,116;206,868;69,4;68,6;1,124;1,048;137,102;133,358;1
"760";1,072;1,096;216,216;221,726;71,4;72,4;1,184;1,168;133,892;140,744;0
"761";1,134;1,046;215,434;196,408;74,6;73,4;1,212;1,042;138,726;128,43;1
"762";1,014;1,058;216,414;218,922;70;71;1,056;1,138;139,512;141,404;0
"763";1,076;1,084;219,574;225,97;72;72,2;1,11;1,156;142,116;143,582;0
"764";1,09;0,87;217,708;187,702;72;64,8;1,152;0,874;141,852;123,476;0
"765";1,08;1,002;212,19;207,202;73,6;69,6;1,104;1,028;137,316;134,554;0
"766";0,992;1;205,938;205,178;69;70,6;1,048;1,028;132,538;132,462;1
"767";1;0,922;201,768;186,654;67,2;67,8;0,988;0,94;128,116;117,588;0
"768";0,95;0,942;202,824;199,768;67,8;70,6;0,984;0,936;131,886;133,648;0
"769";1,058;0,956;211,408;195,216;71,4;69,4;1,082;0,972;135,434;127,754;1
"770";0,92;0,888;198,84;189,942;66,2;66;0,946;0,958;126,39;123,272;1
"771";1,004;0,956;211,088;194,828;70,2;69,4;1,038;1,004;136,662;123,512;1
"772";0,902;0,98;194,954;216,178;67,4;70,8;0,926;1,004;124,91;137,092;0
"773";1,058;1,096;217,084;221,726;72;72,4;1,056;1,168;141,912;140,744;0
"774";1,118;1,134;224,502;215,434;73;74,6;1,182;1,212;145,16;138,726;1
"775";1,108;1,046;213,38;196,408;74;73,4;1,142;1,042;137,916;128,43;0
"776";1,072;1,06;216,216;218,856;71,4;71,2;1,184;1,126;133,892;140,848;0
"777";1,108;1,026;213,38;214,524;74;70,2;1,142;1,068;137,916;138,73;1
"778";1,046;1,034;196,408;205,098;73,4;71,4;1,042;1,06;128,43;132,032;1
"779";1,09;1,058;214,928;217,084;72,8;72;1,154;1,056;137,936;141,912;0
"780";1,074;1,096;218,63;221,726;72,2;72,4;1,11;1,168;139,954;140,744;0
"781";0,87;1,002;187,702;207,202;64,8;69,6;0,874;1,028;123,476;134,554;0
"782";1;1,08;205,178;212,19;70,6;73,6;1,028;1,104;132,462;137,316;0
"783";0,992;1,014;205,938;216,414;69;70;1,048;1,056;132,538;139,512;0
"784";1,034;1,056;208,054;220,206;71,2;70,8;1,054;1,106;135,278;141,472;0
"785";1,076;1,058;219,574;218,922;72;71;1,11;1,138;142,116;141,404;1
"786";1,084;1,09;225,97;217,708;72,2;72;1,156;1,152;143,582;141,852;1
"787";1,026;1,096;205,468;221,726;72;72,4;1,034;1,168;132,846;140,744;0
"788";1,026;1,08;214,524;209,392;70,2;73;1,068;1,088;138,73;135,968;1
"789";1,058;1,02;217,084;207,072;72;71,2;1,056;1,02;141,912;137,056;1
"790";1,134;1,09;215,434;214,928;74,6;72,8;1,212;1,154;138,726;137,936;1
"791";1,034;1,042;205,098;208,134;71,4;70,8;1,06;1,052;132,032;136,086;1
"792";1,108;1,06;213,38;218,856;74;71,2;1,142;1,126;137,916;140,848;0
"793";1,072;1,046;216,216;196,408;71,4;73,4;1,184;1,042;133,892;128,43;1
"794";1,074;1,118;218,63;224,502;72,2;73;1,11;1,182;139,954;145,16;0
"795";1,058;1,034;224,374;205,098;70;71,4;1,1;1,06;143,106;132,032;0
"796";1,092;1,026;218,012;205,468;73,6;72;1,122;1,034;139,552;132,846;0
"797";1,096;1,034;221,726;215,33;72,4;70,4;1,168;1,08;140,744;138,934;1
"798";1,096;1,072;221,726;216,216;72,4;71,4;1,168;1,184;140,744;133,892;0
"799";1,108;1,02;213,38;207,072;74;71,2;1,142;1,02;137,916;137,056;1
"800";1,134;1,048;215,434;214,488;74,6;72;1,212;1,068;138,726;137,58;1
"801";1,046;1,092;196,408;218,012;73,4;73,6;1,042;1,122;128,43;139,552;1
"802";1,074;1,042;218,63;208,134;72,2;70,8;1,11;1,052;139,954;136,086;1
"803";1,118;1,058;224,502;224,374;73;70;1,182;1,1;145,16;143,106;1
"804";1,06;1,056;218,856;208,526;71,2;73,4;1,126;1,046;140,848;134,138;1
"805";1,026;1,09;214,524;214,928;70,2;72,8;1,068;1,154;138,73;137,936;0
"806";1,096;1,072;221,726;218,2;72,4;72,6;1,168;1,116;140,744;139,558;1
"807";1,012;1,072;209,962;216,216;70,2;71,4;1,02;1,184;136,866;133,892;0
"808";1,08;1,046;209,392;196,408;73;73,4;1,088;1,042;135,968;128,43;0
"809";1,092;1,026;218,012;210,794;73,6;70,4;1,122;1,052;139,552;136,396;1
"810";1,108;1,026;213,38;213,382;74;70,2;1,142;1,038;137,916;138,168;1
"811";1,034;1,02;205,098;207,072;71,4;71,2;1,06;1,02;132,032;137,056;0
"812";1,06;1,04;218,856;213,464;71,2;71,6;1,126;1,07;140,848;138,432;1
"813";1,052;1,056;206,66;208,526;72;73,4;1,06;1,046;132,512;134,138;0
"814";1,074;1,122;218,63;235,162;72,2;72;1,11;1,232;139,954;151,72;1
"815";1,058;1,042;217,084;208,134;72;70,8;1,056;1,052;141,912;136,086;0
"816";1,118;0,986;224,502;202,28;73;69,6;1,182;1,002;145,16;132,302;1
"817";1,058;1,042;224,374;206,4;70;71,2;1,1;1,066;143,106;133,57;1
"818";1,134;1,026;215,434;205,468;74,6;72;1,212;1,034;138,726;132,846;1
"819";1,048;1,054;214,488;212,59;72;71,8;1,068;1,092;137,58;136,716;1
"820";1,034;1,026;215,33;214,524;70,4;70,2;1,08;1,068;138,934;138,73;0
"821";1,09;1,02;214,928;209,032;72,8;70,4;1,154;1,024;137,936;133,456;1
"822";1,034;1,008;210,844;222,092;70,2;69,8;1,124;1,078;135,492;142,546;1
"823";1,028;1,088;203,96;219,818;70,6;73;1,068;1,154;129,57;141,056;0
"824";1,02;0,996;216,654;198,896;69,8;71;1,08;0,98;139,49;128,67;1
"825";1,02;0,978;215,634;212,196;68,8;68,6;1,062;1,04;140,448;137,16;1
"826";1,026;0,924;212,426;191,738;69,2;68,4;1,1;0,91;135,52;126,416;1
"827";1,08;0,964;209,392;197,136;73;70;1,088;0,946;135,968;129,42;1
"828";1,054;1,044;212,59;209,994;71,8;71,2;1,092;1,062;136,716;136,516;1
"829";1,096;0,96;221,726;199,554;72,4;69;1,168;0,932;140,744;131,47;1
"830";1,122;1,084;235,162;208,732;72;73,4;1,232;1,094;151,72;135,562;1
"831";1,134;0,898;215,434;197,948;74,6;64,8;1,212;0,962;138,726;127,302;1
"832";1,09;0,97;214,928;206,868;72,8;69,4;1,154;1,006;137,936;135,362;1
"833";1,108;1,022;213,38;205,016;74;71,6;1,142;1,028;137,916;134,712;1
"834";1,118;0,94;224,502;198,694;73;67,6;1,182;0,95;145,16;130,046;1
"835";1,092;1,038;218,012;211,454;73,6;70,6;1,122;1,058;139,552;136,464;1
"836";1,092;0,932;218,012;193,154;73,6;70;1,122;0,88;139,552;126,208;1
"837";1,122;0,844;235,162;183,788;72;66;1,232;0,816;151,72;120,502;1
"838";1,118;0,816;224,502;177,98;73;63,6;1,182;0,824;145,16;113,47;1
"839";1,096;0,978;221,726;196,194;72,4;70,8;1,168;0,978;140,744;129,042;1
"840";1,096;0,272;221,726;79,9;72,4;32,4;1,168;0,254;140,744;54,26;1
"841";1,072;0,644;216,216;150,982;71,4;59,4;1,184;0,602;133,892;102,944;1
"842";1,092;0,75;218,012;173,68;73,6;60,8;1,122;0,742;139,552;111,998;1
"843";0,992;0,53;199,384;147,304;69,4;49,2;1,012;0,502;130,334;98,394;1
"844";1,052;0,754;206,66;173,562;72;61,8;1,06;0,728;132,512;114,858;1
"845";1,074;0,496;218,63;136,3;72,2;45,2;1,11;0,478;139,954;88,14;1
"846";1,122;0,94;235,162;207,714;72;66,2;1,232;0,938;151,72;134,754;1
"847";1,118;0,478;224,502;144,8;73;45,8;1,182;0,46;145,16;97,31;1
"848";1,042;0,588;206,4;142;71,2;48,8;1,066;0,512;133,57;92,89;1
"849";1,134;0,534;215,434;135,39;74,6;49,2;1,212;0,476;138,726;91,54;1
"850";1,054;0,824;212,59;177,91;71,8;65,2;1,092;0,806;136,716;119,374;1
"851";1,09;0,692;214,928;175,1;72,8;62,4;1,154;0,652;137,936;116,42;1
"852";1,028;1,02;203,96;216,654;70,6;69,8;1,068;1,08;129,57;139,49;1
"853";0,924;1,034;191,738;210,844;68,4;70,2;0,91;1,124;126,416;135,492;0
"854";1,088;1,02;219,818;215,634;73;68,8;1,154;1,062;141,056;140,448;1
"855";1,026;1,008;212,426;222,092;69,2;69,8;1,1;1,078;135,52;142,546;1
"856";0,996;0,978;198,896;212,196;71;68,6;0,98;1,04;128,67;137,16;1
"857";1,008;1,028;222,092;203,96;69,8;70,6;1,078;1,068;142,546;129,57;1
"858";1,088;1,026;219,818;212,426;73;69,2;1,154;1,1;141,056;135,52;0
"859";0,978;1,034;212,196;210,844;68,6;70,2;1,04;1,124;137,16;135,492;0
"860";0,996;1,02;198,896;215,634;71;68,8;0,98;1,062;128,67;140,448;0
"861";0,924;1,02;191,738;216,654;68,4;69,8;0,91;1,08;126,416;139,49;0
"862";1,018;1;201,218;210,714;71,8;68,4;1,05;1,124;131,684;132,926;1
"863";1,034;1,088;210,114;221,598;71,8;73,2;1,058;1,162;136,534;140,014;1
"864";1,022;0,958;205,016;195,364;71,6;69,6;1,028;0,936;134,712;128,836;1
"865";0,994;1;205,222;210,714;69,4;68,4;1,002;1,124;132,484;132,926;0
"866";1,046;1;209,35;210,714;72,6;68,4;1,128;1,124;132,12;132,926;0
"867";1,066;0,988;216,944;197,354;73,2;70;1,074;0,976;140,854;128,33;1
"868";0,994;1,018;205,222;201,218;69,4;71,8;1,002;1,05;132,484;131,684;0
"869";1,046;1,01;209,35;204,398;72,6;69,2;1,128;1,032;132,12;133,644;1
"870";1,052;1,052;207,31;215,79;71,6;72,4;1,062;1,078;136,034;139,446;0
"871";1,008;1,042;201,568;207,728;70,4;73,2;0,998;1,028;130,738;132,56;1
"872";0,97;1,032;189,422;213,664;70,6;72;0,936;1,038;124,188;140,228;1
"873";1,024;0,93;204,474;195,086;72,2;69,4;1,042;0,94;134,146;126,902;0
"874";1,032;0,95;210,734;193,692;71;68,6;1,07;0,96;135,026;125,32;1
"875";1,09;1,002;217,708;207,202;72;69,6;1,152;1,028;141,852;134,554;1
"876";1,08;0,97;212,19;205,546;73,6;71,8;1,104;0,996;137,316;135,228;1
"877";1,032;1,006;203,634;200,252;71,6;70,2;1,05;1,02;133,32;131,438;1
"878";1,006;1,046;200,252;224,392;70,2;70,4;1,02;1,088;131,438;144,11;1
"879";1,09;1,032;217,708;203,634;72;71,6;1,152;1,05;141,852;133,32;1
"880";1,006;1,046;207,352;224,424;71;70,4;1,03;1,152;135,96;143,992;0
"881";1,1;1,012;222,93;209,526;73;70,2;1,184;1,052;141,332;136,176;0
"882";0,978;1,006;205,006;207,352;68,8;71;0,996;1,03;132,806;135,96;1
"883";0,998;1,046;202,858;224,424;70;70,4;0,984;1,152;130,614;143,992;0
"884";1;1,104;212,464;233,17;67,6;72;1,128;1,236;135,812;148,11;0
"885";1,098;1,086;223,348;220,098;72,6;73,4;1,176;1,14;143,518;140,736;1
"886";1,074;1,104;227,414;233,17;70,4;72;1,196;1,236;144,306;148,11;0
"887";1,012;1,044;209,526;212,212;70,2;71,8;1,052;1,05;136,176;136,01;1
"888";1,118;1,126;236,478;223,014;72,8;74,4;1,218;1,258;146,916;139,614;0
"889";1;1,14;212,464;234,45;67,6;74;1,128;1,274;135,812;146,196;0
"890";1,118;1,096;236,478;217,012;72,8;74;1,218;1,172;146,916;137,71;0
"891";1;1,124;212,464;227,038;67,6;74,4;1,128;1,202;135,812;143,594;1
"892";1,042;1,046;209,676;224,424;71,6;70,4;1,078;1,152;136,13;143,992;0
"893";1,004;0,998;200,36;202,858;70,6;70;1,018;0,984;129,088;130,614;0
"894";1,098;0,982;223,348;204,938;72,6;69;1,176;1,02;143,518;133,974;1
"895";1,1;1,012;222,93;209,526;73;70,2;1,184;1,052;141,332;136,176;1
"896";1,044;0,964;212,212;200,394;71,8;70,2;1,05;0,962;136,01;130,706;1
"897";1,006;1,004;207,352;200,36;71;70,6;1,03;1,018;135,96;129,088;1
"898";1,042;0,978;209,676;205,006;71,6;68,8;1,078;0,996;136,13;132,806;0
"899";1,086;0,982;220,098;204,938;73,4;69;1,14;1,02;140,736;133,974;1
"900";1,012;0,964;209,526;200,394;70,2;70,2;1,052;0,962;136,176;130,706;1
"901";1,098;1,114;223,348;229,264;72,6;72,4;1,176;1,19;143,518;144,862;1
"902";1,03;0,94;223,47;200,67;67,8;65,2;1,166;0,944;142,66;132,576;1
"903";1,1;1,044;222,93;212,212;73;71,8;1,184;1,05;141,332;136,01;1
"904";1,118;1,08;237,204;215,012;72;72,2;1,182;1,102;151,354;139,39;1
"905";1,052;1,118;210,144;237,204;72,8;72;1,078;1,182;135,458;151,354;0
"906";1,086;1,08;207,358;215,012;73;72,2;1,096;1,102;132,42;139,39;0
"907";1,046;0,98;224,424;201,872;70,4;68,4;1,152;0,996;143,992;131,96;1
"908";0,98;0,998;198,418;202,858;72,4;70;0,986;0,984;131,354;130,614;0
"909";1,114;0,982;229,264;204,938;72,4;69;1,19;1,02;144,862;133,974;1
"910";1,098;1,086;223,348;220,098;72,6;73,4;1,176;1,14;143,518;140,736;1
"911";1,02;1,08;209,032;215,012;70,4;72,2;1,024;1,102;133,456;139,39;0
"912";1,086;1,028;207,358;218,364;73;70,4;1,096;1,052;132,42;141,12;1
"913";1,118;1,052;224,502;210,144;73;72,8;1,182;1,078;145,16;135,458;0
"914";1,118;1,038;237,204;212,818;72;72;1,182;1,058;151,354;136,602;1
"915";1,118;1,014;224,502;210,904;73;70,6;1,182;1,028;145,16;136,996;1
"916";1,052;1,12;210,144;225,568;72,8;73,8;1,078;1,168;135,458;145,144;1
"917";1,012;1,118;209,962;237,204;70,2;72;1,02;1,182;136,866;151,354;0
"918";1,038;1,034;212,818;205,098;72;71,4;1,058;1,06;136,602;132,032;1
"919";1,086;1,032;207,358;216,054;73;70,6;1,096;1,052;132,42;142,534;1
"920";1,122;1,028;235,162;218,364;72;70,4;1,232;1,052;151,72;141,12;0
"921";1,046;1,02;196,408;209,032;73,4;70,4;1,042;1,024;128,43;133,456;0
"922";1,08;0,996;215,012;205,116;72,2;71;1,102;0,992;139,39;133,088;1
"923";1,102;1,032;236,578;215,206;71,6;70,8;1,146;1,076;148,982;135,716;0
"924";1,004;0,98;200,36;201,872;70,6;68,4;1,018;0,996;129,088;131,96;1
"925";1,114;1,05;222,518;213,75;74;70,6;1,218;1,098;142,502;136,532;0
"926";1,046;1,006;224,424;207,352;70,4;71;1,152;1,03;143,992;135,96;0
"927";1,1;0,95;222,93;203,416;73;68,4;1,184;0,972;141,332;132,942;1
"928";1,118;0,938;224,502;190,556;73;69,6;1,182;0,906;145,16;124,684;1
"929";1,052;0,902;210,144;190,68;72,8;67,6;1,078;0,874;135,458;125,006;1
"930";1,002;1,118;203,256;237,204;70;72;1,018;1,182;134,2;151,354;0
"931";1,086;0,978;207,358;201,224;73;69,6;1,096;0,97;132,42;129,432;1
"932";1,018;1,122;208,054;235,162;70,8;72;1,048;1,232;135,262;151,72;0
"933";1,08;1,054;215,012;210,832;72,2;71,6;1,102;1,102;139,39;136,23;1
"934";0,904;1,054;189,2;210,832;67,8;71,6;0,88;1,102;126,634;136,23;0
"935";1,122;0,928;235,162;193,262;72;67,6;1,232;0,914;151,72;127,744;1
"936";1,118;0,924;237,204;196,542;72;68,2;1,182;0,904;151,354;128,318;1
"937";1,118;0,978;224,502;201,224;73;69,6;1,182;0,97;145,16;129,432;1
"938";1,052;1,122;210,144;235,162;72,8;72;1,078;1,232;135,458;151,72;1
"939";1,086;0,894;210,59;189,062;73,2;67,6;1,102;0,864;135,442;123,59;1
"940";1,028;1,12;218,364;225,568;70,4;73,8;1,052;1,168;141,12;145,144;1
"941";1,02;1,118;209,032;237,204;70,4;72;1,024;1,182;133,456;151,354;1
"942";1,118;0,8;224,502;169,644;73;63,2;1,182;0,75;145,16;114,374;1
"943";1,086;0,698;207,358;165,45;73;62;1,096;0,642;132,42;107,244;1
"944";1,122;0,928;235,162;193,262;72;67,6;1,232;0,914;151,72;127,744;1
"945";1,118;0,946;237,204;198,864;72;68,4;1,182;0,948;151,354;130,026;1
"946";1,044;1,032;207,076;215,206;73,4;70,8;1,04;1,076;134,69;135,716;0
"947";0,978;0,998;205,006;202,858;68,8;70;0,996;0,984;132,806;130,614;1
