"";"R";"ACS";"K.D";"KAST";"ADR";"R_2";"R_3";"R_4";"R_5";"ACS_2";"ACS_3";"ACS_4";"ACS_5";"KAST_2";"KAST_3";"KAST_4";"KAST_5";"K.D_2";"K.D_3";"K.D_4";"K.D_5";"ADR_2";"ADR_3";"ADR_4";"ADR_5";"R";"ACS";"K.D";"KAST";"ADR";"R_2";"R_3";"R_4";"R_5";"ACS_2";"ACS_3";"ACS_4";"ACS_5";"KAST_2";"KAST_3";"KAST_4";"KAST_5";"K.D_2";"K.D_3";"K.D_4";"K.D_5";"ADR_2";"ADR_3";"ADR_4";"ADR_5";"ganhador"
"SiuFatBB";1,03;212,6;1,05;70;136,8;0,96;0,91;0,87;0,74;190,9;190,2;170,1;191,1;71;68;68;59;0,96;0,93;0,82;0,8;128,8;122,9;113,5;125,3;0,95;211,9;1;67;143,5;0,92;0,88;0,85;0,77;185,2;184,7;171,7;196;66;69;65;64;0,85;0,85;0,76;0,82;127,4;124,2;117;130,5;0
