"";"time1R";"time2R";"time1ACS";"time2ACS";"time1KD";"time2KD";"time1KAST";"time2KAST";"time1ADR";"time2ADR";"ganhador"
"1";1,064;1,02166666666667;216,82;205,85;1,082;1,01166666666667;72,2;70,6666666666667;138,94;135,733333333333;1
"2";0,94;0,984;199,75;212,66;0,9275;1,056;68,5;69,4;129,475;136,66;0
"3";1,022;1,038;200,04;222,06;1,028;1,092;71,6;70,4;130,1;141,8;1
"4";0,97;0,986;197,06;203,18;0,964;0,984;68,8;70,8;128,46;130,32;1
"5";1,02166666666667;0,94;205,85;199,75;1,01166666666667;0,9275;70,6666666666667;68,5;135,733333333333;129,475;1
"6";1,038;0,986;222,06;203,18;1,092;0,984;70,4;70,8;141,8;130,32;0
"7";1,064;0,984;216,82;212,66;1,082;1,056;72,2;69,4;138,94;136,66;1
"8";1,022;0,97;200,04;197,06;1,028;0,964;71,6;68,8;130,1;128,46;0
"9";1,022;1,02166666666667;200,04;205,85;1,028;1,01166666666667;71,6;70,6666666666667;130,1;135,733333333333;0
"10";0,984;0,986;212,66;203,18;1,056;0,984;69,4;70,8;136,66;130,32;0
"11";1,064;0,97;216,82;197,06;1,082;0,964;72,2;68,8;138,94;128,46;1
"12";1,02166666666667;0,986;205,85;203,18;1,01166666666667;0,984;70,6666666666667;70,8;135,733333333333;130,32;1
"13";1,064;1,02166666666667;216,82;205,85;1,082;1,01166666666667;72,2;70,6666666666667;138,94;135,733333333333;1
"14";0,97;1,02166666666667;197,06;205,85;0,964;1,01166666666667;68,8;70,6666666666667;128,46;135,733333333333;0
