"";"x"
"1";"https://www.vlr.gg/185124/indonesia-vs-cambodia-sea-esports-championship-2023-sf"
"2";"https://www.vlr.gg/185125/malaysia-vs-vietnam-sea-esports-championship-2023-sf"
"3";"https://www.vlr.gg/179471/global-esports-phoenix-vs-team-smg-gc-game-changers-2023-asia-pacific-open-1-playoffs-ubqf"
"4";"https://www.vlr.gg/179472/go-cyrene-vs-sapphire-game-changers-2023-asia-pacific-open-1-playoffs-ubqf"
"5";"https://www.vlr.gg/179473/orangutan-x-vs-bigg-scythe-game-changers-2023-asia-pacific-open-1-playoffs-ubqf"
"6";"https://www.vlr.gg/179474/rrq-kaguya-vs-capybara-gang-game-changers-2023-asia-pacific-open-1-playoffs-ubqf"
"7";"https://www.vlr.gg/169011/tsm-vs-disguised-challengers-league-north-america-w5"
"8";"https://www.vlr.gg/184366/the-union-vs-keyd-stars-challengers-league-brazil-split-1-ubsf"
"9";"https://www.vlr.gg/179417/all-knights-vs-9z-team-challengers-league-latam-south-fire-split-1-w3"
"10";"https://www.vlr.gg/169009/the-guard-vs-m80-challengers-league-north-america-w5"
"11";"https://www.vlr.gg/184367/red-canids-vs-tropicaos-challengers-league-brazil-split-1-ubsf"
