"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1372,228;1,122;226,004;74,2;1,194;143,134;0,79;0,264;0,12;0,096;1120,042;923,978;341,914;179,722;137,128;2037,294;1,112;236,418;72;1,194;147,422;0,826;0,22;0,15;0,114;1801,51;1428,532;386,326;382,898;269,618;"1"
"2";764,48;1,012;208,896;71;1,036;133,254;0,734;0,284;0,108;0,096;698,272;565,384;155,66;150,27;104,628;1135,296;1,058;213,72;73,6;1,14;137,112;0,752;0,26;0,11;0,092;888,014;745,86;253,792;165,868;123,406;"1"
"3";1121,778;1,142;219,48;74;1,172;138,658;0,766;0,26;0,122;0,094;876,934;726,234;276,528;140,96;105,986;1678,656;1,122;221,61;74,6;1,246;139,002;0,78;0,29;0,12;0,098;1304,832;1049,27;468,616;207,834;166,66;"0"
"4";379,028;0,954;205,914;68,6;0,992;133,048;0,724;0,242;0,1;0,11;283,808;276,424;82,522;43,458;42,154;688,006;1;206,952;69,8;1,066;134,162;0,726;0,282;0,112;0,102;515,354;452,286;202,984;75,912;63,354;"0"
"5";942,078;1,102;222,044;72,2;1,152;143,896;0,774;0,266;0,122;0,1;742,594;628,342;234,336;119,942;96,536;326,458;0,984;202,622;70,6;0,988;133,306;0,708;0,27;0,084;0,104;230,814;230,3;91,372;27,822;30,52;"1"
"6";1553,37;1,164;226,044;75,4;1,232;147,334;0,788;0,316;0,106;0,078;1147,99;966,062;541,882;130,918;100,152;281,316;0,942;196,42;68,4;0,956;127,026;0,684;0,314;0,098;0,104;193,374;194,786;75,45;21,566;20,64;"0"
"7";1052,248;1,024;202,044;71,6;1,052;132,182;0,71;0,286;0,094;0,086;839,79;711,178;258,338;138,766;108,81;1209,828;1,056;214,448;72,4;1,084;138,92;0,752;0,282;0,1;0,09;942,21;841,194;304,556;143,404;117,138;"0"
"8";1198,662;1,066;204,846;73,4;1,102;132,596;0,726;0,276;0,094;0,076;906,13;797,116;278,038;135,584;103,594;1844,53;1,086;225,662;72,6;1,164;143,462;0,786;0,252;0,122;0,106;1491,536;1244,07;407,862;272,888;210,046;"0"
"9";865,168;0,962;195,594;69,6;0,97;128,942;0,682;0,272;0,092;0,092;588,7;600,598;206,788;85,83;87,024;1079,592;1,062;215,304;72,4;1,106;137,552;0,754;0,272;0,112;0,094;838,36;729,878;255,782;140,294;114,946;"0"
"10";219,176;1;196,122;69,4;0,964;128,384;0,678;0,316;0,088;0,096;154,344;154,612;65,1;19,714;19,466;896,796;1,014;210,094;69,4;1,08;135,386;0,74;0,25;0,11;0,102;665,674;611,174;230,566;99,534;88,964;"0"
"11";934,964;1,042;214,526;70,4;1,1;138,736;0,756;0,254;0,126;0,104;700,85;642,294;244,576;116,336;94,998;887,596;1,008;207,076;70;1,06;133,502;0,734;0,252;0,094;0,084;637,226;616,214;229,13;80,666;70,292;"1"
"12";1333,77;1,046;216,766;71,6;1,13;139,332;0,762;0,238;0,112;0,098;1023,058;906,886;306,376;155,544;134,888;804,282;1,034;197,924;72;1,068;127,21;0,704;0,276;0,084;0,084;598,848;525,684;206,07;78,142;57,604;"0"
"13";553,89;0,854;194,29;62,4;0,942;125,962;0,68;0,242;0,094;0,092;418,65;394,784;120,232;75,646;72,598;760,612;1,092;213,988;74,2;1,122;138,146;0,764;0,264;0,12;0,096;581,45;515,262;189,978;93,236;74,084;"0"
"14";510,656;0,976;205,732;70;0,982;132,876;0,712;0,274;0,118;0,118;374,696;373,194;127,154;71,392;65,152;626,576;0,972;200,234;69,2;0,968;131,566;0,696;0,276;0,098;0,112;452,8;445,182;185,742;65,636;68,942;"0"
"15";1721,034;1,026;204,728;70,6;1,046;133,152;0,706;0,266;0,098;0,086;1247,732;1148,546;435,544;173,174;137,318;1711,664;1,042;204,11;72,8;1,05;133,498;0,712;0,31;0,088;0,086;1214,608;1121,85;595,088;144,158;120,676;"1"
"16";776,82;1,002;207,394;69,2;1,054;134,442;0,726;0,24;0,106;0,1;570,878;537,714;184,208;85,964;79,432;684,642;1,046;205,654;72;1,06;133,294;0,722;0,28;0,106;0,094;541,342;466,456;171,736;89,52;69,59;"0"
"17";450,526;1,026;212,058;70,2;1,064;137,58;0,744;0,254;0,12;0,104;343,92;318,96;111,618;60,902;50,842;633,452;0,99;209,718;70;1,01;135,086;0,732;0,28;0,116;0,112;488,194;470,26;163,056;89,942;81,248;"1"
"18";1371,678;1,032;215,464;71,6;1,052;138,36;0,744;0,288;0,12;0,112;1039,128;957,06;448,888;155,118;136,208;1004,704;0,948;216,302;65;1,104;134,894;0,756;0,274;0,118;0,102;764,05;686,138;288,694;125,446;97,644;"0"
"19";1197,346;1,078;225,02;72,2;1,202;142,516;0,788;0,25;0,134;0,102;965,656;772,892;268,624;181,992;133,632;2163,882;1,114;220,224;74,2;1,154;141,348;0,768;0,288;0,108;0,088;1668,256;1421,938;653,852;218,924;165,052;"0"
