"";"x"
"1";"https://www.vlr.gg/184515/drx-vs-team-secret-champions-tour-2023-pacific-league-playoffs-ubsf"
"2";"https://www.vlr.gg/204445/attacking-soul-esports-vs-edward-gaming-fgc-valorant-invitational-2023-act-2-lf"
"3";"https://www.vlr.gg/184516/paper-rex-vs-t1-champions-tour-2023-pacific-league-playoffs-ubsf"
"4";"https://www.vlr.gg/189097/fire-flux-esports-vs-galatasaray-esports-challengers-league-turkey-birlik-split-2-group-stage-w7"
"5";"https://www.vlr.gg/204054/aster-army-vs-godlike-esports-challengers-league-south-asia-split-2-w4"
"6";"https://www.vlr.gg/189619/acend-vs-b8-esports-challengers-league-east-surge-split-2-r17"
"7";"https://www.vlr.gg/209408/g2-gozen-vs-acend-rising-game-changers-2023-series-i-emea-playoffs-lbf"
"8";"https://www.vlr.gg/189621/gonext-esports-vs-diamant-esports-challengers-league-east-surge-split-2-r17"
"9";"https://www.vlr.gg/189098/galakticos-vs-digital-athletics-challengers-league-turkey-birlik-split-2-group-stage-w7"
"10";"https://www.vlr.gg/189622/enterprise-esports-vs-anonymo-esports-challengers-league-east-surge-split-2-r17"
"11";"https://www.vlr.gg/184036/mibr-vs-100-thieves-champions-tour-2023-americas-league-w8"
"12";"https://www.vlr.gg/189623/nom-esports-vs-zero-tenacity-challengers-league-east-surge-split-2-r17"
