"";"x"
"1";"https://www.vlr.gg/179453/number-one-player-vs-kingzone-fgc-valorant-invitational-2023-act-1-qualifiers-ro16"
"2";"https://www.vlr.gg/170406/twokay-vs-team-big-baam-challengers-league-vietnam-split-1-w4"
"3";"https://www.vlr.gg/179455/royal-never-give-up-vs-invictus-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-ro16"
"4";"https://www.vlr.gg/170407/lazybutwannawin-vs-fancy-united-esports-challengers-league-vietnam-split-1-w4"
"5";"https://www.vlr.gg/179456/oxyg3nious-vs-bilibili-gaming-fgc-valorant-invitational-2023-act-1-qualifiers-ro16"
"6";"https://www.vlr.gg/167391/loud-vs-drx-champions-tour-2023-lock-in-s-o-paulo-sf"
