"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";2448,038;1,03;212,48;70,4;1,088;137,312;0,736;0,29;0,108;0,094;1785,912;1619,798;750,124;257,73;215,162;979,32;1,102;209,744;73,6;1,12;133,528;0,73;0,298;0,098;0,086;727,15;622,674;270,792;92,31;77,332;"0"
"2";1360,752;1,044;220,354;71,8;1,086;139,866;0,766;0,282;0,114;0,1;1152,086;975,584;327,948;213,054;161,622;1322,242;1,104;221,758;73;1,182;140,866;0,788;0,254;0,118;0,092;1117,572;899,28;295,372;197,598;143,212;"0"
"3";1394,08;1,044;212,052;72,4;1,098;135,166;0,74;0,276;0,122;0,104;1111,42;932,786;327,558;202,302;153,794;1143,576;0,994;210,98;68,4;1,112;135,054;0,74;0,28;0,102;0,098;870,102;759,446;298,478;119,2;102,348;"1"
"4";994,134;1,102;221,5;72,2;1,146;143,738;0,772;0,266;0,12;0,102;782,64;662,068;248,412;126,054;101,45;963,534;1,02;210,012;70;1,084;135,23;0,74;0,254;0,11;0,1;718,262;656,016;252,6;108,462;97,324;"1"
"5";809,718;0,974;191,39;70,4;0,948;124,266;0,658;0,298;0,08;0,09;525,118;560,556;250,516;66,692;71,848;1816,95;1,07;211,584;73,2;1,122;137,66;0,75;0,256;0,106;0,096;1394,65;1207,15;426,926;220,868;190,048;"0"
"6";986,556;1,004;215,256;69,2;1,048;139,804;0,756;0,252;0,124;0,116;770,878;717,56;225,346;135,27;125,348;856,104;1,02;210,172;69,2;1,08;135,94;0,74;0,24;0,11;0,094;642,314;589,556;196,704;101,204;83,664;"0"
"7";982,816;1,066;225,794;71,6;1,144;142,41;0,792;0,258;0,122;0,106;783,676;682,428;240,424;129,638;111,114;1246,134;1,056;213,552;72,6;1,086;138,356;0,752;0,282;0,104;0,09;977,658;864,454;315,58;149,87;121,352;"1"
"8";1248,528;1,062;204,444;73,2;1,096;132,478;0,724;0,276;0,094;0,076;940,92;831,666;293,702;142,012;108,008;1435,42;0,98;205,142;67,4;1,046;133,744;0,72;0,272;0,104;0,098;1121,194;997,928;339,072;189,952;159,896;"0"
"9";867,35;0,948;194,08;69,2;0,95;127,122;0,674;0,258;0,088;0,096;636,032;608,184;203,47;88,906;87,858;2239,332;1,024;210,64;69,8;1,09;134,586;0,732;0,27;0,12;0,1;1725,524;1529,69;583,476;318,89;244,69;"1"
"10";1788,496;1,014;203,902;70,4;1,038;132,572;0,702;0,272;0,098;0,086;1290,434;1198,74;452,01;179,27;145,152;913,424;1,002;206,458;69,8;1,054;133,308;0,73;0,254;0,094;0,086;656,04;636,416;233,67;83,074;74,03;"0"
"11";642,878;1,14;222,446;75,8;1,198;143,9;0,784;0,308;0,12;0,094;510,058;421,658;189,938;78,974;60,66;973,818;1,136;210,974;75,8;1,19;139,342;0,752;0,292;0,094;0,076;719,41;608,928;265,88;82,378;69,816;"0"
"12";1047,11;1,006;214,052;69,2;1,066;138,306;0,742;0,294;0,112;0,1;758,25;713,478;308,484;109,374;92,786;831,802;1,016;212,942;69,4;1,054;138,688;0,74;0,27;0,11;0,106;640,114;584,67;222,536;98,016;92,306;"0"
"13";499,2;1,024;210,994;70,4;1,056;136,936;0,738;0,254;0,114;0,104;383,126;349,794;122,232;66,754;55,288;935,62;0,998;201,404;70,4;1,016;131,632;0,71;0,278;0,09;0,092;677,052;647,898;240,136;100,548;97,084;"0"
"14";969,418;1,044;213,656;70,4;1,096;138,272;0,752;0,26;0,122;0,106;725,67;665,436;253,196;119,75;98,79;974,072;1,018;207,224;71;1,034;133,796;0,726;0,256;0,1;0,102;715,472;678,95;246,072;103,328;98,16;"1"
"15";1479,418;1,03;220,746;69,8;1,072;140,622;0,77;0,214;0,146;0,124;1262,55;1070,05;270,33;282,33;222,548;600,11;1,006;209,008;69,2;1,076;134,336;0,738;0,26;0,1;0,09;462,82;409,7;147,63;70,846;56,35;"1"
"16";646,078;0,948;196,826;69;0,954;126,328;0,684;0,284;0,1;0,1;456,752;457,716;180,142;67,626;65,054;1615,836;0,988;213,578;68;1,072;135,332;0,748;0,226;0,118;0,108;1234,438;1129,826;351,148;210,084;174,116;"1"
"17";917,434;1,008;218,488;70,6;1,068;140,29;0,76;0,28;0,126;0,114;707,064;651,88;205,366;121,082;106,774;1717,468;1,086;218,152;73;1,148;139,992;0,76;0,282;0,112;0,09;1375,642;1166,288;468,374;222,924;166,284;"1"
"18";853,074;1,004;196,498;71,2;0,992;127,628;0,684;0,284;0,09;0,088;627,22;600,302;221,648;111,27;97,03;1496,132;1,038;203,706;71,4;1,072;129,996;0,724;0,282;0,106;0,1;1097,152;997,224;407,98;161,35;142,256;"0"
"19";648,028;1,052;215,026;72,2;1,098;139,354;0,75;0,278;0,116;0,106;497,91;434,32;175,458;76,714;64,026;696,402;1,032;206,504;72,8;1,04;134,586;0,722;0,324;0,096;0,092;512,766;483,984;253,606;74,352;69,336;"0"
