"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";504,702;1,092;211,952;74,2;1,172;135,646;0,746;0,308;0,108;0,09;398,306;324,606;142,222;60,338;46,14;924,77;1,086;222,406;72,8;1,128;143,382;0,78;0,266;0,12;0,104;735,816;638,864;219,16;120,824;103,06;"0"
"2";2687,836;1,092;226,858;71;1,16;145,31;0,798;0,222;0,13;0,11;2311,364;1864,876;512,64;427,258;325,744;1434,43;1,066;222,374;71,4;1,136;142,534;0,782;0,246;0,128;0,106;1136,464;992,684;329,946;190,57;157,796;"0"
"3";1270,288;1,036;209,018;72;1,068;133,278;0,728;0,29;0,102;0,1;980,308;881,478;310,242;163,164;140,972;339,966;1,064;217,2;71,4;1,114;139,476;0,76;0,25;0,126;0,112;264,82;240,072;76,34;55,408;46,964;"1"
"4";1919,436;1,086;218,554;73,6;1,132;139,986;0,758;0,294;0,116;0,098;1486,772;1272,9;530,352;238,246;191,176;642,534;1,03;207,694;72,6;1,046;135,134;0,728;0,274;0,106;0,098;480,318;449,59;152,484;79,928;68,402;"1"
"5";583,832;0,974;202,732;69,6;0,972;130,81;0,698;0,296;0,094;0,102;420,186;420,028;170,228;57,938;57,9;642,386;1;197,278;71;1,016;129,266;0,69;0,304;0,094;0,094;461,56;416,976;213,03;58,484;50,966;"1"
"6";1617,426;1,166;225,604;75,6;1,234;146,922;0,788;0,32;0,108;0,08;1197,158;1005,622;561,23;139,674;107,336;1101,116;1,098;220,386;72,2;1,17;141,99;0,778;0,27;0,122;0,108;888,708;739,47;263,756;154,148;130,416;"1"
"7";1562,812;1,098;220,236;72,2;1,156;141,526;0,77;0,298;0,112;0,1;1224,756;1046,664;442,562;190,12;164,518;1180,8;1,082;220,858;71,4;1,138;142,952;0,776;0,258;0,126;0,108;932,988;789,648;311,426;148,264;118,634;"0"
"8";984,806;1,132;210,736;75,6;1,184;139,148;0,75;0,296;0,094;0,076;726,716;617,35;269,218;84,112;71,53;279,184;1,036;200,722;72,4;1,022;130,876;0,706;0,33;0,098;0,08;197,03;192,716;98,926;28,842;22,828;"1"
"9";884,86;1,068;207,156;73,6;1,09;134,558;0,732;0,282;0,104;0,094;654,036;581,754;271,168;85,714;77,504;594,224;1,042;206,17;72,6;1,046;134,252;0,722;0,308;0,094;0,09;433,08;403,052;181,352;56,504;49,754;"0"
"10";1154,128;1,066;216,014;71,8;1,12;139,602;0,762;0,27;0,108;0,094;935,232;790,908;240,408;168,996;121,892;1122,124;1,042;214,28;70,4;1,106;138,16;0,758;0,246;0,106;0,1;877,326;772,174;261,45;135,36;116,954;"1"
"11";1504,034;1,002;204,556;69,4;1,1;131,27;0,718;0,292;0,092;0,088;1128,892;948,396;365,06;150,056;119,598;2150,898;1,054;211,276;72;1,144;135,226;0,742;0,292;0,104;0,09;1558,138;1357,138;689,58;186,694;139,704;"0"
"12";665,232;1,134;221,654;75,6;1,188;143,464;0,78;0,304;0,12;0,096;526,46;437,3;195,248;81,84;63,598;796,036;1,1;209,508;75;1,152;136,988;0,748;0,286;0,1;0,082;596,582;518,552;234,268;85,572;64,702;"1"
"13";468,692;1,156;224,582;75,4;1,22;144,958;0,8;0,3;0,112;0,086;364,998;308,854;138,174;50,842;40,874;379,52;0,998;194,816;71,6;1,014;125,332;0,7;0,292;0,106;0,102;275,612;262,25;116,976;45,81;40,576;"1"
"14";432,822;1,084;215,302;73,4;1,122;140,356;0,76;0,272;0,116;0,096;332,488;293,19;112,558;56,412;44,088;594,238;1,076;211,694;72,6;1,09;137,234;0,738;0,314;0,108;0,098;469,182;402,748;171,236;83,046;61,15;"0"
