"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1229,024;1,042;212,692;71,2;1,084;137,43;0,748;0,28;0,118;0,104;901,996;835,264;367,87;126,394;113,994;962,136;1,088;227,402;73,2;1,158;145,55;0,796;0,28;0,12;0,104;794,95;651,256;222,5;126,282;101,086;"0"
"2";489,116;1,064;214,17;72;1,092;138,622;0,742;0,29;0,112;0,098;370,404;332,398;136,314;57,168;48,584;891,134;1,09;212,768;72,8;1,124;136,968;0,744;0,304;0,104;0,096;675,488;582,562;276,008;89,344;80,872;"1"
"3";1115,95;1,038;202,874;71,8;1,064;129,876;0,716;0,288;0,102;0,092;767,792;774,192;300,396;116,178;105,354;881,074;1,14;230,054;74,6;1,19;147,576;0,804;0,294;0,13;0,104;730,888;605,432;239,816;130,148;103,412;"0"
"4";1202,146;1,042;220,338;69,6;1,154;140,912;0,77;0,294;0,116;0,098;973,322;803,52;309,326;164,39;122,784;610,302;1,034;210,676;71;1,106;136,538;0,736;0,3;0,098;0,086;462,216;409,352;170,012;69,742;55,73;"1"
"5";1879,502;1,086;219,174;73,4;1,136;140,372;0,758;0,292;0,114;0,098;1456,264;1245,202;518,52;233,218;186,402;1174,008;1,048;214,978;72,2;1,098;136,388;0,758;0,266;0,102;0,092;901,694;811,798;294,276;129,302;110,38;"1"
"6";862,434;1,094;224,426;73;1,14;144,572;0,786;0,258;0,12;0,106;693,906;596,804;199,592;114,766;97,056;533,806;1,012;205,99;71,2;1,012;134,094;0,712;0,302;0,102;0,088;400,172;370,452;145,954;64,336;50,81;"1"
"7";940,502;1,054;213,81;71,6;1,07;136,216;0,744;0,284;0,1;0,096;735,078;659,54;235,47;114,202;110,028;904,266;1,016;205,122;72,4;1,02;132,054;0,716;0,306;0,1;0,102;668,896;644,768;255,196;106,496;96,496;"1"
"8";1403,864;1,066;223,156;71,4;1,138;142,962;0,788;0,244;0,128;0,106;1114,724;974,044;320,17;188,146;156,328;446,024;1,012;202,66;71,6;0,996;131,548;0,704;0,296;0,1;0,104;321,434;316,25;119,302;44,972;45,068;"1"
"9";596,418;1,086;215,452;73,6;1,12;140,196;0,754;0,306;0,106;0,1;438,732;401,046;198,698;59,908;56,092;490,484;1,056;214,578;73,2;1,152;138,318;0,766;0,238;0,122;0,1;368,494;328,068;117,84;53,874;47,666;"0"
"10";428,794;1,09;216,926;73;1,116;140,756;0,754;0,318;0,104;0,098;331,7;289,93;130,128;46,626;43,784;2078,212;1,03;203,396;71,2;1,04;132,844;0,708;0,282;0,082;0,076;1457,994;1376,06;640,206;152,624;138,828;"1"
"11";2604,014;1,094;228,242;71,2;1,17;145,954;0,804;0,222;0,132;0,11;2247,138;1802,104;500,13;413,7;314,326;938,284;0,966;194,442;70,2;0,968;128,502;0,68;0,276;0,09;0,096;640,664;653,558;224,178;95,188;98,152;"1"
"12";1868,328;1,074;211,344;73,2;1,126;137,524;0,746;0,262;0,104;0,098;1435,598;1238,912;440,064;227,604;194,476;801,472;1,02;208,588;71,2;1,034;134,458;0,726;0,276;0,114;0,104;592,078;566,62;225,092;101,688;87,462;"0"
"13";1473,6;1,098;220,604;73,2;1,15;142,892;0,774;0,276;0,116;0,098;1180,232;1003,446;379,348;195,234;146,984;1092,714;1,062;216,96;71,6;1,122;140,032;0,764;0,266;0,11;0,094;891,676;749,548;225,632;162,306;115,014;"0"
"14";1363,188;1,1;215,34;74,4;1,138;138,202;0,754;0,3;0,102;0,094;1050,454;908,898;384,954;158,924;136,29;2401,364;1,072;221,19;72,4;1,142;139,314;0,778;0,25;0,122;0,098;1909,742;1627,126;577,02;306,958;233,062;"0"
"15";886,944;1,04;218,392;71;1,12;137,712;0,764;0,296;0,12;0,102;736,498;620,346;229,384;138,402;97,322;1949,882;1,032;203,752;71,8;1,048;131,262;0,706;0,302;0,106;0,102;1396,082;1300,68;582,812;208,49;187,776;"1"
