"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";515,712;0,962;201,58;67,4;1,048;129,69;0,696;0,31;0,1;0,092;368,352;346,38;148,834;53,154;49,636;593,664;1,028;210,534;71;1,104;136,486;0,738;0,294;0,098;0,09;448,114;398,17;163,264;66,3;54,096
"2";857,054;1,026;216,564;71,2;1,06;140,17;0,754;0,296;0,116;0,112;669,934;602,514;243,038;107,456;97,814;508,792;0,996;208,914;70,2;0,996;136,226;0,72;0,306;0,104;0,092;383,632;354,438;138,158;62,676;49,358
"3";167,796;0,92;197,026;68,8;0,92;129,938;0,682;0,318;0,092;0,1;116,804;126,04;52,77;16,01;18,23;734,196;1,024;199,33;72,8;1,022;128,454;0,7;0,322;0,082;0,09;520,95;502,738;224,284;60,084;62,89
"4";1101,24;1,044;203,398;72,2;1,068;130,38;0,72;0,292;0,1;0,092;759,142;760,254;298,032;113,932;103,47;874,51;1,138;230,218;74,6;1,188;147,616;0,804;0,292;0,13;0,104;727,114;602,056;236,068;129,68;103,374
"5";326,708;1,024;210,728;71,2;1,026;139,906;0,73;0,29;0,1;0,104;244,608;237,464;91,036;37,14;37,222;416,41;1,006;208,356;71;1,002;136,092;0,724;0,288;0,106;0,102;308,284;299,104;117,496;48,98;42,856
"6";1520,294;1,128;228,138;74,6;1,186;146,478;0,792;0,308;0,126;0,106;1224,5;1010,074;443,966;199,376;164,872;1215,992;1,048;213,344;71,6;1,092;137,854;0,75;0,28;0,118;0,104;894,246;824,234;365,836;124,574;111,94
"7";807,894;0,952;206,908;67,4;1,056;133,412;0,722;0,288;0,098;0,098;595,05;533,748;219,506;77,332;67,814;945,464;1,088;227,596;73;1,16;145,68;0,796;0,276;0,12;0,102;780,962;639,582;216,348;123,984;100,064
"8";1321,232;1,114;231,45;72,6;1,238;147,246;0,808;0,28;0,128;0,1;1090,516;874,156;353,316;189,39;144,086;1540,344;1,052;214,29;71,8;1,158;136,126;0,756;0,258;0,114;0,1;1185,77;997,718;384,818;171,422;141,226
"9";2613,51;1,114;229,198;73,2;1,212;144,004;0,806;0,25;0,126;0,1;2218,478;1750,276;593,474;380,018;236,638;1762,96;1,064;214,638;72,2;1,11;138,142;0,756;0,29;0,104;0,092;1370,688;1195,224;461,702;207,212;169,608
"10";1123,064;1,126;224,61;73,8;1,188;143,5;0,78;0,284;0,122;0,098;911,184;732,588;284,154;153,612;109,682;1624,998;1,084;225,926;72,2;1,156;144,77;0,792;0,24;0,124;0,108;1347,732;1127,07;321,504;237,336;189,234
"11";1595,068;1,098;229,46;72,8;1,164;147,54;0,796;0,33;0,116;0,102;1253,942;1073,52;555,164;163,976;135,244;1735,432;0,98;214,288;68,8;1,106;134,872;0,742;0,284;0,11;0,094;1288,894;1150,024;516,188;174,428;132,984
