"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";744,256;0,996;206,142;70,6;1,022;131,462;0,726;0,282;0,108;0,098;683,64;552,042;150,104;147,558;102,536;196,976;1,02;210,974;70,8;1,04;138,272;0,746;0,262;0,114;0,112;151,798;140,492;48,794;24,872;20,616;"1"
"2";538,294;0,972;194,554;72,6;0,998;125,788;0,684;0,294;0,082;0,09;390,876;366,072;164,588;42,186;40,302;1121,736;1,054;212,834;73,6;1,132;135,676;0,75;0,254;0,108;0,094;875,856;737,212;250,942;163,514;122,202;"0"
"3";716,466;1,09;214,974;72,8;1,132;138,222;0,752;0,3;0,102;0,094;546,518;469,816;220,168;71,882;65,922;683,934;1,002;199,238;72,2;0,99;126,32;0,678;0,326;0,096;0,1;490,048;477,464;177,352;94,702;79,328;"0"
"4";477,194;0,95;201,17;66,6;1,046;129,468;0,692;0,304;0,098;0,092;335,506;319,318;138,606;46,192;43,07;1135,51;1,036;221,434;69;1,158;141,588;0,774;0,286;0,116;0,098;925,874;760,958;283,328;157,224;116,288;"0"
"5";244,234;0,986;215,274;67,6;1,042;140,75;0,74;0,29;0,11;0,118;194,102;174,304;64,6;33,344;29,316;839,536;1,104;223,886;74;1,15;143,962;0,786;0,272;0,116;0,098;674,38;575,876;197,96;106,598;90,102;"0"
"6";1086,654;1,04;202,632;72;1,062;130,148;0,714;0,288;0,102;0,092;748,428;750,734;290,968;111,966;102,086;265,818;1,014;215,308;69,2;1,046;140,502;0,756;0,214;0,13;0,126;199,904;196,86;50,534;39,174;36,922;"1"
"7";264,304;0,942;200;69,4;0,926;131,67;0,69;0,312;0,102;0,11;183,49;198,418;77,776;27,402;28,058;353,43;1,056;213,592;71,8;1,066;138,89;0,74;0,316;0,1;0,102;265,874;244,4;109,842;36,762;36,714;"0"
"8";414,13;0,918;187,962;67,4;0,918;122,168;0,648;0,26;0,09;0,086;294,626;299,43;97,052;46,59;45,32;379,354;0,946;205,274;68,2;0,984;132,696;0,718;0,242;0,098;0,11;283,604;277,45;81,678;43,552;42,338;"0"
"9";1506,316;0,994;207,318;70;1,04;133,908;0,722;0,304;0,094;0,098;1064,826;1017,362;473,68;120,65;117,098;278,846;0,978;195,638;69;0,964;125,546;0,682;0,332;0,09;0,092;189,548;191,052;83,97;23,772;22,656;"1"
"10";576,72;1,054;214,97;70;1,096;137,984;0,746;0,248;0,122;0,11;431,668;384,71;148,282;64,326;57,074;910,18;1,032;216,184;68,8;1,154;138,808;0,754;0,3;0,102;0,088;697,35;590,218;294,07;87,934;69,5;"1"
"11";174,188;1,096;215,57;74,2;1,128;136,926;0,754;0,33;0,102;0,098;133,946;118,786;52,586;21,364;19,182;369,07;0,98;209,45;68,2;0,996;133,03;0,716;0,296;0,116;0,122;268,216;268,03;103,33;48,86;48,828;"0"
"12";155,632;0,932;200,868;69,8;0,946;132,122;0,698;0,262;0,092;0,106;106,218;113,3;40,898;14,968;15,564;891,82;1,064;215,718;72,4;1,092;137,14;0,756;0,286;0,102;0,096;697,662;625,492;222,388;109,036;103,712;"0"
"13";530,048;1,078;216;72,6;1,106;140,496;0,752;0,304;0,104;0,102;382,416;358,074;183,25;48,626;48,38;385,654;1,124;220,542;74,8;1,208;140,786;0,768;0,342;0,114;0,098;300,73;251,476;109,868;44,894;36,046;"0"
"14";524,554;0,962;199,722;69,2;0,962;129,95;0,692;0,272;0,096;0,1;369,018;385,59;122,078;59,672;58,128;285,232;1,004;201,872;70,8;0,976;131,348;0,69;0,322;0,096;0,1;202,552;205,042;93,308;29,794;29,736;"0"
"15";820,994;1,036;212,144;71,4;1,062;138,262;0,74;0,292;0,11;0,102;638,584;569,494;227,528;100,898;89,622;1069,284;1,054;221,978;72,2;1,076;141,548;0,77;0,282;0,13;0,118;873,118;781,282;255,496;173,996;144,716;"0"
"16";1099,652;1,024;211,88;69,8;1,102;136,442;0,742;0,286;0,108;0,096;819,426;704,12;312,574;92,226;77,754;1644,824;1,024;216,42;70,4;1,114;138,294;0,76;0,286;0,118;0,102;1265,602;1133,138;458,736;217,462;175,48;"0"
"17";692,328;1,004;204,314;70,4;1,06;132,88;0,714;0,278;0,104;0,094;517,396;453,992;204,9;73,956;61,62;475,648;1,038;204,188;72,4;1,058;133,872;0,72;0,27;0,096;0,094;346,006;325,394;115,754;52,19;46,346;"1"
"18";367,78;0,788;186,258;58,8;0,944;119,78;0,658;0,256;0,076;0,082;249,35;247,91;93,656;25,614;25,778;106,248;0,826;185,528;63,8;0,806;121,65;0,64;0,258;0,082;0,13;67,842;83,87;25,278;9,85;13,838;"1"
"19";556,686;1,004;204,346;70,8;0,99;134,412;0,71;0,29;0,09;0,092;392,67;393,948;172,48;46,016;47,32;1055,052;1,06;215,414;72,2;1,106;137,578;0,752;0,272;0,112;0,094;817,69;713,982;249,964;136,78;112,958;"0"
"20";858,266;0,964;195,694;70;0,978;128,932;0,682;0,272;0,092;0,092;585,232;594,2;206,212;85,242;85,228;2535,264;1,09;227,772;70,8;1,162;145,648;0,798;0,218;0,134;0,112;2181,556;1760,922;483,5;402,108;308,45;"0"
