"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";429,142;1,026;220,978;70,6;1,074;142,462;0,77;0,256;0,124;0,108;337,488;309,17;101,45;61,012;50,558;180,86;1,028;211,258;72,2;1,024;139,462;0,736;0,324;0,1;0,098;134,824;129,476;57,96;19,24;17,54;"1"
"2";292,006;1,034;212,374;71,2;1,034;137,246;0,732;0,308;0,1;0,102;215,584;206,42;88,754;29,972;31,072;1123,22;1,08;216,552;73,4;1,122;138,63;0,756;0,296;0,11;0,098;867,216;750,932;334,226;123,506;99,268;"0"
"3";294,118;0,956;206,986;67,4;1,004;131,972;0,722;0,298;0,106;0,1;211,598;212,982;87,254;28,868;29,326;1241,99;1,034;210,234;71,8;1,058;136,626;0,732;0,288;0,094;0,094;903,86;852,792;333,088;113,768;109,506;"0"
"4";540,486;1;203,834;69,2;1,036;132,434;0,71;0,292;0,1;0,096;400,568;369,542;153,414;56,154;49,924;199,086;0,962;206,472;69;0,964;134,496;0,712;0,302;0,102;0,102;146,302;146,726;59,11;21,684;21,032;"0"
"5";348,04;1,048;210,02;72;1,098;134,556;0,73;0,284;0,114;0,108;257,504;230,018;101,834;38,334;35,462;491,972;0,978;205,562;70,4;0,988;133,022;0,714;0,306;0,114;0,108;351,19;348,116;148,024;51,064;50,928;"1"
"6";134,882;1,028;208,618;70,2;1,044;135,536;0,716;0,268;0,104;0,1;100,286;93,554;35,48;14,608;12,942;461,856;1,018;201,718;71,2;1,038;130,966;0,714;0,242;0,112;0,11;341,706;317,77;104,324;58,248;49,686;"0"
"7";903,384;1,066;211,778;72,2;1,118;138,468;0,744;0,296;0,096;0,09;635,136;610,862;289,272;79,744;76,478;1236,37;1,044;217,17;71,6;1,106;137,782;0,766;0,246;0,126;0,108;966,778;853,592;262,638;170,246;134,216;"0"
"8";1328,16;1,032;204,146;70,6;1,07;129,746;0,726;0,272;0,108;0,102;979,328;888,72;355,384;143,654;126,878;992,084;1,018;216,472;70;1,08;139,482;0,748;0,294;0,116;0,098;721,632;671,714;298,982;101,604;84,496;"1"
"9";1273,594;1,098;222,452;72,2;1,158;142,186;0,78;0,294;0,116;0,104;999,99;856,736;359,21;151,45;133,696;630,56;1,068;212,882;72,4;1,108;137,428;0,75;0,26;0,118;0,108;483,366;423,658;143,854;74,808;62,256;"1"
"10";585,448;1,022;212,77;70,2;1,038;136,76;0,742;0,28;0,11;0,1;454,094;431,262;155,024;82,564;71,538;700,812;1,088;213,812;74;1,116;137,548;0,764;0,256;0,12;0,098;534,23;477,802;168,542;86,458;70,158;"0"
"11";1801,266;1,102;234,404;71,8;1,142;148;0,808;0,278;0,15;0,126;1501,348;1304,028;472,622;309,86;256,046;1096,534;1,11;226,426;72,6;1,18;142,832;0,798;0,272;0,124;0,102;892,08;739,092;293,814;141,784;111,584;"1"
"12";369,534;1,032;207,098;71,4;1,068;134,006;0,728;0,288;0,092;0,098;259,832;259,928;103,104;34,978;37,52;790,886;0,902;173,098;66,8;0,862;112,452;0,604;0,29;0,068;0,108;518,636;536,054;284,27;63,52;67,772;"1"
