"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";258,672;0,98;214,18;67,4;1,03;140,046;0,736;0,286;0,108;0,118;204,422;184,774;67,342;35,058;31,18;1077,658;1,054;221,892;72,4;1,078;141,526;0,77;0,282;0,128;0,118;880,756;786,116;258,396;175,316;145,152
"2";1356,322;1,062;223,848;71;1,138;143,23;0,79;0,24;0,13;0,11;1079,374;945,11;301,138;184,748;153,058;358,194;1,058;214,18;71,8;1,074;139,18;0,744;0,318;0,1;0,102;270,268;247,04;110,76;37,498;37,036
"3";430,304;0,922;203,518;66,2;0,974;131,876;0,702;0,272;0,102;0,096;302,194;303,958;123,798;42,95;38,21;1144,968;1,038;221,226;68,8;1,158;141,462;0,774;0,29;0,116;0,096;932,43;765,892;287,456;157,718;116,988
"4";430,718;1;205,806;71;1,006;133,74;0,72;0,28;0,104;0,1;309,014;307,988;108,948;47,556;48,162;1516,114;1,002;207,656;70;1,042;134,05;0,724;0,308;0,094;0,098;1072,122;1023,222;478,416;121,992;117,726
"5";635,168;0,988;208,808;67;1,052;133,83;0,72;0,264;0,108;0,098;485,588;441,002;146,586;89,688;76,772;700,602;0,988;200,342;71,6;0,992;126,662;0,684;0,322;0,098;0,096;502,444;490,08;181,534;97,388;81,218
"6";415,346;1,034;215,448;72;1,146;138,518;0,772;0,23;0,13;0,104;313,708;279,632;99,058;44,884;39,698;106,548;0,842;186,492;64,4;0,82;122,852;0,644;0,256;0,086;0,13;68,52;84,272;25,192;9,818;14,508
"7";375,094;0,966;196,258;70,4;0,948;128,63;0,682;0,282;0,098;0,106;262,774;270,544;97,43;35,418;38,98;266,674;0,936;199,326;68,8;0,918;131,518;0,688;0,302;0,102;0,108;185,002;200,73;77,394;27,452;28,454
"8";746,308;1,022;209,078;71;1,066;136,696;0,734;0,27;0,1;0,092;545,246;495,682;209,1;68,914;62,946;741,8;0,93;208,088;65,2;1,062;133,942;0,726;0,282;0,096;0,098;547,706;487,738;200,534;69,472;62,092
"9";252,094;1,028;212,044;71,8;1,042;140,85;0,738;0,288;0,102;0,1;191,046;183,106;70,714;29,36;27,97;842,392;1,104;223,756;74;1,15;143,958;0,788;0,272;0,114;0,098;676,804;577,292;198,842;106,83;90,082
"10";722,596;1,036;214,292;72;1,074;137,854;0,756;0,226;0,13;0,114;572,224;511,95;131,576;115,896;94,15;1652,588;1,024;216,51;70,4;1,114;138,354;0,762;0,286;0,118;0,102;1272,238;1138,286;461,778;218,188;176,3
"11";158,798;0,904;188,762;67;0,896;126,122;0,658;0,234;0,108;0,104;111,308;117,07;31,782;19,53;19,69;398,556;1,138;222,816;75,2;1,232;142,43;0,782;0,338;0,112;0,094;311,86;258,704;113,59;46,718;36,926
"12";394,168;0,942;204,272;68,4;0,972;132,168;0,714;0,24;0,098;0,112;293,916;288,766;86,574;45,106;44,218;175,554;0,914;193,824;64;0,908;127,578;0,664;0,202;0,106;0,12;121,266;131,076;33,94;20,316;19,864
"13";1169,978;1,032;212,446;71;1,078;137,254;0,748;0,274;0,116;0,106;853,526;792,398;356,962;113,878;103,724;865,558;1,096;231,152;72,8;1,17;147,936;0,808;0,264;0,124;0,102;715,724;583,534;195,778;112,47;90,23
"14";1021,934;0,974;217,054;67,6;1,108;138,994;0,764;0,236;0,11;0,094;777,836;689,55;244,25;106,338;84,578;1768,916;1,036;218,224;71,2;1,144;135,774;0,768;0,252;0,122;0,11;1405,694;1200,39;393,63;249,758;188,606
"15";1991,082;1,034;207,66;71;1,07;132,292;0,72;0,294;0,11;0,104;1440,468;1327,6;594,422;217,718;194,586;858,19;1,034;220,028;70,2;1,12;138,742;0,768;0,28;0,124;0,104;718,324;604,608;216,062;136,542;97,048
"16";1499,59;1,05;219,942;71;1,13;140,674;0,772;0,276;0,112;0,098;1153,576;1012,504;422,11;157,82;136,894;3062,236;1,112;215,958;73,8;1,138;138,756;0,758;0,294;0,104;0,09;2329,638;2020,476;886,656;332,65;279,166
"17";267,522;0,974;200,15;69;0,972;129,604;0,702;0,268;0,11;0,108;180,828;191,906;70,97;27,256;25,698;728,374;0,988;202,412;71;0,99;132,092;0,712;0,292;0,104;0,118;509,572;497,152;226,864;63,018;65,25
"18";586,72;1,036;212,784;72,2;1,08;137,724;0,742;0,272;0,114;0,11;450,762;394,416;155,84;69,518;58,404;425,248;0,974;200,818;69,6;0,976;131,018;0,698;0,278;0,094;0,106;305,428;303,18;109,746;44,214;45,75
"19";1336,764;1,102;215,818;74,4;1,14;138,454;0,758;0,302;0,104;0,094;1029,478;889,63;380,98;154,15;132,032;2580,382;1,074;219,848;70,6;1,158;141,624;0,77;0,268;0,12;0,098;1931,232;1658,802;769,014;259,628;193,912
