"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";411,79;0,94;204,768;68,4;0,962;132,414;0,714;0,24;0,108;0,118;306,49;301,558;89,886;48,602;46,028;801,846;1;207,012;72;1,07;131,772;0,73;0,226;0,114;0,098;633,226;531,02;149,752;138,964;105,02
"2";558,872;1,062;217,596;70,4;1,108;139,666;0,758;0,244;0,124;0,114;418,832;371,576;143,844;61,802;55,742;605,184;0,996;209,712;67,2;1,058;134,176;0,726;0,268;0,108;0,098;464,988;418,302;141,248;85,978;72,562
"3";418,558;0,928;204,914;66;0,984;132,932;0,706;0,27;0,1;0,098;295,024;295,356;118,542;41,586;36,742;463,868;0,942;200,544;66,4;1,042;129,012;0,69;0,3;0,098;0,092;324,2;309,914;134,952;43,55;40,442
"4";260,59;1,028;210,54;72,8;1,028;138,942;0,728;0,318;0,098;0,1;192,892;187,212;80,422;27,332;26,262;1057,372;1,05;221,77;72;1,07;141,452;0,768;0,28;0,13;0,12;861,536;774,218;251,976;172,056;143,588
"5";142,62;0,954;203,764;70,4;0,976;133,58;0,712;0,268;0,096;0,106;98,64;101,982;37,964;13,86;13,814;862,744;1,042;208,068;72,8;1,062;133,98;0,732;0,286;0,098;0,092;644,828;601,578;232,458;96,814;82,976
"6";2053,116;1,026;202,406;71,2;1,034;132,214;0,704;0,282;0,078;0,076;1431,934;1361,358;633,092;149,194;135,816;353,43;1,056;213,592;71,8;1,066;138,89;0,74;0,316;0,1;0,102;265,874;244,4;109,842;36,762;36,714
"7";982,936;0,994;202,672;70,6;0,992;131,932;0,706;0,29;0,098;0,102;790,544;695,18;234,044;147,728;125,176;1172,58;1,024;208,612;71,2;1,062;132,614;0,73;0,28;0,104;0,1;907,888;814,404;272,604;149,664;130,214
"8";403,456;1,014;220,596;70,2;1,1;141,094;0,766;0,256;0,126;0,122;309,562;286,532;93,496;53,716;51,942;367,872;0,984;210,236;68,2;1,004;133,418;0,72;0,292;0,118;0,126;268,646;266,99;101,886;49,454;49,3
"9";231,172;0,954;198,824;70,6;0,94;130,65;0,678;0,278;0,108;0,098;166,73;168,802;58,442;31,934;25,414;304,488;0,962;200,63;70,4;0,98;132,62;0,698;0,234;0,102;0,108;217,34;211,212;79,138;27,124;28,032
"10";367,896;1,102;216,974;74,8;1,174;139;0,754;0,336;0,112;0,094;285,842;241,284;102,854;43,006;34,428;107,094;0,97;195,818;71,4;1,014;128,538;0,682;0,312;0,082;0,102;77,392;72,892;28,846;11,844;11,668
"11";347,214;1,112;216,242;74;1,19;137,332;0,756;0,284;0,106;0,09;265,446;230,288;82,67;33,966;27,334;673,888;1,096;215,532;72,8;1,136;138,512;0,752;0,302;0,104;0,096;514,264;441,41;209,672;67,506;61,092
"12";1077,844;1,03;201,892;72;1,052;129,722;0,712;0,286;0,102;0,092;740,978;745,264;288,276;110,508;101,272;209,886;0,932;189,006;68;0,932;124,884;0,654;0,268;0,082;0,102;144,95;149,54;61,466;18,564;20,142
"13";518,372;0,96;199,386;69,2;0,956;129,72;0,69;0,274;0,096;0,1;363,802;381,552;120,43;58,694;57,474;256,136;0,946;200,188;69,8;0,926;131,662;0,688;0,316;0,104;0,104;177,93;192,154;75,686;26,414;26,454
"14";1150,886;1,028;212,246;71;1,074;137,178;0,748;0,272;0,118;0,106;837,414;781,15;350,466;110,812;101,776;219,398;0,878;176,43;67,6;0,854;116,486;0,61;0,3;0,066;0,09;141,894;153,752;65,03;14,258;17,5
"15";226,056;0,974;215,156;67;1,028;140,678;0,738;0,29;0,11;0,12;177,6;163,5;60,392;30,668;27,086;402,858;1,022;215,098;70,6;1,064;141,226;0,746;0,264;0,108;0,098;300,838;284,702;103,282;39,594;38,014
"16";137,522;0,952;194,21;68;0,944;128,322;0,672;0,24;0,104;0,102;98,68;99,108;27,992;17,828;17,122;523,702;1,078;215,79;72,8;1,108;140,454;0,754;0,306;0,104;0,102;376,99;353,548;182,974;47,146;46,772
"17";729,128;1,066;215,542;72;1,114;139,64;0,756;0,26;0,11;0,098;559,618;506,618;175,95;86,502;78,608;552,54;0,958;201,404;70;0,964;130,74;0,698;0,298;0,114;0,116;396,76;401,802;144,898;71,426;67,168
"18";145,612;0,95;205,696;69,8;0,968;136,01;0,728;0,266;0,112;0,122;111,252;108,564;35,832;19,172;16,49;206,464;0,95;191,02;71,2;0,936;125,794;0,668;0,318;0,092;0,074;150,122;149,104;51,498;28,596;23,81
"19";850,916;1,102;232,46;73;1,18;148,894;0,814;0,262;0,124;0,102;705,556;572,858;191,67;110,354;88,556;731,15;0,928;208,192;65;1,066;134,034;0,726;0,28;0,096;0,098;538,752;479,612;198,356;67,628;60,758
"20";1614,61;1,096;223,938;73,2;1,202;142,366;0,782;0,292;0,106;0,084;1275,864;1045,936;501,75;163,866;125,022;1668,348;1,074;216,332;72,2;1,12;139,078;0,758;0,288;0,108;0,092;1303,398;1128,102;444,172;195,33;159,034
"21";1487,43;1,058;215,176;72;1,166;136,516;0,762;0,254;0,114;0,102;1147,764;961,82;366,774;166,484;136,04;1271,818;1,104;231,906;72,4;1,232;147,48;0,81;0,276;0,126;0,104;1048,958;846,336;341,172;181,792;139,386
"22";835,164;1,038;221,214;70,2;1,132;139,468;0,772;0,276;0,124;0,102;703,684;589,466;209,37;134,358;94,446;1364,79;1,03;213,24;71,4;1,084;136,37;0,736;0,288;0,118;0,102;1019,246;910,22;399,122;159,366;129,368
"23";1078,962;1,132;234,78;72,8;1,242;151,418;0,832;0,27;0,126;0,096;907,12;716,886;287,358;139,42;100,462;1709,462;1,022;213,382;70,2;1,05;137,66;0,74;0,272;0,112;0,11;1257,134;1192,614;434,312;182,756;167,748
"24";158,26;1,054;211,75;71;1,072;139,954;0,73;0,256;0,11;0,1;118,826;108,168;36,32;19,996;15,992;886,056;1,218;243,282;76,4;1,344;157,612;0,856;0,266;0,15;0,102;730,94;608,854;220,748;138,388;109,6
"25";719,466;1,058;214,504;71,6;1,092;139,324;0,744;0,278;0,108;0,094;539,572;484,744;191,108;75,448;68,356;1234,938;1,044;209,268;70,2;1,09;134,666;0,726;0,298;0,102;0,102;905,49;807,122;417,804;114,076;102,212
