"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";1124,012;1,002;211,73;68,4;1,118;135,504;0,74;0,278;0,098;0,094;859,092;742,152;292,66;116,818;99,142;1183,97;1,004;211,494;70,4;1,076;136,29;0,74;0,27;0,108;0,096;859,604;796,524;333,668;112,954;104,044
"2";809,324;1,018;214,626;69;1,06;139,712;0,746;0,268;0,11;0,106;625,334;568,848;216,984;95,904;89,472;1044,28;1,006;214,5;69,2;1,066;138,476;0,742;0,294;0,112;0,1;754,63;710,612;308,586;107,906;91,446
"3";1074,114;1,02;209,006;71;1,076;135,054;0,732;0,246;0,094;0,088;823,322;725,514;258,952;114,95;90,574;1986,912;1,044;211,308;71,6;1,138;135,294;0,742;0,292;0,104;0,088;1426,652;1255,39;645,608;164,464;122,292
"4";938,116;1,13;208,458;76;1,182;137,946;0,744;0,296;0,086;0,074;693,278;584,996;259,572;76,448;65,482;349,362;1,052;200,272;72,8;1,084;132,412;0,706;0,3;0,088;0,078;237,754;232,794;110,818;26,634;25,508
"5";868,5;1,12;221,962;74,6;1,186;145,138;0,784;0,26;0,122;0,102;657,438;570,562;240,748;91,582;77,352;552,226;1,132;222,21;75,4;1,192;144,218;0,782;0,294;0,116;0,098;434,1;364,95;154,408;64,254;52,146
"6";436,642;1,106;215,588;74,4;1,146;140,468;0,766;0,282;0,114;0,092;329,646;292,112;126,27;50,18;40,498;484,86;1,146;222,512;75,6;1,176;144,776;0,77;0,342;0,092;0,084;347,172;318,362;158,596;38,64;34,556
"7";2235,24;1,026;211,044;69,6;1,088;134,798;0,734;0,268;0,12;0,1;1723,358;1527,412;586,724;318,32;243,358;827,566;0,936;196,266;69;0,946;128,546;0,68;0,262;0,098;0,104;610,42;580,874;197,19;86,73;84,542
"8";696,732;1,056;215,852;71,8;1,128;138,138;0,764;0,264;0,104;0,092;556,842;471,794;171,178;88,006;66,364;1356,804;1,018;217,274;70,2;1,05;139,384;0,762;0,238;0,13;0,116;1158,91;988,726;255,92;259,388;206,526
"9";1716,544;1,086;218,68;73,4;1,148;140,324;0,762;0,282;0,112;0,09;1375,724;1167,054;469,57;223,466;165,272;893,726;1,016;220,352;70,4;1,08;141,272;0,768;0,278;0,126;0,118;693,17;634,734;196,492;118,444;106,102
"10";1271,876;1,124;221,83;74,6;1,212;140,256;0,774;0,306;0,108;0,084;1014,124;795,738;377,506;142,202;103,402;2169,954;1,114;220,042;74,2;1,152;141,304;0,768;0,288;0,108;0,088;1672,236;1427,424;655,024;220,058;165,982
"11";755,386;1,014;211,516;69,4;1,038;137,244;0,74;0,25;0,116;0,114;572,436;536,31;171,336;93,754;86,276;1490,962;1;206,506;70,6;1,102;134,276;0,728;0,274;0,09;0,08;1108,476;943,46;365,176;127,34;97,238
"12";1034,84;1,22;247,502;75,6;1,318;156,144;0,874;0,256;0,148;0,102;966,992;699,64;212,012;187,662;118,132;512,072;1,134;229,254;74;1,21;147,468;0,798;0,27;0,132;0,092;406,962;342,76;140,448;59,876;45,314
"13";475,198;1,112;219,736;74,4;1,174;141,82;0,778;0,294;0,116;0,102;364,268;319,29;138,62;53,158;46,556;777,854;1,064;206,306;74,2;1,1;133,854;0,734;0,272;0,1;0,092;581,172;505,72;236,946;76,026;65,364
"14";473,416;1,112;217,302;73,8;1,212;141,114;0,756;0,32;0,114;0,096;384,406;318,208;131,968;70,968;48,682;325,694;1,066;221,618;72,2;1,132;143,624;0,784;0,252;0,128;0,11;260,928;228,668;72,352;48,192;40,962
"15";1452,506;1,032;203,54;71,2;1,066;129,708;0,722;0,278;0,106;0,1;1064,054;971,3;393,21;157,076;138,688;839,736;1,01;198,432;71,2;1,002;129,29;0,686;0,286;0,088;0,088;619,994;590,258;216,62;110,086;95,696
"16";1609,172;1,082;226,902;72;1,158;145,286;0,796;0,232;0,124;0,11;1345,856;1117,106;306,098;239,002;188,582;1043,612;1,126;226,012;73,4;1,188;144,214;0,784;0,282;0,126;0,098;848,39;684,294;261,546;144,48;102,272
