"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";552,742;1,298;264,316;78,2;1,458;169,43;0,926;0,294;0,154;0,102;536,716;370,12;152,5;96,33;59,408;389,202;1,038;201,712;72;1,026;131,192;0,696;0,306;0,112;0,086;283,786;264,648;115,174;50,652;37,84;"1"
"2";546,67;1,112;223,274;73,8;1,178;144,29;0,786;0,278;0,098;0,092;430,03;360,672;153,866;47,79;43,77;990,206;1,168;221,048;76,6;1,206;140,35;0,776;0,308;0,108;0,088;768,178;645,82;281,234;116,478;92,228;"0"
"3";1239,224;1,062;214,44;72,6;1,102;137,19;0,75;0,276;0,11;0,098;957,398;834,83;293,72;161,238;130,732;853,09;1,014;211,346;68,8;1,072;136,298;0,74;0,238;0,114;0,098;646,722;594,394;185,148;107,534;89,622;"0"
"4";279,148;1,032;206,758;73;1,054;137,342;0,728;0,33;0,096;0,092;216,192;196,426;82,82;34;29,884;434,546;1,058;211,182;73,8;1,078;138,216;0,74;0,308;0,09;0,09;321,762;303,946;126,978;44,444;43,24;"0"
"5";430,626;1,094;212,172;75,2;1,124;136,722;0,744;0,314;0,108;0,094;329,074;295,248;120,354;55,504;44,432;785,256;1,178;224,29;76,2;1,252;143,948;0,792;0,282;0,122;0,09;598,838;499,232;207,81;93,268;75,172;"0"
"6";1001,034;1,026;218,512;69,6;1,092;139,774;0,764;0,266;0,118;0,106;771,648;690,684;264,93;109,85;96,162;1388,79;1,026;214,212;71,8;1,044;137,796;0,742;0,29;0,118;0,11;1049,258;969,162;451,696;156,014;138,096;"1"
"7";1217,774;1,088;222,102;72,6;1,154;141,87;0,78;0,274;0,12;0,1;977,144;821,326;322,768;157,29;126,374;1295,376;1,054;219,714;71,2;1,072;141,652;0,766;0,26;0,126;0,118;969,956;908,494;326,216;161,722;142,408;"1"
"8";660,206;0,994;206,958;70;1,046;132,788;0,726;0,262;0,112;0,098;498,282;447,586;165,628;83,744;64,936;736,338;1,024;218,24;71;1,064;139,754;0,768;0,25;0,122;0,11;572,666;519,156;165,026;93,718;76,032;"0"
"9";1467,626;1,102;221,412;72,6;1,16;142,066;0,776;0,296;0,114;0,1;1155,374;982,054;414,438;178,768;154,102;1388,512;1,086;209,41;73,4;1,126;135,756;0,744;0,31;0,096;0,084;1035,62;913,688;431,822;128,736;111,548;"1"
"10";2101,89;1,098;220,03;73,4;1,14;142,506;0,764;0,288;0,12;0,108;1642,254;1413,606;648,574;268,774;224,372;690,778;1,068;211,912;73,2;1,078;138,318;0,74;0,308;0,102;0,098;505,404;469,796;218,142;65,882;61,254;"1"
"11";1539,204;1,052;219,8;71,4;1,13;140,714;0,77;0,276;0,112;0,098;1181,732;1039,148;433,296;162,44;140,656;2403,502;1,076;221,106;72,4;1,144;139,296;0,78;0,25;0,122;0,098;1913,462;1628,022;578,126;307,582;233,51;"1"
"12";2991,38;1,116;217,888;74;1,184;141,222;0,772;0,27;0,106;0,086;2386,002;1953,874;737,904;337,702;266,482;1814,042;1,018;209,926;69,6;1,082;131,51;0,732;0,272;0,106;0,096;1435,89;1232,888;442,932;263,602;195,976;"1"
