"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";1360,804;1,03;211,486;72,2;1,088;134,444;0,736;0,278;0,122;0,11;1084,536;910,046;322,604;194,602;149,758;669,386;1,06;223,704;70,6;1,166;142,4;0,778;0,252;0,124;0,108;552,24;446,998;142,528;101,834;75,388
"2";725,58;1,006;206,268;69,4;1,07;133,918;0,722;0,282;0,108;0,1;542,572;478,244;209,554;81,49;67,978;198,118;0,992;206,614;70,2;1,01;136,33;0,726;0,276;0,11;0,112;158,278;142,972;48,994;26,884;22,726
"3";1135,02;1,002;211,672;68,4;1,118;135,486;0,74;0,28;0,098;0,096;866,844;750,826;295,634;118,27;100,49;1719,974;1,04;218,45;70,6;1,118;140,784;0,76;0,288;0,11;0,096;1282,188;1152,98;495,566;196,652;164,522
"4";237,424;1,074;222,104;71,2;1,136;144,462;0,77;0,248;0,132;0,114;188,592;168,41;56,188;38,294;31,088;173,762;0,964;199,488;68,2;0,956;128,79;0,686;0,324;0,09;0,112;117,33;125,516;52,438;15,384;20,2
"5";297,088;0,94;196,858;68,4;0,954;126,962;0,688;0,302;0,1;0,104;203,17;206,77;80,274;23,078;22,168;219,306;0,99;195,802;69,2;0,95;128,07;0,674;0,316;0,088;0,098;153,894;155,634;64,314;19,826;19,786
"6";1407,102;1,092;221,458;72,8;1,152;143,346;0,776;0,266;0,118;0,1;1127,932;961,692;358,828;186,718;140,892;1589,868;0,988;214,036;68,2;1,072;135,476;0,75;0,228;0,122;0,108;1216,376;1112,654;346,082;207,346;171,026
"7";760,544;1,004;210,27;70,4;1,02;137,152;0,738;0,284;0,104;0,106;563,822;547,452;212,84;82,44;80,03;917,44;0,96;190,732;70,2;0,962;126,028;0,668;0,304;0,074;0,08;604,432;626,966;261,042;65,682;74,498
"8";1564,952;1,162;225,996;75,4;1,23;147,326;0,788;0,316;0,106;0,078;1156,538;973,57;544,078;132,362;101,284;337,574;0,984;202,724;70,4;0,988;133,384;0,708;0,272;0,086;0,102;239,26;238,414;93,018;29,602;31,574
"9";954,222;1,062;226,098;71,2;1,148;142,502;0,794;0,258;0,12;0,108;759,5;662,606;235,226;124,132;107,99;1054,688;1,044;215,48;70;1,116;138,814;0,76;0,246;0,108;0,098;831,1;722,078;242,584;129,214;109,18
"10";1621,166;1,072;218,464;71,6;1,11;141,644;0,766;0,262;0,114;0,104;1289,14;1135,544;385,218;218,526;181,89;1205,806;1,064;204,534;73,2;1,1;132,456;0,724;0,276;0,094;0,076;910,724;802,204;280;136,518;103,87
"11";522,778;0,97;204,9;70;0,976;132,388;0,706;0,274;0,118;0,116;381,806;382,498;130,644;72,826;66,626;947,094;1,104;222,206;72,4;1,156;143,964;0,774;0,266;0,12;0,102;746,81;630,924;235,536;120,402;96,544
"12";894,06;1,004;206,626;70;1,056;133,29;0,734;0,254;0,094;0,084;641,352;621,994;230,254;81,012;71,502;1738,454;1,024;204,792;70,6;1,048;133,176;0,706;0,268;0,098;0,086;1259,888;1160,482;440,202;174,706;139,09
"13";514,878;1,002;213,954;70,4;1,024;139,016;0,748;0,242;0,12;0,114;390,094;369,67;119,064;59,794;53,664;691,654;1,05;205,952;72;1,06;133,418;0,722;0,282;0,106;0,094;547,238;470,916;174,9;90,346;70,242
"14";642,176;0,972;199,928;69,4;0,968;131,502;0,696;0,28;0,098;0,114;464,238;456,738;189,734;66,936;70,524;911,578;1,016;210,208;69,4;1,082;135,418;0,742;0,25;0,11;0,102;677,688;620,368;236,134;101,576;90,916
"15";501,362;1,018;205,768;70,4;1,05;132,078;0,726;0,274;0,1;0,11;370,8;344,938;133,486;52,19;53,704;1064,526;1,022;201,964;71,6;1,05;132,104;0,708;0,282;0,094;0,086;847,924;720,468;260,988;140,27;109,944
"16";951,24;1,018;207,378;70,8;1,038;133,82;0,724;0,258;0,102;0,1;697,806;662,592;241,508;99,998;95,628;938,982;1,048;214,534;70,2;1,098;138,676;0,758;0,256;0,126;0,104;702,554;644,78;246,95;116,46;94,906
"17";1374,294;0,998;207,028;68,8;1,106;132,3;0,728;0,288;0,092;0,086;1028,468;868,48;334,774;134,636;107,346;946,928;1,016;218,67;69;1,082;139,526;0,764;0,266;0,118;0,108;730,706;657,202;249,244;103,988;91,578
"18";654,964;0,996;208,912;69,8;1,006;134,356;0,728;0,244;0,122;0,118;484,924;475,122;156,786;89,632;80,518;1280,354;1,046;217,136;72;1,112;138,18;0,764;0,244;0,122;0,108;1003,156;880,952;272,488;176,244;138,628
"19";768,86;1,094;214,258;74,2;1,124;138,288;0,764;0,264;0,12;0,096;588,694;519,262;192,6;94,302;74,558;1063,484;1,098;221,056;72,4;1,17;142,458;0,78;0,268;0,122;0,11;860,066;713,4;252,772;148,642;126,17
"20";621,784;0,998;207,754;69,8;1,058;133,154;0,73;0,262;0,112;0,098;472,57;419,414;152,34;79,976;61,686;801,44;1,032;197,898;71,8;1,07;127,196;0,706;0,274;0,084;0,084;596,642;523,638;205,786;77,984;57,478
"21";1719,816;0,976;214,69;68,4;1,104;134,934;0,742;0,284;0,11;0,094;1279,24;1139,628;509,998;172,566;130,214;2184,456;1,114;219,912;74,4;1,152;141,212;0,768;0,29;0,108;0,092;1681,9;1437,498;659,782;222,028;167,25
"22";559,548;0,834;190,754;61,8;0,922;123,91;0,666;0,24;0,092;0,096;421,824;399,798;121,696;76,268;73,5;465,328;1,028;211,506;70;1,062;137,402;0,742;0,256;0,118;0,106;355,236;328,566;115,844;63,034;51,9
"23";942,09;1,118;224,522;73;1,186;145,586;0,786;0,276;0,12;0,092;738,108;627,822;261,152;109,422;80,16;1722,188;1,044;203,96;72,8;1,05;133,404;0,712;0,31;0,088;0,086;1223,37;1128,742;597,878;145,798;121,468
"24";1352,538;1,048;216,646;71,8;1,13;139,252;0,762;0,24;0,112;0,098;1036,606;917,926;311,48;157,088;136,346;1005,038;0,95;216,25;65;1,104;134,876;0,756;0,276;0,118;0,102;764,268;686,486;287,958;125,542;98,004
"25";473,642;0,908;195,382;67;0,934;128,062;0,678;0,24;0,11;0,12;340,09;333,754;103,962;50,182;45,734;527,866;0,99;204,388;70,4;1,004;133,85;0,716;0,27;0,104;0,108;385,03;367,448;131,57;57,19;51,448
"26";1380,254;1,032;215,418;71,8;1,05;138,382;0,744;0,29;0,12;0,112;1045,472;963,344;451,086;156,92;137,882;788,406;1;206,942;69,4;1,048;134,248;0,728;0,238;0,108;0,1;578,456;547,252;185,736;88,846;80,61
"27";1068,668;1,058;222,554;72;1,156;141,488;0,794;0,24;0,128;0,106;919,128;736,44;203,714;164,414;124,06;1235,39;1,034;224,054;70,8;1,126;139,4;0,786;0,23;0,14;0,11;1038,172;870,354;255,894;205,948;146,662
