"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1387,818;1,118;225,37;74,2;1,192;142,824;0,79;0,266;0,118;0,096;1128,966;933,34;349,276;180,836;137,748;1137,172;1,136;218,488;73,6;1,162;138,148;0,762;0,26;0,12;0,096;887,358;739,132;279,634;143,194;109,488;"1"
"2";627,752;1,062;214,5;71,8;1,118;139,546;0,756;0,25;0,11;0,094;493,022;434,458;141,024;78,454;67,054;573,952;0,994;207,252;69,4;1,026;133,614;0,726;0,296;0,102;0,108;436,59;408,922;162,626;68,174;64,266;"1"
"3";1137,006;0,998;211,182;68,4;1,114;135,164;0,738;0,28;0,102;0,094;866,992;753,164;296,414;118,254;100,832;1367,09;1,04;211,88;72,4;1,098;134,788;0,738;0,278;0,122;0,11;1090,756;914,204;323,16;197,026;150,6;"0"
"4";1197,654;1,028;208,53;71,4;1,064;132,672;0,726;0,284;0,106;0,1;927,21;832,268;283,766;152,884;133,414;401,678;0,986;200,758;71,4;1,002;133,202;0,702;0,256;0,1;0,104;290,988;273,924;102,89;35,918;35,61;"1"
"5";982,704;1,004;215,258;69,2;1,048;139,804;0,758;0,252;0,124;0,114;767,902;714,886;224,338;135,05;124,682;2586,36;1,098;228,21;71,2;1,168;145,878;0,802;0,222;0,132;0,11;2232,664;1790,576;495,712;411,208;312,208;"0"
"6";1039,216;0,978;216,924;68;1,108;138,996;0,764;0,236;0,11;0,096;791,47;700,618;250,576;110,216;87,532;1515,632;1,054;214,654;71,8;1,162;136,276;0,76;0,252;0,116;0,102;1169,104;981,552;374,614;169,088;138,626;"0"
"7";1616,444;1,094;222,5;73,2;1,19;141,52;0,776;0,29;0,102;0,084;1268,11;1049,768;502,138;163,024;126,04;1663,482;0,838;205,826;57,4;1,098;129,09;0,732;0,248;0,112;0,102;1298,32;1131,828;359,69;230,218;176,71;"1"
"8";1517,244;1,05;219,81;71;1,13;140,642;0,772;0,276;0,112;0,098;1165,316;1025,018;427,462;159,788;138,436;2000,03;1,108;223,234;73,8;1,148;143,438;0,776;0,316;0,118;0,096;1480,9;1302,912;664,514;175,594;143,664;"1"
"9";687,95;0,99;212,464;69,4;1,062;136,442;0,738;0,262;0,126;0,108;529,604;479,242;174,898;94,402;80,826;737,744;0,992;202,44;71;0,992;132,116;0,712;0,292;0,104;0,116;517,674;503,904;228,846;64,712;67,018;"1"
"10";2821,038;1,146;229,198;74,4;1,25;145,972;0,81;0,282;0,116;0,086;2377,33;1852,512;723,048;392,066;268,686;2603,208;1,074;219,448;70,6;1,152;141,438;0,77;0,266;0,118;0,098;1945,712;1675,178;776,204;262,556;196,116;"1"
"11";289,784;0,964;198,536;68,8;0,962;128,538;0,698;0,268;0,108;0,108;194,282;207,848;76,284;29,238;28,498;576,632;1,08;219,184;72,4;1,118;140,48;0,762;0,294;0,13;0,106;452,362;404,156;148,194;85,206;68,306;"0"
