"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1189,814;1,002;210,506;70,4;1,07;135,936;0,738;0,272;0,108;0,096;863,052;800,522;335,128;112,654;104,566;663,384;1,054;222,258;70,6;1,158;141,61;0,776;0,252;0,122;0,104;544,67;443,304;142,684;99,704;74,006;"1"
"2";1210,696;1,032;208,828;71,4;1,068;132,976;0,728;0,28;0,104;0,098;937,47;840,06;287,024;155,112;134,388;1132,598;1,002;202,73;71,4;0,998;131,816;0,704;0,3;0,098;0,102;914,334;797,79;274,988;171,47;142,762;"0"
"3";906,136;1,062;217,82;72,2;1,102;138,41;0,766;0,28;0,11;0,1;719,882;634,844;236,182;115,638;99,358;1391,372;1,122;225,27;74,2;1,192;142,764;0,79;0,266;0,118;0,096;1131,586;934,93;350,122;180,968;137,956;"0"
"4";1315,952;1,102;221,842;73,2;1,184;140,898;0,786;0,254;0,118;0,092;1110,248;894,722;294,168;195,5;142,416;544,092;0,944;193,884;70;0,932;126,808;0,668;0,288;0,102;0,112;385,334;394,672;140,35;70,274;65,774;"1"
"5";1234,154;1,066;204,622;73,2;1,098;132,58;0,724;0,276;0,094;0,076;931,702;821,154;289,846;140,218;106,428;1866,056;1,1;225,684;72,8;1,172;143,486;0,79;0,252;0,122;0,106;1510,784;1255,876;413,82;276,088;211,072;"0"
"6";1475,716;1,032;220,85;69,8;1,074;140,686;0,77;0,212;0,146;0,124;1258,422;1067,64;269,49;280,518;222,438;865,418;0,956;194,316;69,2;0,954;127,268;0,676;0,258;0,088;0,096;634,684;606,226;203,122;88,772;87,138;"1"
"7";786,61;1,016;210,918;69,8;1,036;136,884;0,74;0,252;0,116;0,116;596,06;558,182;179,064;97,806;88,95;2040,506;1,05;211,406;71,8;1,142;135,244;0,744;0,288;0,104;0,09;1470,546;1286,028;661,37;171,51;127,602;"0"
"8";961,192;1,042;213,914;70,6;1,096;138,49;0,752;0,254;0,122;0,106;719,456;660,834;250,832;118,762;98,112;913,476;1,006;206,606;69,8;1,054;133,378;0,732;0,254;0,094;0,086;656,606;636,024;233,956;82,984;73,794;"1"
"9";809,91;1;205,898;69,4;1,04;133,742;0,722;0,238;0,106;0,1;590,482;561,8;192,966;90,1;83,376;1377,818;1,028;214,412;71,8;1,046;137,85;0,742;0,29;0,118;0,11;1042,866;961,474;448,84;155,278;137,526;"0"
"10";513,502;1,11;219,272;74;1,158;141,426;0,774;0,298;0,114;0,102;396,018;343,108;151,758;57,158;50,212;1004,796;1,17;234,758;74,4;1,234;149,106;0,832;0,274;0,132;0,094;927,032;689,966;198,938;182,876;116,864;"1"
"11";1044,758;1,006;214,066;69,4;1,066;138,302;0,742;0,294;0,112;0,1;755,74;711,574;307,928;108,59;92,366;2235,106;1,024;210,664;69,8;1,09;134,586;0,732;0,27;0,12;0,1;1721,638;1525,808;582,632;318,088;243,54;"1"
