"";"x"
"1";"https://www.vlr.gg/233059/fokus-vs-s2g-esports-champions-tour-2023-emea-ascension-gf"
"2";"https://www.vlr.gg/221958/9z-team-gc-vs-kr-blaze-game-changers-2023-latin-america-split-1-round-robin"
