"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1689,068;1,044;219,086;70,8;1,124;141,152;0,764;0,286;0,11;0,096;1261,364;1131,35;483,88;193,55;161,134;1108,124;1,142;219,712;73,8;1,168;138,768;0,764;0,26;0,122;0,094;865,996;717,362;272,8;138,816;104,57;"0"
"2";795,466;1,014;214,654;68,8;1,054;139,848;0,746;0,262;0,108;0,108;614,492;560,394;211,764;94,738;88,07;824,498;0,944;196,796;69;0,954;128,894;0,68;0,256;0,098;0,104;608,546;576,44;195,378;86,316;83,508;"1"
"3";683,522;1,028;209,882;70;1,05;136,332;0,734;0,254;0,106;0,106;514,848;480,004;156,296;81,726;74,716;549,216;0,99;206,502;69,2;1,004;132,432;0,724;0,264;0,108;0,11;412,534;392,296;125,112;69,16;63,694;"0"
"4";880,548;1,008;220,912;70,2;1,074;141,576;0,768;0,27;0,126;0,116;685,69;626,39;189,642;118,448;104,946;2225,334;1,022;211,174;70;1,094;134,862;0,736;0,268;0,12;0,1;1715,482;1518,424;587,43;314,964;242,43;"1"
"5";686,188;1,054;206,746;72;1,07;133,854;0,726;0,28;0,104;0,094;544,4;466,308;171,81;89,72;69,018;1007,528;0,946;216,322;64,6;1,104;134,804;0,756;0,276;0,118;0,102;765,362;688,006;290,338;125,534;97,244;"0"
"6";835,224;1,014;199,974;71;1,002;129,72;0,686;0,292;0,088;0,09;615,594;586,532;213,384;109,458;94,594;1705,958;1,09;219,172;73,4;1,152;140,606;0,764;0,282;0,114;0,09;1369,274;1159,794;466,04;221,814;164,378;"1"
"7";1350,468;0,996;207,332;68,4;1,108;132,604;0,726;0,284;0,092;0,084;1008,446;852,434;329,048;132;104,52;1347,922;1,03;215,9;71,6;1,052;138,55;0,744;0,288;0,12;0,11;1022,49;939,898;443,308;151,856;133,726;"0"
"8";648,646;0,996;209,474;70;1,01;134,718;0,73;0,242;0,124;0,12;481,188;471,124;153,488;89,416;80,44;1581,766;0,992;214,754;68,2;1,078;135,882;0,754;0,226;0,122;0,112;1212,286;1107,032;345,062;206,946;170,552;"1"
"9";1353,676;1,016;217,9;70,2;1,048;139,808;0,764;0,236;0,136;0,118;1152,748;988,594;253,962;256,708;205,94;1433,506;1,036;203,692;71,2;1,066;129,736;0,722;0,278;0,106;0,102;1050,226;959,97;388,728;154,002;137,17;"0"
"10";788,164;1,046;199,706;72,4;1,084;128,274;0,714;0,28;0,086;0,082;590,022;512,218;204,648;76,206;54,94;744,818;1,008;208,422;69,4;1,06;135,02;0,73;0,238;0,106;0,098;550,194;514,142;176,908;82,124;74,198;"0"
"11";1578,318;1,048;219,39;71;1,108;140,714;0,762;0,278;0,112;0,104;1223,606;1085,514;414,414;198,03;172,128;2144,612;1,116;220,334;74,4;1,156;141,38;0,77;0,288;0,108;0,09;1653,392;1409,466;648,24;217,664;163,046;"0"
"12";1018,084;1,014;215,706;69,8;1,076;139,098;0,746;0,294;0,114;0,1;739,342;690,414;303,432;104,848;88,026;694,874;1,05;216,178;71,6;1,128;138,406;0,766;0,264;0,104;0,09;556,346;470,838;170,206;88,468;66,488;"0"
"13";1305,566;1,05;217,236;71,8;1,136;139,508;0,766;0,238;0,112;0,098;1004,984;887,002;298,932;153,044;132,358;473,674;1,006;215,13;70,6;1,028;139,46;0,752;0,242;0,12;0,112;360,128;339,592;109,676;55,312;48,104;"0"
"14";604,724;0,992;207,638;69,4;1,058;133,052;0,732;0,256;0,112;0,1;460,136;407,856;144,546;78,138;60,932;924,078;1,016;219,91;69,2;1,08;140,194;0,768;0,268;0,118;0,108;713,174;642,352;245,52;101,624;89,254;"1"
