"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1118,136;1,086;222,402;71,2;1,148;143,876;0,78;0,256;0,126;0,108;889,44;745,67;291,58;142,006;112,384;1433,16;1,066;212,932;73,2;1,118;137,456;0,754;0,274;0,114;0,104;1082,95;959,272;413,262;149,842;130,812;"0"
"2";1007,838;1,066;225,34;71,4;1,144;142,238;0,792;0,258;0,12;0,108;802,066;699,922;246,98;133,646;114,054;1035,258;1,098;220,502;72,4;1,14;143,114;0,77;0,268;0,12;0,104;816,178;692,856;257,368;131,25;107,164;"0"
"3";1736,01;1,084;217,162;73,2;1,146;139,58;0,76;0,28;0,112;0,09;1386,112;1179,482;471,256;225,956;169,896;1054,426;1,026;207,694;70,6;1,08;134,872;0,738;0,262;0,106;0,092;782,452;723,232;272,186;122,344;102,916;"0"
"4";812,446;1,092;213,73;74;1,124;138,194;0,762;0,266;0,118;0,098;621,152;547,952;203,772;98,518;78,744;1118,136;1,086;222,402;71,2;1,148;143,876;0,78;0,256;0,126;0,108;889,44;745,67;291,58;142,006;112,384;"0"
"5";1329,53;1,034;214,762;72;1,1;137,558;0,762;0,248;0,114;0,1;1020,046;915,386;298,886;163,462;138,518;1007,838;1,066;225,34;71,4;1,144;142,238;0,792;0,258;0,12;0,108;802,066;699,922;246,98;133,646;114,054;"1"
"6";1038,9;0,958;215,332;65,8;1,104;134,826;0,752;0,276;0,116;0,1;790,062;710,246;298,094;131,624;103,216;1736,01;1,084;217,162;73,2;1,146;139,58;0,76;0,28;0,112;0,09;1386,112;1179,482;471,256;225,956;169,896;"0"
"7";1433,16;1,066;212,932;73,2;1,118;137,456;0,754;0,274;0,114;0,104;1082,95;959,272;413,262;149,842;130,812;812,446;1,092;213,73;74;1,124;138,194;0,762;0,266;0,118;0,098;621,152;547,952;203,772;98,518;78,744;"0"
"8";1035,258;1,098;220,502;72,4;1,14;143,114;0,77;0,268;0,12;0,104;816,178;692,856;257,368;131,25;107,164;1329,53;1,034;214,762;72;1,1;137,558;0,762;0,248;0,114;0,1;1020,046;915,386;298,886;163,462;138,518;"1"
"9";1054,426;1,026;207,694;70,6;1,08;134,872;0,738;0,262;0,106;0,092;782,452;723,232;272,186;122,344;102,916;1038,9;0,958;215,332;65,8;1,104;134,826;0,752;0,276;0,116;0,1;790,062;710,246;298,094;131,624;103,216;"0"
"10";311,55;0,948;196,152;68,4;0,942;127,292;0,692;0,266;0,106;0,112;208,106;225,5;81,902;31,11;31,86;196,584;0,974;196,866;69;0,954;128,68;0,68;0,286;0,1;0,106;142,142;137,588;52,948;23,982;22,532;"0"
