"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1837,212;0,97;209,142;65,6;1,056;127,216;0,728;0,26;0,108;0,098;1413,43;1238,212;492,15;202,68;160,47;1045,12;1,09;221,894;73,2;1,162;140,252;0,776;0,282;0,116;0,096;821,792;697,56;291,184;123,696;94,97;"1"
"2";840,154;1,044;220,946;72,4;1,074;141,208;0,764;0,3;0,126;0,116;664,554;594,172;220,806;112,564;93,182;200,6;0,91;199,388;66,6;0,928;130,586;0,682;0,256;0,104;0,124;140,89;150,912;51,332;22,372;23,078;"1"
"3";210,064;1;210,796;71;1,026;137,498;0,734;0,272;0,096;0,104;154,686;153,652;55,13;21,454;24,462;803,096;1,096;224,838;73,2;1,136;144,37;0,79;0,27;0,118;0,098;646,372;554,088;184,098;102,108;85,904;"0"
"4";1081,644;1,028;209,934;71,2;1,08;132,776;0,734;0,268;0,102;0,098;844,2;746,882;241,202;137,682;120,69;1813,48;1,066;211,58;73,2;1,096;135,118;0,742;0,278;0,106;0,096;1434,988;1254,658;474,068;240,458;199,264;"0"
"5";248,98;0,918;203,958;65,6;0,974;129,74;0,712;0,298;0,102;0,098;182,088;179,568;72,26;24,948;24,686;270,604;1,052;211,97;71,4;1,05;136,938;0,73;0,31;0,1;0,092;198,83;189,642;82,5;27,728;26,93;"0"
"6";463,856;1,052;210,896;71,4;1,068;135,216;0,738;0,28;0,112;0,106;352,994;328,866;118,544;62,952;58,022;643,242;1,028;215,778;71,4;1,07;138,726;0,75;0,278;0,114;0,102;481,428;441,966;189,368;69,266;64,23;"0"
"7";1428,38;1,028;214,75;71;1,072;138,28;0,744;0,288;0,102;0,096;1033,228;969,698;419,056;128,034;114,83;831,488;1,058;221,794;73;1,108;143,554;0,774;0,264;0,11;0,098;679,616;574,8;184,808;114,976;91,716;"0"
"8";1384,29;1,1;223,074;73;1,176;143,44;0,78;0,288;0,118;0,102;1111,552;926,208;376,906;182,266;153,432;862,454;1,054;218,852;72,8;1,136;138,73;0,77;0,242;0,116;0,106;687,112;605,74;178,628;115,504;101,572;"1"
"9";474,364;0,97;205,168;70,2;0,98;132,48;0,708;0,306;0,112;0,11;338,708;337,628;142,352;49,072;49,922;395,034;0,99;207,392;70;1,074;133,74;0,732;0,254;0,104;0,096;290,2;268,804;97,95;38,57;36,242;"1"
"10";424,482;1,024;221,442;70,2;1,078;142,854;0,77;0,256;0,124;0,108;333,468;306,332;100,914;60,184;49,65;960,834;1,052;223,23;72;1,072;142,132;0,77;0,278;0,13;0,12;789,752;709,264;224,794;160,514;132,932;"0"
"11";117,52;0,97;200,302;68,6;1,004;133,806;0,696;0,264;0,088;0,1;80,476;85,934;21,678;10,464;11,868;981,806;1,048;202,216;73,6;1,066;128,14;0,714;0,326;0,106;0,096;676,024;670,802;263,418;100,704;89,258;"0"
"12";1211,724;1,036;216,884;71;1,104;137,6;0,766;0,24;0,126;0,106;947,666;838,134;254,862;167,12;131,65;298,92;0,926;191,72;69,2;0,948;125,222;0,67;0,272;0,088;0,092;214,458;209,232;69,632;28,502;28,916;"1"
"13";1257,832;1,06;211,838;73,2;1,118;134,11;0,746;0,256;0,106;0,094;980,62;846,46;282,176;150,492;122,482;1799,484;1,088;220,038;73,2;1,142;140,764;0,76;0,286;0,116;0,096;1401,724;1188,22;492,548;225,616;177,768;"1"
"14";173,688;1,01;194,95;72,8;1,038;126,924;0,688;0,28;0,08;0,062;120,518;117,678;54,51;11,838;11,682;1559,306;1,014;216,116;70;1,106;137,818;0,754;0,28;0,118;0,104;1198,292;1079,93;428,06;206,122;167,568;"0"
"15";499,604;0,928;201,7;67;0,932;130,374;0,688;0,264;0,098;0,108;361,722;366,842;133,006;52,678;50,578;826,256;0,984;202,516;70;1,028;131,734;0,704;0,258;0,096;0,086;596,226;551,296;233,506;68,47;57,058;"1"
"16";930,622;1,058;226,348;70,8;1,142;142,504;0,794;0,256;0,122;0,11;740,688;647,592;228,038;119,92;105,732;406,266;1,028;208,068;70,6;1,068;133,656;0,732;0,266;0,102;0,11;305,956;278,628;105,32;42,764;43,822;"0"
"17";456,978;1,022;201,976;71,4;1,046;131,134;0,714;0,242;0,112;0,11;338,694;313,57;103,256;58,202;48,832;344,66;1,046;209,86;72,2;1,092;134,422;0,73;0,282;0,112;0,11;254,172;228,432;101,538;37,51;35,204;"0"
"18";753,426;1,138;232,128;76;1,212;148,608;0,814;0,28;0,112;0,094;570,468;516,016;201,852;81,306;76,266;134,674;0,944;193,16;71,4;0,932;126,424;0,672;0,282;0,088;0,094;88,684;95,962;39,894;11,136;11,658;"1"
"19";904,896;1,048;217,114;70,2;1,126;139,668;0,77;0,244;0,106;0,1;719,588;621,084;208,834;111,71;95,162;1372,778;1,09;202,718;74,2;1,118;132,76;0,714;0,296;0,09;0,076;954,254;852,286;456,404;114,586;92,912;"0"
"20";1365,54;1,098;222,082;73,6;1,15;143,472;0,78;0,298;0,108;0,09;1103,514;936,194;370,858;172,384;133,452;437,8;0,968;202,796;69,2;0,98;131,624;0,712;0,248;0,1;0,11;312,082;317,478;104,086;43,742;46,936;"1"
"21";885,118;1,042;209,384;72,2;1,06;133,48;0,72;0,312;0,108;0,096;607,934;587,952;329,556;73,274;68,244;747,284;1,008;210,754;68,8;1,08;136,472;0,748;0,218;0,116;0,102;555,43;513,912;150,644;84,03;76,078;"0"
"22";1350,556;1,052;210,89;72,2;1,09;137,018;0,736;0,308;0,092;0,082;994,968;900,926;422,366;113,67;103,568;2125,844;1,122;220,87;74,4;1,164;141,672;0,774;0,288;0,108;0,09;1643,304;1394,044;642,96;215,46;161,378;"0"
"23";1195,192;1,106;233,006;72;1,236;147,974;0,812;0,272;0,13;0,102;985,514;794,32;321,538;169,316;130,072;1196,354;1,042;225,96;70,8;1,14;140,146;0,794;0,228;0,142;0,11;1015,182;843,49;244,888;201,64;142,148;"1"
