"";"x"
"1";"https://www.vlr.gg/220846/scarz-vs-bleed-champions-tour-2023-pacific-ascension-playoffs-gf"
"2";"https://www.vlr.gg/235557/tyloo-vs-edward-gaming-champions-tour-2023-champions-china-qualifier-ubsf"
