"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";23,1;0,666;149,1;63;0,566;99,98;0,484;0,232;0,068;0,136;11,4;19,8;5,2;1,2;2,6;48,206;0,742;161,648;65;0,662;108,6;0,542;0,246;0,078;0,136;29,948;37,958;14,104;3,08;4,858;"1"
"2";169,92;1,05;214,952;70,8;1,106;137,008;0,746;0,296;0,106;0,094;138,806;111,974;44,902;21,96;15,332;21,6;0,28;86,8;29,8;0,234;60,99;0,232;0,104;0,022;0,176;5,1;21,4;2,1;0,5;3,7;"1"
"3";1080,552;1,02;208,25;70,2;1,05;133,594;0,728;0,272;0,104;0,092;796,236;744,188;288,868;114,578;98,4;1155,52;1,052;222,81;71,2;1,136;143,082;0,784;0,228;0,12;0,1;948,124;795,87;216,466;167,424;120,452;"1"
"4";883,004;1,066;211,984;72,2;1,116;138,544;0,748;0,298;0,094;0,09;621,178;596,86;283,772;78,064;74,092;1600,666;1,06;207,276;72,4;1,118;134,922;0,732;0,25;0,104;0,092;1205,782;1047,154;388,502;187,64;158,33;"1"
"5";741,744;1,018;201,218;71,8;1,05;131,684;0,712;0,238;0,1;0,092;527,602;497,08;167,732;69,966;61,364;1323,896;1,004;219,912;69,2;1,106;142,592;0,764;0,242;0,114;0,098;1114,44;928,484;272,012;207,696;156,842;"0"
"6";1223,588;1,036;216,978;71,4;1,104;137,622;0,766;0,242;0,126;0,106;955,976;845,59;258,176;168,476;132,982;1141,74;0,988;200,584;70,2;0,982;128,51;0,7;0,282;0,1;0,112;841,386;812,236;296,954;137,978;126,438;"1"
"7";580,518;1,04;215,454;70;1,07;139,82;0,756;0,24;0,124;0,104;443,17;404,662;126,39;75,56;61,172;609,75;1,014;207,77;71;1,036;133,816;0,728;0,274;0,116;0,11;441,004;429,192;167,034;71,406;69,594;"1"
"8";1145,532;0,844;198,324;61,8;0,93;127,42;0,698;0,2;0,116;0,122;932,202;838,626;169,606;200,03;158,096;392,38;0,808;181,928;62,6;0,846;119,284;0,638;0,242;0,088;0,114;256,924;293,73;92,202;37,64;46,602;"1"
"9";741,04;1,008;205,784;70,8;1,034;134,66;0,716;0,246;0,1;0,094;554,906;514,418;182,612;91,934;74,852;1378,802;1,01;210,14;69,4;1,086;133,108;0,738;0,288;0,098;0,092;1007,054;923,964;379,54;141,384;121,102;"0"
"10";1900,424;1,034;207,946;71;1,072;132,314;0,724;0,292;0,11;0,104;1375,804;1263,28;573,946;205,33;184,452;1166,946;1,038;209,402;70,4;1,086;134,832;0,724;0,294;0,106;0,102;857,062;765,018;394,86;107,214;95,31;"1"
"11";2328,164;1,09;224,888;72,6;1,174;141,068;0,79;0,236;0,124;0,1;1868,67;1569,076;551,802;300,53;222,428;2474,458;1,134;215,434;74,6;1,212;138,726;0,764;0,272;0,098;0,074;1927,928;1565,222;633,812;240,162;175,514;"1"
"12";700,754;1,06;215,668;71,8;1,096;139,992;0,748;0,274;0,108;0,094;528,396;472,282;185,776;73,788;66,296;918,776;1,04;216,33;71;1,094;139,832;0,75;0,306;0,106;0,092;677,602;598,876;315,746;82,124;71,8;"1"
"13";1733,218;1,102;215,658;72,4;1,124;136,132;0,756;0,266;0,11;0,092;1392,55;1171,632;416,532;247,07;182,052;1376,15;1,094;218,944;72,8;1,14;141,546;0,762;0,302;0,108;0,094;1045,028;918,022;415,846;153,764;129,14;"1"
