"";"x"
"1";"https://www.vlr.gg/235431/bbl-queens-vs-rebels-velvet-game-changers-2023-series-ii-emea-groups-r5"
"2";"https://www.vlr.gg/235433/case-hydra-vs-guild-gc-game-changers-2023-series-ii-emea-groups-r5"
"3";"https://www.vlr.gg/235434/excel-gc-vs-acend-rising-game-changers-2023-series-ii-emea-groups-r5"
"4";"https://www.vlr.gg/235435/the-a-team-vs-fut-female-game-changers-2023-series-ii-emea-groups-r5"
"5";"https://www.vlr.gg/235402/g2-gozen-vs-alliance-coven-game-changers-2023-series-ii-emea-groups-r5"
"6";"https://www.vlr.gg/235403/kpi-shine-vs-ninjas-in-pyjamas-lightning-game-changers-2023-series-ii-emea-groups-r5"
"7";"https://www.vlr.gg/235404/natus-vincere-celestials-vs-karmine-corp-gc-game-changers-2023-series-ii-emea-groups-r5"
"8";"https://www.vlr.gg/235405/odd-1-out-vs-tiger-anonymo-game-changers-2023-series-ii-emea-groups-r5"
"9";"https://www.vlr.gg/221961/globant-emerald-team-vs-optix-fem-game-changers-2023-latin-america-split-1-round-robin"
