"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";732,148;1,136;221,58;75,6;1,192;143,602;0,78;0,306;0,118;0,098;581,076;480,18;219,304;90,48;69,64;1462,436;1,088;210,816;74,4;1,106;136,64;0,74;0,302;0,1;0,094;1160,906;976,678;414,336;174,25;144,26;"1"
"2";464,482;1,072;212,972;73;1,096;138,764;0,752;0,27;0,112;0,098;354,422;316,724;120,518;60,4;48,116;494,602;1,16;224,262;76;1,232;144,9;0,802;0,306;0,112;0,086;384,982;325,254;145,302;53,81;43,528;"0"
"3";687,236;1,074;210,292;72,8;1,092;136,36;0,734;0,316;0,108;0,094;535,044;463,442;199,8;93,396;70,372;1340,92;1,152;227,288;75,2;1,222;146,086;0,804;0,268;0,13;0,092;1149,588;906,906;311,402;216,744;145,552;"1"
"4";669,394;1,026;201,584;72,8;1,036;131,486;0,704;0,286;0,094;0,096;480,212;463,136;172,914;72,948;71,87;394,178;0,942;188,898;69,8;0,946;122,854;0,672;0,274;0,102;0,106;281,93;278,5;114,03;47,618;45,542;"0"
"5";999,134;1,086;205,396;74;1,13;135,07;0,738;0,278;0,094;0,086;729,578;632,254;267,382;84,054;73,412;854,81;1,138;229,442;73,6;1,208;148,808;0,82;0,258;0,116;0,104;740,312;583,67;192,386;125,752;94,982;"1"
"6";716,27;1,092;211,26;74;1,084;137,982;0,73;0,332;0,096;0,088;517,112;474,36;230,74;66,208;54,956;893,654;1,06;205,84;73,8;1,084;133,866;0,73;0,288;0,102;0,096;659,646;589,396;274,462;86,618;79,176;"0"
"7";592,178;1,066;216,206;73,6;1,104;140,672;0,764;0,316;0,116;0,104;445,612;407,89;176,168;71,952;68;373,518;1,034;199,81;72,2;1,014;130,072;0,706;0,332;0,096;0,086;263,276;260,856;131,808;38,894;31,778;"1"
"8";1000,246;1,1;218,668;74;1,152;142,992;0,772;0,264;0,118;0,104;753,302;665,556;273,244;104,306;91,044;638,752;1,04;205,964;72,2;1,036;134,284;0,722;0,31;0,098;0,094;463,114;435,284;195,08;60,942;55,072;"0"
"9";1379,11;1,108;218,908;74,2;1,188;139,074;0,762;0,3;0,108;0,088;1082,68;868,134;399,66;154,636;115,356;1233,294;1,07;222,736;72,2;1,184;141,374;0,78;0,252;0,13;0,102;988,946;801,656;281,186;184,956;138,718;"0"
"10";1603,638;1,098;229,186;72,8;1,164;147,394;0,796;0,328;0,116;0,102;1259,46;1079,808;555,98;165,064;136,216;2084,672;1,118;233,062;72,8;1,238;147,824;0,816;0,298;0,12;0,092;1764,384;1386,184;606,464;282,6;190,362;"1"
