"";"x"
"1";"https://www.vlr.gg/221300/team-smg-gc-vs-global-esports-phoenix-game-changers-2023-asia-pacific-open-2-playoffs-ubsf"
"2";"https://www.vlr.gg/221301/orangutan-x-vs-fs-sapphire-game-changers-2023-asia-pacific-open-2-playoffs-ubsf"
"3";"https://www.vlr.gg/211911/gods-reign-vs-reckoning-esports-challengers-league-south-asia-split-2-lr2"
"4";"https://www.vlr.gg/221302/point-of-authority-blossom-vs-the-hero-kda-game-changers-2023-asia-pacific-open-2-playoffs-lr1"
"5";"https://www.vlr.gg/221303/bigg-scythe-vs-rrq-kaguya-game-changers-2023-asia-pacific-open-2-playoffs-lr1"
"6";"https://www.vlr.gg/214672/wylde-vs-valiant-challengers-league-france-revolution-split-2-qf"
"7";"https://www.vlr.gg/220992/nasr-esports-vs-triple-esports-club-challengers-league-mena-resilience-lan-finals-lower-semi-fin"
"8";"https://www.vlr.gg/214673/joblife-vs-zerance-challengers-league-france-revolution-split-2-qf"
"9";"https://www.vlr.gg/220993/team-falcons-vs-team-raad-challengers-league-mena-resilience-lan-finals-upper-finals"
"10";"https://www.vlr.gg/206609/northwood-university-vs-winthrop-university-college-valorant-championship-gf"
"11";"https://www.vlr.gg/212534/the-guard-vs-g2-esports-challengers-league-north-america-lr2"
"12";"https://www.vlr.gg/212535/oxygen-esports-vs-faze-clan-challengers-league-north-america-lr2"
