"";"x"
"1";"https://www.vlr.gg/188319/hike-digital-esports-vs-bigetron-arctic-challengers-league-indonesia-split-2-r3"
"2";"https://www.vlr.gg/192674/panda-vs-tjd-esports-club-fgc-valorant-invitational-2023-act-2-qualifiers-play-in"
"3";"https://www.vlr.gg/188320/arf-team-vs-boom-esports-challengers-league-indonesia-split-2-r3"
"4";"https://www.vlr.gg/189027/gamelab-alpha-vs-stream-raiders-nacague-challengers-league-philippines-split-2-regular-season-w2"
"5";"https://www.vlr.gg/188322/dewa-united-esports-vs-le-crapaud-challengers-league-indonesia-split-2-r4"
"6";"https://www.vlr.gg/189028/naos-vs-oasis-gaming-challengers-league-philippines-split-2-regular-season-w2"
"7";"https://www.vlr.gg/183556/globant-emerald-team-vs-optix-fem-game-changers-2023-latin-america-split-1-round-robin"
"8";"https://www.vlr.gg/183569/awake-gaming-female-vs-akave-girls-game-changers-2023-latin-america-split-1-round-robin"
