"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";455,336;1,028;202,934;72;1,046;133,14;0,714;0,266;0,094;0,094;330,032;311,488;108,996;49,69;43,87;527,766;1,062;199,842;74,6;1,12;129,806;0,714;0,352;0,078;0,076;384,08;357,662;161,52;41,518;38,266
"2";195,236;0,998;197,936;73,6;0,998;129,266;0,698;0,316;0,104;0,104;146,23;135,386;52,526;21,822;19,934;662,036;0,998;210,388;69,6;1,086;135,56;0,742;0,266;0,122;0,112;496,958;435,284;194,858;73,16;61,168
"3";881,49;1,032;216,502;68,4;1,154;138,908;0,756;0,296;0,102;0,088;677,276;570,836;283,668;84,848;66,514;693,61;1,05;208,96;72;1,076;134,806;0,72;0,278;0,108;0,098;494,132;450,328;188,744;67,838;61,136
"4";152,708;1,12;220,056;75;1,17;140,424;0,772;0,332;0,106;0,096;119,828;103,504;46,384;18,916;16,702;484,026;1,022;211,642;70,2;1,114;136,88;0,738;0,29;0,1;0,084;361,924;322,05;135,868;49,86;41,382
"5";798,23;1,038;212,56;71,6;1,068;138,576;0,738;0,292;0,11;0,104;624,038;553,056;220,964;98,45;87,366;831,182;1,104;224,192;74;1,154;144,124;0,788;0,272;0,116;0,098;667,788;570,45;195,042;105,634;88,888
"6";870,352;1,064;215,584;72,4;1,098;136,622;0,756;0,28;0,1;0,096;680,874;610,244;214,92;106,076;100,392;866,266;1,136;230,202;74;1,182;147,626;0,804;0,292;0,13;0,104;719,934;598,698;230,608;128,612;103,198
"7";270,716;1,01;202,182;70,8;0,98;131,54;0,692;0,318;0,094;0,098;192,606;193,318;89,32;27,734;28,332;275,356;0,992;207,136;68,6;1,016;132,18;0,722;0,316;0,098;0,096;199,634;195,174;80,654;26,556;25,344
"8";1295,458;1,102;222,354;73,2;1,184;141,146;0,788;0,252;0,118;0,092;1093,65;881,35;288,004;191,474;139,144;1923,56;1,062;210,478;72,8;1,082;134,626;0,738;0,282;0,104;0,096;1512,808;1328,734;507,846;251,952;211,904
"9";326,412;1,08;213,036;71,6;1,12;139,356;0,74;0,28;0,108;0,1;245,95;216,304;89,81;36,982;30,558;1120,602;1,034;221,448;68,4;1,154;141,666;0,774;0,286;0,116;0,1;913,722;753,762;277,996;155,708;115,244
"10";372,43;0,94;205,282;68,2;0,976;132,692;0,72;0,236;0,1;0,116;277,802;272,736;79,13;41,774;40,604;667,558;1,018;216,142;71;1,102;139,62;0,772;0,248;0,108;0,09;624,042;496,798;130,362;137,024;94,52
"11";92,026;0,978;204,316;69,6;1,038;133,432;0,718;0,274;0,104;0,112;65,622;64,926;26,502;8,42;9,19;110,606;0,848;187,326;65,2;0,826;122,25;0,648;0,268;0,084;0,12;70,858;86,63;26,808;10,218;13,884
"12";658,156;1,012;198,86;74,6;1,016;126,76;0,678;0,336;0,102;0,096;471,818;458,148;168,438;92;76,7;417,564;1,068;217,53;72;1,1;140,47;0,752;0,284;0,11;0,1;316,304;284,878;118,56;47,25;41,518
"13";257,31;0,996;213,32;68,2;1,024;139,906;0,744;0,208;0,124;0,13;191,514;192,156;48,4;37,432;36,664;155,646;0,976;202,494;70,6;0,976;133,286;0,704;0,342;0,096;0,096;109,288;115,11;51,246;15,516;16,93
"14";188,952;1,06;215,438;73;1,08;139,674;0,75;0,32;0,114;0,092;142,044;131,724;53,75;24,256;17,424;1341,82;1,062;223,98;71;1,138;143,216;0,79;0,238;0,13;0,11;1068,562;935,896;295,392;182,544;151,846
"15";1459,122;1,126;228,574;74,4;1,19;146,704;0,794;0,306;0,126;0,106;1177,848;973,358;418,964;193,746;160,978;1187,242;1,012;211,572;70,2;1,04;136,358;0,736;0,258;0,12;0,11;918,446;830,9;290,052;158,002;124,072
"16";337,222;0,922;208,69;64,4;0,998;135,164;0,718;0,276;0,11;0,108;258,628;245,618;70,996;46,986;42,79;427,064;1,016;214,912;70,4;1,042;139,742;0,756;0,272;0,118;0,104;344,06;316,796;96,956;68,586;55,268
"17";365,244;0,786;188,29;58,6;0,956;119,51;0,662;0,26;0,076;0,084;247,646;245,734;93,112;25,308;25,19;392,112;0,984;209,156;70,4;1,094;134,792;0,754;0,224;0,12;0,112;293,492;266,742;93,002;40,462;37,982
"18";1000,186;0,992;202,464;70,8;0,992;131,842;0,702;0,29;0,098;0,102;802,506;707,552;238,82;149,854;126,914;736,916;1,074;215,564;72;1,126;139,942;0,76;0,26;0,11;0,096;565,716;510,798;178,11;87,426;79,274
"19";318,846;0,978;201,198;71,2;0,998;132,912;0,706;0,244;0,1;0,11;229,69;219,162;84,624;28,328;28,766;146,67;0,982;210,296;70,4;1,008;138,478;0,742;0,278;0,11;0,12;113,402;107,708;36,894;18,904;16,516
"20";868,268;1,02;208,984;72;1,08;132,998;0,736;0,254;0,108;0,104;645,436;599,502;202,52;99,418;94,892;225,692;0,868;175,77;67;0,848;116,094;0,608;0,294;0,066;0,092;145,256;159,302;65,702;14,9;18,976
"21";530,668;1,012;205,442;71,2;1,004;134,996;0,714;0,294;0,088;0,09;375,928;374;166,286;43,66;44,382;891,144;0,962;190,762;70,4;0,96;125,742;0,666;0,306;0,074;0,08;589,368;607,734;255,006;63,978;72,44
"22";969,75;1,06;211,106;72,6;1,102;135,032;0,744;0,278;0,102;0,086;738,764;647,894;238,176;111,958;93,224;820,502;0,986;210,452;67;1,084;136,048;0,742;0,238;0,108;0,094;613,238;564,78;186,174;95,312;79,426
"23";1559,816;1,094;237,296;71,4;1,23;148,17;0,82;0,256;0,144;0,11;1300,834;1034,216;370,962;243,774;179,516;1012,342;0,978;217,448;67,8;1,108;139,156;0,766;0,232;0,112;0,094;770,694;683,054;241,826;104,998;83,826
"24";1340,014;1,09;216,472;72,8;1,15;138,028;0,76;0,286;0,118;0,094;1066,742;887,13;382,292;176,856;135,736;780,844;1,076;213,62;72,4;1,182;135,872;0,764;0,254;0,104;0,086;613,76;507,15;200,484;85,878;66,53
