"";"x"
"1";"https://www.vlr.gg/192676/invincible-gaming-vs-panda-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"2";"https://www.vlr.gg/188323/alter-ego-vs-dominatus-challengers-league-indonesia-split-2-r4"
"3";"https://www.vlr.gg/188324/hike-digital-esports-vs-dewa-united-esports-challengers-league-indonesia-split-2-r4"
"4";"https://www.vlr.gg/192678/night-wings-gaming-vs-gank-gaming-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"5";"https://www.vlr.gg/188352/sharper-esport-vs-crit-esports-challengers-league-thailand-split-2-w2"
"6";"https://www.vlr.gg/188024/enigma-gaming-vs-teo-teo-teo-challengers-league-malaysia-singapore-split-2-d4"
"7";"https://www.vlr.gg/188325/le-crapaud-vs-boom-esports-challengers-league-indonesia-split-2-r4"
"8";"https://www.vlr.gg/189030/gamelab-alpha-vs-naos-challengers-league-philippines-split-2-regular-season-w2"
"9";"https://www.vlr.gg/188353/made-in-thailand-vs-full-sense-challengers-league-thailand-split-2-w2"
"10";"https://www.vlr.gg/192679/four-angry-men-vs-newhappy-esports-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"11";"https://www.vlr.gg/185901/reckoning-esports-vs-aster-army-challengers-league-south-asia-split-1-w4"
"12";"https://www.vlr.gg/183944/team-vitality-vs-fut-esports-champions-tour-2023-emea-league-w2"
"13";"https://www.vlr.gg/183557/sunxet-club-fem-vs-9z-team-gc-game-changers-2023-latin-america-split-1-round-robin"
"14";"https://www.vlr.gg/193042/disguised-gc-vs-shift-x-game-changers-2023-series-i-north-america-open-qualifier-decider-b"
"15";"https://www.vlr.gg/193092/ariana-grande-perfume-vs-grind-time-game-changers-2023-series-i-north-america-open-qualifier-dec"
"16";"https://www.vlr.gg/183570/fusion-x-vs-firepower-game-changers-2023-latin-america-split-1-round-robin"
