"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";732,776;0,982;204,092;70,2;1,006;129,914;0,716;0,28;0,108;0,102;671,818;545,16;147,424;146,006;101,458;124,256;0,942;192,67;65,6;0,914;125,06;0,654;0,33;0,08;0,128;80,894;89,476;34,854;10,528;16,076
"2";147,412;0,972;206,14;70;0,984;135,82;0,726;0,274;0,106;0,118;112,868;108,038;37,634;18,496;16,502;51,142;0,788;175,604;61,4;0,726;113,488;0,592;0,25;0,086;0,122;32,344;42,072;11,986;5,072;6,256
"3";562,614;1,07;217,37;70,6;1,116;139,394;0,756;0,246;0,124;0,112;422,188;373,344;145,45;62,3;56,114;699,358;1,092;214,972;72,8;1,13;138,24;0,752;0,304;0,104;0,094;532,842;458,738;217,43;70,24;63,672
"4";1125,636;1,036;221,432;68,6;1,156;141,548;0,774;0,286;0,116;0,098;918,664;755,76;280,262;156,176;115,412;368,658;0,982;210,012;68,2;1,002;133,328;0,72;0,294;0,118;0,124;268,786;267,64;102,754;49,194;49,12
"5";209,886;0,932;189,006;68;0,932;124,884;0,654;0,268;0,082;0,102;144,95;149,54;61,466;18,564;20,142;864,652;1,132;229,886;74,2;1,18;147,412;0,804;0,292;0,13;0,104;717,646;597,43;231,202;127,99;102,61
"6";535,67;1,01;193,67;72,8;1,024;125,202;0,68;0,346;0,078;0,076;388,968;363,436;164,12;42,092;39,1;237,014;0,93;196,68;70,2;0,92;129,378;0,676;0,272;0,108;0,102;170,032;174,652;59,166;32,388;26,022
"7";1631,62;1,022;216,55;70,4;1,112;138,294;0,758;0,284;0,118;0,102;1256,306;1125,122;453,652;215,822;174,688;454,806;1,05;220,282;70,6;1,118;142,67;0,768;0,25;0,122;0,108;357,072;320,172;88,904;72,692;56,698
"8";894,38;1,03;216,37;68,6;1,152;138,856;0,754;0,298;0,102;0,088;687,184;578,308;288,658;86,51;67,512;662,932;0,99;197,826;72,6;0,99;126,56;0,674;0,316;0,098;0,098;473,758;462,51;169,404;92,064;77,498
"9";158,194;1,114;218,84;74,8;1,162;139,094;0,766;0,332;0,102;0,096;124,518;106,648;48,368;19,562;17,146;471,506;0,94;200,744;66,6;1,04;129,194;0,692;0,304;0,1;0,092;330,088;315,61;136,962;44,966;42,026
"10";259,304;1,01;214,608;68,8;1,036;140,224;0,752;0,214;0,126;0,126;194,106;192,828;49,26;37,692;36,562;149,84;0,942;202,264;69,8;0,962;132,854;0,702;0,264;0,096;0,106;102,098;108,452;39,956;14,508;14,858
"11";1498,43;0,988;206,8;70;1,036;133,678;0,72;0,302;0,094;0,096;1057,39;1013,38;468,838;119,902;115,948;705,136;1,046;215,614;72,4;1,084;138,336;0,764;0,226;0,13;0,114;560,42;499,068;127,536;113,884;92,142
"12";805,826;1,01;207,574;72,4;1,072;131,872;0,732;0,236;0,11;0,096;636,254;534,368;151,2;139,67;105,622;242,244;1,046;216,446;70,6;1,078;141,422;0,746;0,258;0,128;0,114;182,308;175,262;65,994;35,808;30,928
"13";1757,556;1,038;218,414;71,2;1,148;135,844;0,772;0,252;0,122;0,11;1399,118;1191,578;392,428;248,078;187,024;1492,082;1,054;214,76;72;1,16;136,304;0,76;0,252;0,112;0,102;1149,752;966,082;367,466;166,754;136,416
"14";833,514;1,002;201,066;71,6;1,016;129,16;0,696;0,296;0,092;0,096;610,382;575,33;230,35;87,548;84,114;1325,734;1,01;204,328;71,6;1,062;128,72;0,716;0,28;0,102;0,092;969,498;895,064;346,556;147,534;125,762
"15";1766,676;1,058;226,668;69,8;1,166;144,974;0,796;0,262;0,124;0,104;1461,476;1212,876;426,564;246,18;189,384;1329,66;1,104;216,144;74,8;1,144;138,654;0,762;0,302;0,106;0,094;1024,402;884,366;380,532;152,95;130,404
"16";843,738;1,036;220,478;70;1,122;139,118;0,77;0,28;0,124;0,102;708,74;595,546;211,874;134,984;95,942;1237,368;1,042;209,108;70,4;1,088;134,58;0,724;0,298;0,102;0,102;907,222;809,03;418,08;114,2;102,958
"17";1496,802;1,048;219,85;71;1,13;140,606;0,77;0,276;0,114;0,098;1150,638;1011,438;421,664;157,356;136,536;1781,156;1,094;214,782;72,6;1,116;135,654;0,756;0,268;0,11;0,094;1424,958;1206,52;431,496;253,774;189,204
