"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1189,486;1,042;220,548;69,6;1,154;141,006;0,772;0,294;0,116;0,096;964,332;794,216;303,958;163,196;121,258;509,472;0,958;201,436;67;1,048;129,608;0,692;0,31;0,098;0,092;362,354;342,03;146,986;51,554;48,628;"1"
"2";1138,792;1,058;221,686;72,6;1,086;141,676;0,768;0,29;0,126;0,116;929,542;825,276;278,102;182,526;151,968;305,13;1,03;211,502;71,4;1,03;140,604;0,734;0,292;0,1;0,104;228,932;220,956;86,346;34,876;34,514;"1"
"3";578,606;1,022;210,338;70,6;1,104;136,3;0,734;0,29;0,098;0,088;436,502;387,754;157,794;64,752;52,03;616,926;1,038;212,348;71,6;1,068;136,8;0,736;0,266;0,118;0,104;451,174;432,368;158,45;70,232;65,024;"1"
"4";581,912;1,074;214,718;73,2;1,106;139,898;0,752;0,302;0,102;0,1;424,11;393,854;193,514;57,386;55,12;239,672;0,978;199,466;71,8;0,99;129,752;0,69;0,302;0,098;0,098;171,996;168,336;62,346;28,058;24,308;"1"
"5";807,324;0,946;206,55;67,2;1,054;133,138;0,72;0,288;0,098;0,098;594,764;533,706;218,764;77,348;67,708;903,342;1,018;208,632;71,6;1,076;132,972;0,736;0,254;0,108;0,104;667,942;625,46;210,36;103,014;99,016;"1"
"6";847,132;1,104;223,912;74;1,156;144,032;0,788;0,276;0,114;0,098;680,952;579,444;201,816;107,268;90,456;844,03;1,032;216,986;71;1,062;140,47;0,754;0,298;0,116;0,112;660,632;592,592;240,31;105,394;96,188;"1"
"7";148,71;0,97;196,808;70,4;0,974;128,33;0,684;0,294;0,096;0,108;105,48;104,35;43,878;15,062;15,474;194,89;0,888;186,886;66,2;0,874;124,83;0,652;0,23;0,104;0,106;135,904;145,158;38,312;23,374;24,494;"1"
"8";929,252;1,09;228,33;72,8;1,162;146,052;0,798;0,274;0,12;0,106;765,59;628,502;212,036;121,216;98,698;742,426;0,994;208,016;69,8;1,05;134,9;0,732;0,246;0,116;0,108;536,422;496,198;181,582;71,764;62,342;"1"
"9";1749,604;1,064;214,774;72,2;1,11;138,246;0,758;0,29;0,104;0,092;1359,054;1187,174;459,57;204,722;168,34;1379,372;1,086;215,318;72,6;1,14;137,478;0,754;0,29;0,114;0,094;1093,356;918,172;389,598;182,128;141,758;"1"
"10";2600,882;1,112;229,256;73;1,212;143,984;0,806;0,25;0,126;0,1;2207,698;1741,756;589,962;378,206;235,096;1601,66;1,094;235,73;71,2;1,22;147,41;0,812;0,258;0,142;0,11;1331,56;1062,234;377,962;248,868;184,576;"1"
"11";1311,078;1,032;221,634;70,8;1,118;138,34;0,778;0,232;0,138;0,11;1093,184;923,972;270,992;219,124;157,184;1734,962;0,98;214,382;68,8;1,106;134,88;0,742;0,284;0,11;0,094;1288,766;1150,006;516,148;174,292;132,74;"0"
"12";1588,24;1,098;229,76;72,8;1,164;147,722;0,796;0,328;0,116;0,102;1248,772;1069,358;553,444;163,07;134,63;1364,622;1,11;219,008;74,2;1,192;139,032;0,764;0,3;0,108;0,086;1074,348;857,676;396,428;153,03;113,836;"1"
