"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";448,35;1,03;203,182;72;1,044;133,29;0,714;0,262;0,094;0,094;325,652;306,074;106,892;49,204;43,008;479,968;1,006;206,628;70,8;1;132,314;0,71;0,308;0,098;0,102;341,978;344,31;149,762;43,402;44,676
"2";1104,62;0,996;211,61;67,8;1,118;135,394;0,742;0,276;0,098;0,094;840,132;729,086;287,494;112,676;97,02;2026,354;1,114;236,8;71,8;1,196;147,604;0,828;0,218;0,152;0,114;1794,462;1419,898;383,872;381,706;267,98
"3";313,4;0,968;196,12;70,2;0,98;131,156;0,688;0,222;0,09;0,098;226,82;224,064;65,78;33,338;34,312;126,208;0,99;210,494;70,4;1,018;139,018;0,744;0,27;0,118;0,124;99,598;91,056;31,678;16,864;14,312
"4";1185,392;1,006;212,508;70,8;1,086;136,78;0,746;0,272;0,108;0,098;862,46;796,41;334,138;113,454;104,336;1680,742;1,122;221,86;74,4;1,246;139,114;0,782;0,29;0,12;0,098;1307,388;1051,692;467,652;208,96;167,656
"5";574,798;0,956;196,11;69,4;0,954;125,46;0,684;0,29;0,102;0,094;410,75;404,636;166,882;57,116;53,536;1741,948;1,068;211,886;73;1,12;137,896;0,75;0,254;0,106;0,098;1334,504;1158,956;411,63;211,112;181,704
"6";943,308;1,06;226,07;71;1,142;142,412;0,792;0,258;0,122;0,108;749,296;655,718;232,51;121,744;107,018;1030,912;1,024;202,562;71,8;1,058;132,346;0,714;0,286;0,094;0,086;825,126;696,428;253,854;136,618;106,782
"7";812,152;0,982;210,736;66,8;1,09;136,212;0,742;0,236;0,108;0,094;606,996;558,66;183,804;94,294;78,312;2508,294;1,092;227,832;70,8;1,156;145,696;0,804;0,218;0,132;0,114;2157,642;1743,754;477,68;397,436;306,27
"8";2105,622;1,076;211,648;73,6;1,1;137,064;0,744;0,3;0,11;0,094;1558,146;1399,334;648,84;218,484;175,278;1607,548;1,072;218,542;71,6;1,108;141,648;0,766;0,262;0,114;0,104;1276,274;1125,36;383,484;216,098;180,336
"9";600,662;0,992;207,828;69,4;1,058;133,152;0,73;0,254;0,114;0,098;456,882;405,292;143,094;77,81;60,53;683,748;1,056;207,082;72;1,072;134,108;0,728;0,28;0,104;0,096;542,416;464,264;171,352;89,298;68,83
"10";1001,688;1,05;215,956;70,2;1,118;139,13;0,762;0,246;0,104;0,098;791,69;685,728;230,956;122,496;104,572;1187,28;1,056;214,762;72,4;1,084;139,066;0,756;0,28;0,102;0,092;928,222;825,866;298,412;141,076;114,864
"11";780,996;1,044;199,79;72,4;1,088;128,276;0,712;0,28;0,086;0,082;584,718;506,584;202,87;75,128;54,242;1010,47;0,946;216,4;64,6;1,104;134,816;0,756;0,276;0,118;0,104;767,644;689,998;291,238;125,916;97,486
"12";1381,57;1,092;221,94;72,8;1,15;143,682;0,78;0,268;0,12;0,1;1107,166;944,766;352,534;183,762;138,786;1262,366;1,044;217,064;72;1,108;138,036;0,766;0,246;0,122;0,108;988,14;870,058;268,552;173,244;136,88
"13";904,192;1,048;215,322;70,8;1,112;139,252;0,76;0,25;0,126;0,104;682,306;618,23;235,062;114,002;90,892;1822,77;1,092;225,796;72,4;1,162;143,524;0,79;0,252;0,122;0,108;1474,36;1230,116;403,236;269,654;208,042
"14";1341,714;1,03;215,774;71,6;1,05;138,462;0,744;0,288;0,12;0,112;1017,632;935,75;441,636;150,912;133,092;471,11;1,008;215,618;70,8;1,032;139,71;0,754;0,244;0,12;0,11;358,9;337,142;109,082;55,196;47,562
"15";1715,79;0,974;214,942;68,2;1,108;135,026;0,744;0,282;0,11;0,094;1276,598;1137,156;507,7;172,386;129,862;1948,654;1,11;232,152;72,6;1,244;147,16;0,814;0,298;0,122;0,092;1654,502;1278,634;571,266;268,44;167,33
"16";938,738;1,036;210,284;71,2;1,088;135,814;0,738;0,254;0,11;0,092;704,496;647,018;213,184;128,632;106,128;1706,084;1,02;204,26;70,4;1,042;132,892;0,702;0,268;0,096;0,086;1234,802;1141,1;431,192;170,868;136,434
"17";1351,756;0,994;207,19;68,4;1,106;132,506;0,726;0,284;0,092;0,084;1008,528;853,26;329,606;131,852;104,452;742,148;1,01;208,76;69,4;1,062;135,21;0,732;0,24;0,108;0,098;548,746;511,554;176,584;81,724;73,072
"18";1298,896;1,048;217,246;71,6;1,134;139,522;0,764;0,236;0,112;0,098;1000,776;883,318;296,094;152,452;132,04;923,786;1,02;220,512;69;1,082;140,532;0,77;0,27;0,118;0,108;713,284;642,078;245,532;101,972;89,242
"19";1045,284;1,064;224,308;71,8;1,166;142,288;0,8;0,234;0,13;0,108;904,08;719,4;199,902;161,21;120,316;1457,056;1,064;222,84;72;1,198;139,518;0,782;0,238;0,132;0,1;1200,034;962,69;305,87;238,118;166,1
