"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1704,124;1,12;220,722;74,6;1,24;138,476;0,776;0,296;0,118;0,098;1318,03;1065,138;482,228;206,842;167,53;1770,426;1,04;217,442;70,6;1,11;140,208;0,76;0,288;0,108;0,094;1315,61;1187,62;512,726;201,388;169,892;"1"
"2";1195,536;1;202,998;71,4;1,002;132,01;0,704;0,3;0,098;0,102;963,282;841,776;292,934;178,92;151,022;1315,12;1,102;221,694;73;1,18;140,826;0,788;0,254;0,118;0,092;1110,75;893,964;293,39;195,928;142,07;"0"
"3";1398,656;1,118;225,128;74,2;1,192;142,702;0,79;0,268;0,118;0,094;1136,188;939,664;353,436;181,4;138,384;1385,594;1,046;212,074;72,6;1,104;134,972;0,74;0,278;0,122;0,104;1105,814;925,928;326,088;201,032;152,48;"1"
"4";1449,886;1,096;220,634;73,2;1,154;142,844;0,774;0,272;0,118;0,098;1162,998;988,124;370,062;192,79;144,668;1233,314;0,998;205,806;70;1,01;133,724;0,716;0,286;0,1;0,102;908,3;875,704;325,178;140,612;132,844;"1"
"5";584,872;1;203,558;70,6;0,986;133,904;0,704;0,294;0,088;0,094;413,42;414,288;182,754;48,508;50,328;1137,386;0,98;203,142;68,6;1,014;132,76;0,716;0,224;0,112;0,106;753,116;764,548;313,646;78,97;81,78;"1"
"6";1874,534;1,1;225,646;72,8;1,17;143,482;0,788;0,252;0,122;0,106;1516,738;1261,63;416,64;277,314;212,116;912,03;1,002;206,494;69,8;1,054;133,328;0,73;0,254;0,094;0,086;655,232;635,144;233,594;82,854;73,736;"1"
"7";971,834;1,13;210,402;75,4;1,186;139,042;0,75;0,292;0,092;0,076;716,082;607,868;265,46;81,51;69,254;518,526;1,108;218,968;73,8;1,156;141,252;0,772;0,3;0,114;0,102;399,436;346,472;153,402;57,682;50,942;"1"
"8";1241,98;1,064;204,568;73,2;1,096;132,54;0,724;0,276;0,094;0,076;936,8;826,708;291,994;141,084;107,39;955,716;1,114;223,568;72,8;1,18;145,1;0,786;0,276;0,118;0,094;749,508;637,638;265,742;111,76;82,67;"0"
"9";659,552;1;208,828;70;1,012;134,28;0,726;0,244;0,122;0,118;488,282;476,074;159,556;89,794;79,854;983,614;1,032;217,954;68,8;1,108;140,29;0,766;0,218;0,118;0,1;815,832;677,828;176,878;153,646;107,064;"1"
"10";961,518;1,044;213,822;70,6;1,096;138,362;0,752;0,258;0,122;0,106;720,33;660,822;251,204;118,738;98,162;1428,25;0,986;205,656;67,6;1,05;134,1;0,72;0,272;0,104;0,096;1116,812;992,414;337,86;189,254;158,724;"1"
"11";1081,276;1,048;220,652;71,8;1,144;140,574;0,784;0,238;0,124;0,106;923,396;746,566;206,468;164,684;125,762;2202,106;1,114;219,424;74,4;1,144;140,982;0,768;0,288;0,108;0,09;1694,33;1451,05;664,278;225,594;169,822;"1"
"12";1793,046;1,014;204,004;70,4;1,038;132,604;0,702;0,272;0,098;0,086;1293,828;1201,722;453,296;179,7;145,47;971,566;1,016;207,206;71,2;1,036;133,804;0,724;0,256;0,102;0,102;713,024;677,484;245,196;102,838;98,022;"0"
