"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";448,26;1,066;215,616;72,2;1,1;139,43;0,75;0,288;0,11;0,1;339,37;304,784;125,972;51,242;44,764;931,05;1,028;215,126;68,8;1,142;138,196;0,75;0,298;0,102;0,088;710,45;606,006;298,542;90,328;71,92
"2";658,33;0,992;209,226;67,4;1,058;134,198;0,726;0,27;0,108;0,098;505,442;456,046;153,012;92,722;79,024;792,12;1,088;213,918;72,4;1,128;137,692;0,752;0,3;0,102;0,096;602,32;519,398;243,086;79,452;73,068
"3";365,754;0,95;209,84;66,6;0,998;136,638;0,726;0,276;0,106;0,11;280,772;268,856;74,17;51,608;47,026;1085,138;1,058;221,966;72,4;1,078;141,632;0,768;0,284;0,128;0,12;886,622;790,826;260,754;175,766;146,286
"4";326,33;1,008;203,574;71;0,988;132,62;0,7;0,322;0,1;0,1;231,994;235,468;106,482;34,184;33,77;383,02;1,076;215,566;72,8;1,094;139,918;0,75;0,316;0,104;0,1;291,456;261,964;118,108;40,482;39,334
"5";1306,718;1,098;221,736;73;1,18;140,862;0,786;0,252;0,118;0,092;1101,484;890,3;291,206;193,824;141,244;286,678;0,994;205,166;70,4;1,01;133,688;0,708;0,262;0,114;0,112;213,226;207,424;71,53;42,45;37,872
"6";475,4;1,054;219,564;70,6;1,122;142,088;0,768;0,252;0,124;0,108;371,274;333,564;95,492;74,234;59,062;731,104;1,028;213,798;71,8;1,07;137,566;0,756;0,226;0,13;0,114;577,784;518,526;133,456;116,762;95,278
"7";594,882;1,054;213,694;70,6;1,098;137,358;0,744;0,252;0,12;0,11;446,868;395,44;154,066;67,332;58,372;759,744;1,02;205,968;71,4;1,05;133,316;0,712;0,282;0,106;0,098;530,984;500,534;207,554;71,974;68,272
"8";422,878;1,13;217,87;75,4;1,21;139,386;0,764;0,34;0,116;0,096;332,392;271,456;122,794;49,926;38,94;426,956;0,784;183,868;59;0,918;119,238;0,646;0,254;0,076;0,088;287,838;293,498;105,832;31,168;31,966
"9";554,36;0,964;199,848;69,6;0,964;130,14;0,694;0,274;0,098;0,1;390,698;407,52;130,114;63,318;61,638;391,36;0,988;199,348;70,6;0,976;129,922;0,694;0,286;0,098;0,108;277,65;279,274;102,862;37,592;40,23
"10";1206,608;1,01;211,196;70,2;1,036;136,208;0,736;0,258;0,12;0,108;933,896;846,08;295,222;160,964;126,344;1196,556;1,038;212,614;71,2;1,082;137,534;0,75;0,278;0,118;0,104;874,972;811,482;361,91;119,312;108,252
"11";376,874;1,004;209,896;70,6;1,024;136,944;0,72;0,302;0,114;0,106;272,64;267,514;110,928;41,218;38,918;841,774;1,104;223,502;74;1,15;143,776;0,788;0,274;0,114;0,098;675,616;576,736;199,352;106,588;90,284
"12";441,598;1,002;205,776;70,8;1,006;133,802;0,718;0,282;0,102;0,102;317,004;315,568;113,162;48,734;50,042;1115,69;1,01;210,152;69,8;1,084;135,22;0,734;0,284;0,108;0,096;829,312;716,814;316,066;94,318;79,168
"13";170,904;0,884;185,892;65,6;0,872;124,61;0,65;0,226;0,106;0,108;118,08;127,38;33,042;20,902;21,244;126,124;1,012;205,138;71;1,024;133,608;0,716;0,282;0,104;0,114;91,512;87,846;36,476;12,704;12,752
"14";541,818;1,072;202,508;73,6;1,078;129,892;0,71;0,312;0,088;0,078;426,654;356,892;168,564;58,536;44,53;572,308;0,968;207,578;68,2;0,986;134,41;0,718;0,282;0,102;0,108;427,782;414,97;152,986;64,694;58,962
"15";902,274;1,018;208,88;71,6;1,082;133,072;0,734;0,254;0,108;0,104;666,782;623,892;210,072;102,894;98,838;915,06;1,048;211,228;71,8;1,086;139,142;0,74;0,27;0,1;0,092;674,554;614,686;235,828;92,074;80,992
"16";2562,57;1,094;227,966;71;1,166;145,716;0,802;0,222;0,132;0,112;2208,122;1776,5;489,3;406,616;310,25;1796,98;1,01;209,366;68,8;1,04;134,936;0,74;0,222;0,122;0,11;1350,672;1241,714;368,274;241,12;194,776
"17";1699,586;1,07;215,582;72;1,114;138,69;0,76;0,288;0,106;0,092;1323,512;1152,41;448,826;198,658;161,744;662,13;0,906;204,928;61,4;1,106;125,676;0,728;0,258;0,094;0,078;524,39;436,754;163,736;78,06;58,954
"18";1615,38;1,098;223,498;73,4;1,198;142,088;0,78;0,29;0,104;0,084;1273,572;1047,206;502,406;163,59;125,738;1032,964;0,978;217,08;68;1,108;139,072;0,764;0,236;0,11;0,094;786,454;696,798;248,222;108,692;86,178
"19";1362,298;1,03;212,838;71,4;1,082;136,082;0,734;0,288;0,118;0,102;1016,59;907,466;402,112;157,816;129,012;862,086;1,004;201,052;71,6;1,014;129,236;0,696;0,296;0,092;0,096;629,56;595,892;240,006;90,374;87,388
"20";2809,198;1,148;229,42;74,6;1,254;146,148;0,81;0,282;0,118;0,086;2370,26;1843,166;719,268;390,564;266,116;1342,45;1,102;215,776;74,4;1,142;138,43;0,756;0,302;0,104;0,094;1033,98;893,996;381,598;155,184;133,374
"21";407,07;1,012;205,77;70,6;1,038;133,71;0,72;0,282;0,096;0,102;283,498;287,024;114,004;38,172;42,18;557,114;1,076;219,214;72,4;1,122;140,352;0,764;0,294;0,13;0,106;437,588;391,582;141,356;82,81;67,4
"22";1341,284;1,01;204,252;71,6;1,062;128,758;0,716;0,284;0,102;0,092;979,976;906,764;351,114;150,248;127,44;738,874;1,058;213,898;71,8;1,086;139,032;0,74;0,282;0,108;0,096;551,904;497,458;197,326;77,162;69,34
"23";1513,1;1,05;219,852;71,2;1,13;140,656;0,772;0,276;0,112;0,098;1163,252;1021,602;425,902;159,298;137,994;2262,39;1,06;218,406;71,6;1,126;140,626;0,766;0,272;0,104;0,096;1776,208;1517,108;636,892;231,618;192,82
"24";658,33;0,992;209,226;67,4;1,058;134,198;0,726;0,27;0,108;0,098;505,442;456,046;153,012;92,722;79,024;448,26;1,066;215,616;72,2;1,1;139,43;0,75;0,288;0,11;0,1;339,37;304,784;125,972;51,242;44,764
"25";1309,124;1,076;223,61;70,2;1,15;141,046;0,784;0,266;0,128;0,106;1075,462;886,438;332,46;201,246;146,128;570,508;0,92;206,276;65,2;1,012;130,572;0,716;0,284;0,102;0,1;409,196;396,824;155,146;57,222;54,734
