"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";871,562;1,032;216,996;68,2;1,158;139,176;0,76;0,296;0,102;0,088;671,24;563,182;281,6;83,704;64,922;651,312;1,092;215,496;73;1,134;138,456;0,752;0,304;0,104;0,094;495,916;427,384;203,462;65,36;59,192;"0"
"2";473,404;1,232;245,506;77,2;1,356;158,264;0,862;0,304;0,124;0,096;430,978;307,064;137,43;66,304;44,436;664,774;1,138;221,05;75,2;1,2;141,258;0,786;0,294;0,092;0,076;537,538;437,174;173,994;67;56,25;"1"
"3";354,736;0,95;202,08;69,8;0,966;130,546;0,704;0,298;0,112;0,116;254,586;261,416;90,992;47,58;47,27;438,346;1,172;211,18;77,4;1,252;134,496;0,75;0,32;0,088;0,07;359,684;284,778;142,278;49,104;35,158;"0"
"4";870,258;1,038;226,53;71,4;1,106;143,878;0,796;0,236;0,134;0,116;707,124;624,4;195,814;120,116;92,756;181,572;1,074;222,646;71,4;1,174;141,678;0,776;0,324;0,124;0,098;145,45;124,406;50,598;25,166;22,09;"1"
"5";375,38;0,934;198,63;69,8;0,92;133,044;0,696;0,272;0,098;0,106;261,392;281,676;99,002;36,146;39,566;590,388;0,978;196,544;70,4;1,016;125,55;0,694;0,296;0,074;0,078;406,544;396,24;178,162;46,282;47,104;"0"
"6";324,008;0,928;200,1;66;0,948;131,644;0,68;0,264;0,092;0,104;240,766;234,094;76,43;36,016;36,142;133,522;1,028;210,732;72,2;1,052;137,062;0,73;0,27;0,122;0,114;103,904;94,19;32,03;16,47;15,48;"0"
"7";475,45;1,046;210,316;71,2;1,062;134,956;0,734;0,28;0,114;0,106;360,434;338,492;121,464;64,548;60,232;232,718;1,06;211,572;71,8;1,098;137,718;0,73;0,34;0,096;0,096;159,598;164,602;55,502;25,172;28,026;"1"
"8";916,668;1,058;211,274;72,2;1,096;135,142;0,742;0,276;0,102;0,086;698,752;613,624;226,016;104,38;87,128;2078,362;1,112;225,926;73,2;1,178;143,68;0,796;0,252;0,126;0,102;1768,038;1415,298;460,726;320,894;232,964;"0"
"9";1215,16;1,044;209,318;70,4;1,088;134,766;0,726;0,298;0,102;0,102;890,736;795,104;411,744;111,72;99,96;1286,616;1,012;204,806;71,4;1,07;128,75;0,722;0,28;0,102;0,092;941,796;867,152;339,698;142,35;121,09;"1"
"10";864,252;1,056;218,358;70,8;1,092;137,634;0,764;0,278;0,132;0,114;669,274;587,704;241,076;109,272;86,712;441,15;0,982;217,588;68;1,052;138,012;0,75;0,272;0,114;0,106;335,736;315,3;113,016;51,81;45,486;"1"
