"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";861,126;1,062;219,138;72,2;1,106;139,004;0,772;0,278;0,11;0,1;687,46;604,336;223,31;110,204;95,116;726,368;1,112;234,952;73;1,206;146,268;0,818;0,238;0,144;0,11;626,424;496,156;149,07;124,832;85,058
"2";446,136;1,04;203,72;72;1,05;133,564;0,716;0,266;0,096;0,096;324,366;304,088;106,47;48,99;42,62;295,484;0,952;192,214;69,4;0,954;128,982;0,67;0,224;0,09;0,104;213,412;212,2;63,066;31,328;32,872
"3";1335,306;1,04;211,738;72,4;1,1;134,564;0,734;0,274;0,12;0,106;1068,502;891,696;317,196;192,234;145,966;1364,216;1,12;226,236;74;1,194;143,258;0,79;0,264;0,12;0,094;1116,422;918,89;338,172;179,902;136,852
"4";111,514;1,05;218,808;71,8;1,084;143,022;0,774;0,28;0,116;0,124;90,924;78,244;29,73;14,638;12,194;480,018;0,994;205,394;70,4;0,984;131,466;0,704;0,3;0,098;0,102;340,336;345,474;148,516;42,994;44,914
"5";931,21;1,104;222,698;72,4;1,154;144,234;0,776;0,262;0,122;0,102;735,974;621,822;231,126;119,49;95,36;871,768;1,014;210,472;69,4;1,084;135,654;0,744;0,25;0,11;0,1;648,202;592,842;223,654;96,036;85,538
"6";1707,908;1,018;204,134;70,4;1,04;132,812;0,702;0,266;0,096;0,086;1236,206;1142,57;431,36;171;136,632;928,252;1,12;225,524;73;1,194;146,23;0,792;0,276;0,12;0,092;728,42;619,346;256,29;107,588;78,22
"7";495,888;0,976;206,034;69,6;0,982;132,95;0,712;0,274;0,12;0,118;363,602;362,268;123,112;69,144;63,902;313,294;0,99;202,572;70,8;0,99;133,458;0,706;0,276;0,088;0,11;220,372;220,108;90,902;26,68;29,208
"8";2101,208;1,076;211,73;73,6;1,1;137,098;0,744;0,3;0,108;0,094;1555,126;1396,438;647,432;217,996;174,924;941,588;1,016;207,458;70,8;1,036;133,718;0,724;0,256;0,102;0,1;690,434;655,6;239,704;99,024;94,492
"9";474,964;1,11;219,378;74,2;1,166;141,59;0,774;0,298;0,116;0,102;363,996;319,916;138,208;53,154;46,658;332,106;1,024;202,278;71,2;1,024;134,084;0,71;0,286;0,1;0,09;236,86;226,466;95,17;31,09;29,156
"10";336,134;1,126;221,158;74,8;1,196;142,018;0,766;0,28;0,116;0,102;268,954;225,922;92,278;46,678;37,608;450,556;1,142;222,342;75;1,178;144,822;0,77;0,326;0,092;0,078;322,164;295,816;144,498;35,558;30,634
"11";775,948;1,078;207,168;74,2;1,126;135,522;0,74;0,278;0,098;0,08;578,652;507,668;222,964;83,528;62,304;302,094;1,05;221,552;71,6;1,118;143,254;0,784;0,24;0,132;0,114;241,632;215,054;65,18;44,27;39,36
"12";548,76;1,126;221,784;75,4;1,186;144,044;0,778;0,294;0,116;0,098;429,982;363,378;152,682;63,272;51,826;755,092;1,072;207;74,6;1,11;134,116;0,736;0,274;0,1;0,09;565,426;489,704;231,422;73,926;62,444
"13";597,848;0,988;207,566;69,4;1,056;132,942;0,728;0,254;0,112;0,098;454,65;403,658;141,928;77,512;60,438;1010,244;0,946;216,588;64,8;1,106;134,908;0,758;0,278;0,118;0,102;768,292;689,876;291,072;126,202;97,586
"14";485,852;0,972;196,646;70;0,96;128,666;0,686;0,272;0,098;0,104;339,05;345,38;132,06;47,758;45,726;256,788;0,952;200,512;68,4;0,974;129,708;0,696;0,306;0,1;0,114;177,5;177,05;68,414;19,456;18,458
"15";586,132;1,004;210,65;69;1,044;136,698;0,742;0,264;0,098;0,1;433,358;406,556;155,568;53,73;54,11;989,87;1,048;216,016;70;1,122;139,174;0,762;0,246;0,104;0,098;782,908;678,274;227,736;121,28;103,348
"16";1609,346;1,076;218,84;72;1,11;141,792;0,768;0,262;0,114;0,102;1278,448;1126,226;384,106;216,45;180,354;1818,236;1,086;225,764;72,4;1,16;143,528;0,786;0,252;0,122;0,11;1469,184;1228,22;402,416;268,636;207,742
"17";776,38;1,046;199,85;72,4;1,088;128,316;0,714;0,278;0,086;0,082;580,78;503,92;202,208;74,628;53,326;919,666;1,02;221,026;69,2;1,084;140,8;0,77;0,27;0,12;0,108;709,792;639,446;244,39;101,186;88,834
"18";1190,294;1,002;206,776;70;1,018;134,172;0,722;0,286;0,102;0,102;881,766;844,956;311,518;139,054;128,808;1578,544;0,992;215,12;68,2;1,082;136,052;0,754;0,228;0,122;0,112;1210,716;1104,148;345,294;206,714;170,184
"19";527,388;0,984;203,674;70,2;1,006;133,294;0,714;0,264;0,106;0,104;385,802;366,968;130,546;57,868;52,082;614,884;0,996;210,428;70,2;1,016;135,608;0,736;0,28;0,116;0,112;476,982;455,612;158,216;88,496;78,65
