"";"x"
"1";"https://www.vlr.gg/186405/attacking-soul-esports-vs-funplus-phoenix-fgc-valorant-invitational-2023-act-1-d1"
"2";"https://www.vlr.gg/186406/bilibili-gaming-vs-nter-fgc-valorant-invitational-2023-act-1-d1"
"3";"https://www.vlr.gg/186363/thailand-attitude-vs-capybara-challengers-league-thailand-split-2-decider"
"4";"https://www.vlr.gg/186407/kone-esc-vs-dragon-ranger-gaming-fgc-valorant-invitational-2023-act-1-d1"
"5";"https://www.vlr.gg/185888/aster-army-vs-medal-esports-challengers-league-south-asia-split-1-w2"
"6";"https://www.vlr.gg/184644/loud-gc-vs-bb-w7m-game-changers-2023-brazil-series-1-main-event-ubqf"
"7";"https://www.vlr.gg/183552/sunxet-club-fem-vs-optix-fem-game-changers-2023-latin-america-split-1-round-robin"
"8";"https://www.vlr.gg/184645/oddik-bright-vs-black-dragons-female-game-changers-2023-brazil-series-1-main-event-ubqf"
"9";"https://www.vlr.gg/183565/awake-gaming-female-vs-firepower-game-changers-2023-latin-america-split-1-round-robin"
