"";"x"
"1";"https://www.vlr.gg/233057/gtz-esports-vs-fokus-champions-tour-2023-emea-ascension-sf"
"2";"https://www.vlr.gg/233058/team-queso-vs-s2g-esports-champions-tour-2023-emea-ascension-sf"
