"";"x"
"1";"https://www.vlr.gg/220842/scarz-vs-fancy-united-esports-champions-tour-2023-pacific-ascension-playoffs-qf"
"2";"https://www.vlr.gg/235560/attacking-soul-esports-vs-monarch-effect-champions-tour-2023-champions-china-qualifier-lr1"
"3";"https://www.vlr.gg/220843/boom-esports-vs-bonkers-champions-tour-2023-pacific-ascension-playoffs-qf"
"4";"https://www.vlr.gg/235561/funplus-phoenix-vs-weibo-gaming-champions-tour-2023-champions-china-qualifier-lr1"
