"";"x"
"1";"https://www.vlr.gg/235564/tyloo-vs-funplus-phoenix-champions-tour-2023-champions-china-qualifier-lr3"
"2";"https://www.vlr.gg/237651/acend-vs-apeks-champions-tour-2023-emea-ascension-ubf"
"3";"https://www.vlr.gg/237654/gentle-mates-vs-saw-champions-tour-2023-emea-ascension-lr1"
