"";"x"
"1";"https://www.vlr.gg/195675/jijiehao-vs-tyloo-fgc-valorant-invitational-2023-act-2-qualifiers-qf"
"2";"https://www.vlr.gg/195676/douyu-gaming-vs-royal-never-give-up-fgc-valorant-invitational-2023-act-2-qualifiers-qf"
"3";"https://www.vlr.gg/193438/crazy-raccoon-vs-igzist-challengers-league-japan-split-2-d2"
"4";"https://www.vlr.gg/193898/our-growth-story-vs-slt-seongam-world-cyber-games-challengers-league-korea-split-2-w1"
"5";"https://www.vlr.gg/189035/action-ph-vs-naos-challengers-league-philippines-split-2-regular-season-w3"
"6";"https://www.vlr.gg/194338/tim-t-i-tr-vs-fancy-united-esports-challengers-league-vietnam-split-2-d8"
"7";"https://www.vlr.gg/193265/koopa-troopas-vs-the-who-challengers-league-oceania-split-2-group-stage-w2"
"8";"https://www.vlr.gg/191771/edward-gaming-vs-kone-esc-fgc-valorant-invitational-2023-act-1-uf"
"9";"https://www.vlr.gg/193899/gwangju-shadow-vs-dplus-esports-world-cyber-games-challengers-league-korea-split-2-w1"
"10";"https://www.vlr.gg/195677/number-one-player-vs-bilibili-gaming-fgc-valorant-invitational-2023-act-2-qualifiers-qf"
"11";"https://www.vlr.gg/189612/utt-esports-vs-ghost-commandos-challengers-league-taiwan-hong-kong-split-2-r3"
"12";"https://www.vlr.gg/193439/sengoku-gaming-vs-scarz-challengers-league-japan-split-2-d2"
"13";"https://www.vlr.gg/194339/syko-vs-twokay-challengers-league-vietnam-split-2-d8"
"14";"https://www.vlr.gg/193266/xyz-vs-95x-esports-challengers-league-oceania-split-2-group-stage-w2"
"15";"https://www.vlr.gg/188034/bleed-vs-todak-challengers-league-malaysia-singapore-split-2-d9"
"16";"https://www.vlr.gg/189036/rambutan-ni-tatay-vs-zol-esports-challengers-league-philippines-split-2-regular-season-w3"
"17";"https://www.vlr.gg/189613/ghetto-artist-vs-anti-eco-eco-club-challengers-league-taiwan-hong-kong-split-2-r3"
"18";"https://www.vlr.gg/191772/attacking-soul-esports-vs-funplus-phoenix-fgc-valorant-invitational-2023-act-1-lr2"
"19";"https://www.vlr.gg/195678/rare-atom-vs-kingzone-fgc-valorant-invitational-2023-act-2-qualifiers-qf"
"20";"https://www.vlr.gg/188035/teo-teo-teo-vs-louvre-challengers-league-malaysia-singapore-split-2-d9"
"21";"https://www.vlr.gg/195697/aster-army-vs-true-rippers-challengers-league-south-asia-split-1-ur1"
"22";"https://www.vlr.gg/183952/giants-gaming-vs-bbl-esports-champions-tour-2023-emea-league-w3"
"23";"https://www.vlr.gg/183953/team-vitality-vs-karmine-corp-champions-tour-2023-emea-league-w3"
