"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";525,136;1,056;215,442;72;1,096;138,512;0,752;0,266;0,12;0,108;388,874;363,684;134,434;58,118;54,118;327,746;1,068;211,308;71,2;1,106;138,542;0,738;0,278;0,11;0,1;246,17;218,034;89,458;36,918;30,742;"0"
"2";161,85;0,952;202,05;69,8;0,96;132,734;0,7;0,33;0,094;0,104;114,028;120,424;51,65;16,076;17,782;1077,844;1,03;201,892;72;1,052;129,722;0,712;0,286;0,102;0,092;740,978;745,264;288,276;110,508;101,272;"0"
"3";500,52;1,022;211,136;70,4;1,108;136,686;0,738;0,288;0,1;0,086;374,544;333,726;140,438;51,952;43,058;421,224;0,924;204,306;66,2;0,978;132,536;0,702;0,274;0,102;0,1;296,7;297,298;121,074;41,754;36,948;"0"
"4";881,71;1,064;215,902;72,4;1,094;137,232;0,754;0,286;0,1;0,096;690,204;618,642;220,154;107,808;102,598;728,626;1,026;199,862;73;1,03;128,656;0,706;0,314;0,082;0,09;518,242;498,026;219,904;59,648;62,556;"1"
"5";828,292;0,986;210,038;67;1,078;135,84;0,74;0,236;0,11;0,094;618,398;570,568;188,992;96,14;80,404;543,542;1,008;204,884;71,2;0,996;134,678;0,712;0,292;0,09;0,088;384,4;383,862;168,954;44,818;45,602;"0"
"6";695,028;1,054;216,272;71,4;1,134;138,404;0,766;0,264;0,104;0,09;556,546;470,478;170,522;88,116;66,274;803,26;1,016;214,68;69;1,062;139,77;0,744;0,268;0,108;0,106;621,154;564,736;215,072;95,582;88,592;"0"
"7";1980,918;1,04;210,906;71,4;1,132;135,044;0,742;0,288;0,104;0,088;1418,948;1253,532;643,688;163,132;121,472;559,522;0,998;206,4;70;1,004;132,444;0,726;0,266;0,108;0,11;419,502;399,482;128,24;69,928;64,696;"1"
"8";826,35;0,938;196,3;69;0,948;128,568;0,68;0,26;0,098;0,104;609,536;579,04;196,678;86,498;84,082;894,814;1,01;220,114;70,2;1,07;141,096;0,766;0,274;0,126;0,116;694,638;635,698;195,578;119,02;106,418;"0"
"9";2237,36;1,02;210,944;69,8;1,086;134,746;0,734;0,268;0,12;0,1;1724,026;1528,874;588,308;318,374;243,708;841,56;1,018;199,032;71,2;1,004;129,318;0,688;0,29;0,088;0,09;621,572;591,166;216,784;110,446;95,64;"1"
"10";1436,48;1,03;203,62;71,2;1,066;129,74;0,722;0,278;0,106;0,102;1052,258;961,376;388,848;154,454;137,182;1034,578;1,01;214,958;69,6;1,07;138,744;0,742;0,294;0,114;0,1;748,556;703,226;306,782;106,642;90,03;"1"
"11";1707,962;1,086;218,888;73,4;1,144;140,472;0,764;0,28;0,114;0,09;1370,77;1162,346;466,568;221,982;164,794;1356,544;1,018;217,548;70,2;1,05;139,61;0,762;0,236;0,134;0,118;1158,49;989,664;255,262;258,652;206,604;"1"
"12";2783,916;1,15;229,824;74,4;1,256;146,354;0,814;0,28;0,118;0,088;2353,716;1826,112;711,002;386,356;261,96;1561,12;1,034;210,174;69,8;1,068;134,556;0,736;0,272;0,114;0,102;1170,956;1077,844;411,294;186,612;159,21;"1"
