"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";549,146;1,018;201,094;71,6;1,02;131,204;0,694;0,3;0,106;0,09;393,808;375,864;159,952;65,09;53,46;526,486;1,102;212,79;75,2;1,128;137,288;0,744;0,32;0,104;0,092;402,148;359,348;147,822;67,184;54,25;"0"
"2";267,262;1,046;214,436;73,2;1,068;140,338;0,736;0,306;0,112;0,116;198,846;188,574;72,598;32,068;34,67;568,232;1,292;260,074;78,4;1,448;167,034;0,912;0,302;0,15;0,102;546,392;377,778;158,608;98,318;61,368;"0"
"3";1124,824;1,154;219,386;76,2;1,194;139,64;0,772;0,312;0,108;0,09;872,032;734,798;325,208;134,114;106,026;653,174;1,108;221,63;73,8;1,166;143,124;0,782;0,282;0,104;0,094;508,444;430,774;181,456;59,634;53,582;"1"
"4";666,862;1,076;215,164;73,6;1,088;138,868;0,744;0,312;0,108;0,094;535,238;469,402;167,332;98,378;73,942;722,64;1,158;217,292;76,4;1,214;139,634;0,764;0,318;0,108;0,082;536,678;447,878;222,278;76,726;59,156;"0"
"5";606,028;1,06;215,222;73,6;1,098;140,15;0,76;0,31;0,116;0,104;454,35;418,496;178,402;73,314;69,654;517,918;1,156;223,158;75,6;1,222;144,356;0,796;0,306;0,11;0,086;402,514;340,92;151,112;56,184;45,882;"0"
"6";739,15;1,07;209,814;73;1,088;136,032;0,73;0,314;0,108;0,094;572,592;497,186;215,808;98,282;75,102;657,296;1,044;206,214;72,6;1,044;134,448;0,724;0,308;0,1;0,094;477,772;446,926;201,726;63,652;57,01;"0"
"7";757,162;1,134;221,494;75,6;1,192;143,56;0,784;0,306;0,12;0,094;600,764;495,764;228,88;93,62;71,43;1027,412;1,09;205,554;74,2;1,132;135,056;0,736;0,278;0,094;0,084;751,726;650,998;274,504;87,214;76,526;"0"
"8";521,076;1,04;204,708;72,8;1,04;133,524;0,724;0,312;0,102;0,086;372,752;365,482;181,746;52,57;43,756;1363,254;1,15;226,694;75,2;1,216;145,736;0,804;0,268;0,13;0,092;1167,404;923,478;316,168;222,228;148,894;"0"
"9";1309,032;1,13;231,154;72,8;1,22;149,124;0,816;0,278;0,122;0,098;1084,574;866,008;360,24;165,978;120,74;415,578;1,066;208,828;73,4;1,08;136,324;0,724;0,318;0,096;0,09;304,97;275,866;127,572;39,98;36,906;"1"
"10";1522,134;1,026;210,286;71;1,05;136,174;0,734;0,288;0,106;0,1;1124,672;1055,756;376,704;160,274;144,472;1198,8;1,12;221,37;74,4;1,17;142,104;0,776;0,298;0,122;0,098;948,036;809,316;328,082;167,822;135,32;"0"
"11";1886,302;1,096;212,298;74,2;1,128;137,414;0,744;0,314;0,104;0,088;1377,814;1208,464;637,41;168,762;139,632;862,098;1,106;226,882;73;1,172;146,848;0,8;0,248;0,128;0,102;727,03;599,518;175,972;134,19;99,71;"0"
"12";1188,708;1,15;231,13;74,2;1,234;148,686;0,808;0,294;0,126;0,098;941,046;791,17;341,81;143,072;116,918;866,468;0,996;207,044;71;1,056;134,472;0,724;0,294;0,104;0,102;638,122;594,964;234,69;94,012;85,528;"0"
"13";331,526;1,066;212,554;73;1,096;139,956;0,742;0,286;0,11;0,092;244,308;221,77;90,03;33,846;27,04;310,45;1,008;201,566;70,4;0,99;133,878;0,694;0,304;0,104;0,106;229,648;215,94;85,738;36,346;32,604;"0"
"14";515,918;0,978;188,542;70,6;0,97;123,724;0,67;0,288;0,082;0,086;352,248;357,962;150,994;43,494;42,784;291,146;0,966;197,354;71;0,964;129,35;0,692;0,286;0,096;0,09;210,316;209,67;77,976;29,828;27,34;"1"
