"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";649,048;0,992;209,054;67;1,054;134,07;0,726;0,268;0,108;0,098;497,478;450,254;150,26;91,594;78,244;750,872;1,026;206,456;71,4;1,054;133,638;0,714;0,284;0,104;0,1;525,82;492,93;205,054;71,268;67,234;"1"
"2";585,502;1,054;213,67;70,2;1,092;137,368;0,744;0,252;0,12;0,11;439,114;389,968;150,582;66,212;57,564;709,744;0,984;200,534;71,2;0,992;126,868;0,684;0,316;0,098;0,098;508,914;497,446;183,238;98,318;82,524;"1"
"3";409,694;1,062;217,176;71;1,092;140,508;0,752;0,292;0,122;0,11;320,634;288,42;110,848;55,816;45,074;372,648;0,976;208,042;68,2;0,99;132,372;0,712;0,294;0,114;0,12;269,52;270,544;105,15;48,262;48,648;"1"
"4";270,648;0,976;214,214;67,2;1,026;139,95;0,736;0,286;0,108;0,114;212,884;194,568;69,82;37,19;32,602;270,746;1,014;210,014;71,2;1,022;139,636;0,73;0,286;0,1;0,1;202,586;197,778;75,384;31,434;29,596;"0"
"5";1071,816;0,996;202,43;71,2;0,998;131,736;0,702;0,296;0,098;0,102;864,242;756,636;256,93;162,346;135,06;599,354;1,012;200,098;71;1,044;131,084;0,698;0,3;0,096;0,092;432,448;384,592;199,816;53,838;45,906;"1"
"6";760,202;1,092;214,64;73;1,134;138,016;0,752;0,302;0,102;0,096;580,312;496,462;234,306;76,346;69,77;436,598;1,064;215,748;72,2;1,098;139,494;0,75;0,288;0,108;0,1;330,104;297,594;122,752;49,588;43,56;"0"
"7";489,728;0,952;201,41;66,8;1,048;129,558;0,694;0,308;0,1;0,094;344,932;328,312;142,52;47,86;45,406;551,262;1,03;211,3;70,6;1,11;136,748;0,736;0,292;0,1;0,088;414,708;367,534;151,186;59,104;48,312;"1"
"8";107,702;0,808;183,216;63,4;0,79;121,426;0,626;0,25;0,082;0,128;68,566;86,04;24,848;9,668;14,88;204,062;0,97;197,966;70,8;0,982;129,186;0,692;0,29;0,094;0,096;144,728;144,332;51,544;23,6;20,996;"0"
"9";1464,246;1,126;228,546;74,8;1,19;146,638;0,792;0,306;0,126;0,106;1183,264;974,31;421,892;194,3;160,596;758,006;0,934;208,05;65,4;1,066;134,01;0,726;0,282;0,098;0,098;560,902;498,866;204,9;71,378;63,942;"1"
"10";383,336;0,998;206,128;70,6;1,004;134,86;0,718;0,286;0,108;0,094;302,634;280,76;90,596;58,952;46,308;836,894;1,032;211,714;71,4;1,06;138,102;0,734;0,29;0,11;0,104;649,366;581,486;232,372;102,42;91,968;"0"
"11";435,882;1,062;216,516;72,8;1,176;139,37;0,778;0,236;0,128;0,104;331,194;290,6;104,986;47,65;41,564;563,126;1,08;215,8;73,2;1,108;140,34;0,756;0,304;0,106;0,1;409,322;380,556;191,952;54,41;52,976;"1"
"12";810,304;1,018;209,318;71,6;1,048;133,526;0,738;0,29;0,106;0,096;733,608;596,322;169,14;155,78;109,42;255,478;1,034;206,302;73,8;1,052;134,286;0,732;0,3;0,114;0,106;195,402;176,852;67,256;30,364;26,486;"1"
"13";234,742;0,858;174,18;66,4;0,83;115,262;0,602;0,29;0,066;0,096;151,788;167,772;66,73;16,462;21,446;891,832;1,094;229,958;73;1,166;147,222;0,804;0,268;0,122;0,102;735,312;602,142;202,978;115,458;92,876;"0"
"14";841,166;0,986;210,126;67,2;1,08;135,858;0,74;0,236;0,108;0,094;628,582;579,072;193,072;98,258;81,486;2560,182;1,092;227,934;70,8;1,164;145,7;0,802;0,22;0,134;0,112;2204,342;1775,644;488,492;405,71;310,414;"0"
"15";1352,888;1,09;215,98;72,6;1,148;137,75;0,758;0,288;0,116;0,094;1075,43;896,98;383,342;178,908;137,802;1288,53;1,108;231,852;72,4;1,236;147,49;0,81;0,276;0,126;0,104;1064,154;855,116;344,376;184,36;141,206;"0"
"16";1262,492;1,048;208,916;70,8;1,09;134,506;0,724;0,298;0,104;0,102;925,298;824,012;426,062;116,61;104,928;2000,56;1,032;207,588;71;1,068;132,26;0,72;0,294;0,11;0,106;1446,084;1335,086;598,09;218,574;195,656;"1"
"17";2594,056;1,072;219,556;70,6;1,154;141,448;0,77;0,266;0,118;0,098;1939,066;1668,776;773,16;260,606;194,986;1751,03;1,05;209,062;72,4;1,042;135,646;0,722;0,306;0,104;0,098;1273,214;1205,976;542,236;186,934;170,322;"0"
"18";678,76;1,026;206,254;72,4;1,032;134,162;0,718;0,318;0,092;0,094;499,242;472,464;246,966;72,298;68,204;428,476;0,97;199,812;69,6;0,968;130,438;0,696;0,278;0,09;0,104;306,456;305,666;109,966;44,216;45,858;"1"
"19";1758,618;1,026;210,62;70;1,084;131,738;0,736;0,274;0,112;0,096;1392,204;1194,81;427,728;253,702;188,914;3072,992;1,112;215,87;73,8;1,138;138,698;0,758;0,294;0,104;0,09;2336,426;2027,996;889,458;333,636;280,548;"1"
"20";566,69;0,922;206,382;65,4;1,02;130,608;0,714;0,284;0,1;0,1;406,76;392,778;154,124;56,868;54,316;596,77;1,042;213,43;72,4;1,086;138,248;0,742;0,274;0,114;0,11;458,384;401,076;159,392;70,63;59,2;"0"
