"";"x"
"1";"https://www.vlr.gg/193296/invincible-gaming-vs-jijiehao-fgc-valorant-invitational-2023-act-2-qualifiers-qf"
"2";"https://www.vlr.gg/193297/night-wings-gaming-vs-four-angry-men-fgc-valorant-invitational-2023-act-2-qualifiers-qf"
"3";"https://www.vlr.gg/193647/lazybutwannawin-vs-team-lofi-challengers-league-vietnam-split-2-d4"
"4";"https://www.vlr.gg/193261/guangzhou-long-lionz-vs-funcrew-challengers-league-oceania-split-2-group-stage-w1"
"5";"https://www.vlr.gg/193298/kingzone-vs-nova-esports-fgc-valorant-invitational-2023-act-2-qualifiers-qf"
"6";"https://www.vlr.gg/188130/utt-esports-vs-anti-eco-eco-club-challengers-league-taiwan-hong-kong-split-2-r2"
"7";"https://www.vlr.gg/188356/made-in-thailand-vs-team-nkt-challengers-league-thailand-split-2-w2"
"8";"https://www.vlr.gg/193262/the-who-vs-95x-esports-challengers-league-oceania-split-2-group-stage-w1"
"9";"https://www.vlr.gg/188028/x10-esports-vs-todak-challengers-league-malaysia-singapore-split-2-d6"
"10";"https://www.vlr.gg/193648/fancy-united-esports-vs-team-big-baam-challengers-league-vietnam-split-2-d4"
"11";"https://www.vlr.gg/188131/ghost-commandos-vs-one-team-esports-challengers-league-taiwan-hong-kong-split-2-r2"
"12";"https://www.vlr.gg/188357/xerxia-esports-vs-capybara-challengers-league-thailand-split-2-w2"
"13";"https://www.vlr.gg/188029/enigma-gaming-vs-louvre-challengers-league-malaysia-singapore-split-2-d6"
"14";"https://www.vlr.gg/185903/lethal-esports-vs-medal-esports-challengers-league-south-asia-split-1-w4"
"15";"https://www.vlr.gg/183947/team-liquid-vs-karmine-corp-champions-tour-2023-emea-league-w2"
"16";"https://www.vlr.gg/183948/koi-vs-giants-gaming-champions-tour-2023-emea-league-w2"
