"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";301,922;0,942;200,238;66,8;0,97;129,078;0,698;0,252;0,098;0,106;213,566;220,952;69,124;32,3;33,674;166,044;0,99;209,052;69,8;0,986;134,68;0,712;0,286;0,13;0,106;123,248;119,802;45,724;24,58;18,96;"1"
"2";209,776;0,928;194,112;67,2;1,002;127,246;0,682;0,244;0,102;0,106;144,114;141,498;58,33;18,32;17,604;689,748;0,8;201,726;58,2;0,994;128,558;0,704;0,248;0,102;0,1;627,984;511,718;135,828;135,772;95,15;"0"
"3";970,412;1,134;227,724;73,2;1,198;145,182;0,79;0,276;0,126;0,1;788,468;637,596;241,694;135,2;96,238;1229,188;1,108;232,614;72,2;1,236;147,76;0,812;0,272;0,128;0,104;1013,2;816,448;330,524;173,734;134,092;"0"
