"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";75,876;0,824;162,29;66,2;0,826;105,914;0,614;0,21;0,074;0,092;47,944;56,334;15,836;6,29;7,506;409,134;0,904;186,43;66,2;0,904;121,358;0,644;0,244;0,088;0,084;289,51;296,154;95,118;45,73;44,846;"0"
"2";375,954;0,932;203,95;68;0,962;131,864;0,712;0,236;0,098;0,112;280,924;275,682;79,77;42,974;41,66;271,562;0,884;196,672;67,4;0,89;125,94;0,678;0,252;0,11;0,132;198,65;218,586;58,234;45,408;47,108;"1"
"3";706,564;1,042;208,396;71,6;1,068;134,488;0,718;0,28;0,11;0,096;501,368;459,866;192,6;68,36;62,488;418,05;1,07;217,324;72;1,106;140,32;0,754;0,284;0,11;0,1;317,616;284,816;118,322;47,604;41,406;"0"
"4";355,426;1,068;211,12;71,2;1,106;138,364;0,736;0,284;0,108;0,102;268,17;234,992;96,946;40,192;33,03;425,556;0,926;204,06;66,2;0,98;132,432;0,704;0,27;0,102;0,096;299,472;300,172;122,33;42,298;37,43;"1"
"5";351,736;0,944;209,21;66,6;1,002;135,676;0,722;0,274;0,106;0,108;270,242;257,25;72,664;49,418;45,032;343,048;0,996;208,362;70,4;1,014;136,25;0,716;0,302;0,112;0,104;244,638;242,74;100,882;36,05;35,368;"0"
"6";731,696;1,024;199,802;73;1,03;128,69;0,704;0,314;0,082;0,09;519,714;500,424;221,552;59,804;62,874;218,01;0,882;180,716;65;0,868;120,14;0,62;0,254;0,08;0,1;148,352;157,732;62,5;19,782;21,996;"0"
"7";2053,116;1,026;202,406;71,2;1,034;132,214;0,704;0,282;0,078;0,076;1431,934;1361,358;633,092;149,194;135,816;1347,846;1,064;224,058;71;1,14;143,294;0,79;0,24;0,13;0,11;1073,442;938,492;297,898;183,666;152,224;"1"
"8";557,906;0,996;202,852;71;1,03;132,042;0,706;0,296;0,104;0,1;407,484;358,914;187,592;51,32;43,294;486,878;0,968;197,866;71,4;1,018;128,452;0,692;0,304;0,098;0,09;344,154;335,636;141,418;41,21;40,248;"1"
"9";854,472;1,046;219,512;72,6;1,094;142,118;0,766;0,27;0,112;0,098;694,916;591,386;190,14;118,39;94,394;1070,584;1,028;212,208;70,2;1,11;136,752;0,746;0,288;0,11;0,094;798,53;682,228;306,72;88,908;73,976;"1"
"10";616,09;0,988;209,182;67;1,054;133,988;0,722;0,262;0,108;0,098;471,712;426,986;143,214;87,054;73,818;361,318;1,108;214,474;73,8;1,168;136,344;0,748;0,28;0,106;0,088;277,284;239,416;85,336;36,926;28,864;"0"
"11";519,146;1,022;211,064;70,2;1,108;136,662;0,738;0,29;0,1;0,086;388,44;346,706;144,306;53,958;44,704;427,95;1,004;218,992;70,2;1,082;140,254;0,756;0,256;0,128;0,12;325,162;305,178;100,036;57,598;54,178;"1"
"12";869,924;1,136;230,078;74,6;1,184;147,5;0,804;0,292;0,13;0,104;722,892;600,166;233,876;128,908;103,166;161,456;0,94;199,984;69,6;0,94;131,75;0,692;0,322;0,096;0,104;113,02;120,36;51,224;15,6;17,692;"1"
"13";354,35;0,956;194,216;69,2;0,93;127,44;0,674;0,276;0,092;0,116;245,188;256,288;91,778;31,904;37,53;194,994;1,042;212,306;72;1,048;137,976;0,738;0,312;0,112;0,094;145,092;137,012;55,132;24,758;18,274;"0"
"14";418,192;1,004;206,202;71,2;1,006;134,086;0,718;0,282;0,104;0,102;301,008;298,604;106,102;46,512;46,212;276,51;0,986;196,186;69;0,974;125,784;0,68;0,34;0,092;0,09;187,658;188,652;84,346;23,578;22,094;"1"
"15";1549,75;1,086;211,362;74;1,124;135,634;0,746;0,284;0,102;0,086;1197,132;1039,056;426,19;173,726;141,466;1031,912;1,064;215,69;72,2;1,106;137,79;0,754;0,272;0,112;0,096;801,588;698,304;244,91;133,866;110,594;"0"
"16";1674,384;1,074;216,3;72,2;1,122;139,074;0,76;0,288;0,106;0,092;1308,806;1132,61;445,006;196,47;159,596;1563,52;1,098;237,224;71,4;1,23;148,224;0,82;0,256;0,146;0,112;1304,734;1036,084;371,762;244,594;179,784;"0"
"17";2518,078;1,106;212,078;74,2;1,184;137,094;0,752;0,278;0,096;0,076;1935,846;1603,992;651,964;238,57;185,108;2578,44;1,076;220,192;70,6;1,162;141,862;0,772;0,268;0,118;0,098;1929,998;1656,78;769,432;258,986;193,418;"1"
"18";727,458;1,056;214,132;71,8;1,084;139,09;0,742;0,28;0,108;0,094;544,394;490,28;193,652;76,334;68,682;1355,116;1,032;213,088;71,6;1,084;136,266;0,734;0,286;0,118;0,1;1011,688;903,592;396,756;158,316;128,364;"1"
