"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";774,536;1,022;206,324;71,4;1,05;133,488;0,714;0,284;0,106;0,098;542,332;509,54;212,908;73,788;69,026;741,57;0,978;198,31;70,4;0,974;125,728;0,678;0,316;0,096;0,098;528,318;521,028;193,7;101,788;85,792
"2";606,316;1,05;212,64;70,4;1,086;136,864;0,74;0,252;0,12;0,108;454,144;404,88;156,468;68,492;60,158;415,464;1,112;213,672;74;1,172;135,574;0,748;0,284;0,106;0,086;324,052;271,634;98,398;46,412;35,52
"3";2065,456;1,028;202,768;71,2;1,04;132,45;0,708;0,284;0,08;0,076;1444,022;1368,488;637,052;150,372;136,726;235,986;1,026;210,956;71,2;1,016;137,032;0,73;0,308;0,106;0,1;174,652;168,922;68,118;28,352;23,182
"4";751,414;1,014;208,516;70,6;1,052;135,432;0,732;0,256;0,104;0,096;571,468;524,962;178,408;87,926;80,844;486,334;1,016;213,952;70,4;1,044;139,83;0,75;0,236;0,122;0,122;400,428;352,572;91,422;74,986;64,248
"5";1662,78;1,024;216,602;70,4;1,114;138,422;0,762;0,288;0,118;0,102;1280,49;1144,442;466,36;218,814;176,71;290,434;0,96;194,47;68,8;0,954;124,942;0,672;0,33;0,088;0,092;197,114;201,172;85,042;24,866;24,528
"6";803,948;1,09;213,502;72,4;1,126;137,44;0,746;0,3;0,102;0,096;611,184;525,642;246,56;80,51;74,038;950,128;1,03;214,982;69;1,14;138,066;0,752;0,3;0,102;0,088;724,73;618,432;305,23;92,32;74,162
"7";1390,948;1,062;222,976;71,2;1,132;142,91;0,786;0,242;0,128;0,108;1102,742;968,444;314,518;186,42;155,768;295,314;0,924;198,076;68,8;0,908;130,438;0,684;0,294;0,104;0,106;202,584;222,34;85,434;29,496;30,67
"8";1532,612;1,002;207,366;70;1,04;133,908;0,724;0,308;0,094;0,098;1083,334;1035,332;483,52;123,89;119,31;852,982;1,05;219,396;72,8;1,096;141,988;0,766;0,276;0,112;0,096;694,464;589,55;188,414;119,65;94,68
"9";688,034;1,05;212,366;72;1,058;136,544;0,744;0,292;0,108;0,104;514,78;486,168;200,324;78;74,002;333,274;1,014;202,724;71;1,044;134,288;0,708;0,228;0,092;0,098;246,99;234,122;69,232;36,268;35,926
"10";578,272;1;203,836;70,6;0,984;134,136;0,704;0,286;0,09;0,094;407,506;410,602;178,056;48,312;50,16;1072,728;1,06;210,562;72,8;1,098;134,708;0,742;0,278;0,102;0,09;818,282;715,816;260,944;128,53;103,58
"11";2605,378;1,112;229,92;73,2;1,218;144,3;0,806;0,248;0,126;0,1;2215,276;1742,754;590,776;379,276;234,89;1392,95;1,046;217,19;72;1,132;138,892;0,764;0,246;0,122;0,102;1065,83;905,18;348,098;153,776;127,926
"12";2383,47;1,082;222,58;72,8;1,156;140,05;0,786;0,246;0,122;0,1;1900,784;1611,294;572,208;304,78;229,998;1984,492;1,108;223,774;73,8;1,152;143,64;0,78;0,316;0,12;0,094;1469,042;1291,426;660,56;173,654;141,588
"13";412,176;1,012;206,182;70,6;1,038;133,972;0,72;0,278;0,098;0,104;286,982;290,592;115,258;38,6;42,622;289,784;0,964;198,536;68,8;0,962;128,538;0,698;0,268;0,108;0,108;194,282;207,848;76,284;29,238;28,498
"14";2731,202;1,142;223,636;74,4;1,234;143,544;0,798;0,27;0,112;0,084;2281,344;1784,198;667,064;344,262;247,848;1776,41;1,072;226,28;71,4;1,164;144,746;0,794;0,262;0,124;0,104;1467,38;1219,432;430,13;246,876;190,528
"15";733,498;0,99;202,092;71;0,99;131,972;0,71;0,29;0,106;0,116;513,378;500,7;227,356;64,196;66,294;953,274;0,96;194,692;68,4;0,978;124,998;0,684;0,276;0,104;0,122;641,256;654,308;321,044;86,862;92,272
