"";"x"
"1";"https://www.vlr.gg/220300/drx-vs-fut-esports-champions-tour-2023-masters-tokyo-decider-b"
"2";"https://www.vlr.gg/220295/t1-vs-edward-gaming-champions-tour-2023-masters-tokyo-decider-a"
