"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";471,812;1,064;214,81;72;1,096;138,982;0,746;0,292;0,11;0,098;357,052;320,456;131,574;54,644;47,03;425,672;1,112;214,444;74,6;1,17;136,17;0,75;0,286;0,106;0,088;333,456;278,614;102,292;47,866;36,542
"2";855,928;1,09;213,172;72,8;1,122;137,274;0,748;0,306;0,102;0,094;649,768;560,008;265,342;85,538;77,918;972,964;1,028;214,06;69,4;1,132;137,572;0,748;0,3;0,104;0,088;739,786;635,37;310,1;95,836;76,686
"3";329,684;1;202,364;70,6;0,972;131,922;0,696;0,318;0,1;0,102;233,404;239,096;106,946;34,534;34,214;1401,062;1,066;223,154;71,2;1,134;142,966;0,786;0,242;0,128;0,108;1111,672;973,876;318,472;187,964;156,696
"4";1087,792;1;202,688;71,4;0,998;131,842;0,704;0,296;0,098;0,102;877,676;766,782;262,03;164,932;136,73;1328,654;1,044;221,35;71,6;1,092;140,304;0,77;0,28;0,112;0,104;1126,164;952,252;318,586;207,192;159,54
"5";409,128;1,004;201,476;71;0,994;131,28;0,7;0,29;0,098;0,106;293,7;289,376;109,154;40,27;41,446;2068,452;1,028;203,088;71,2;1,042;132,632;0,708;0,284;0,08;0,076;1448,018;1369,316;637,872;150,802;137,124
"6";1313,694;1,098;221,83;73;1,18;140,88;0,786;0,252;0,118;0,092;1108,328;894,176;293,758;195,23;141,83;493,778;1,012;210,636;71;1,022;135,33;0,728;0,3;0,106;0,102;366,928;354,35;146,388;51,052;47,79
"7";926,306;0,962;190,738;70,6;0,962;126,012;0,666;0,304;0,074;0,08;610,858;632,848;264,238;66,33;74,986;1104,06;1,06;210,118;72,8;1,096;134,466;0,742;0,278;0,102;0,09;842,348;735,706;267,576;133,232;106,42
"8";1712,682;1,07;215,614;72;1,114;138,702;0,76;0,288;0,106;0,092;1333,918;1160,37;452,128;201,014;163,104;2595,002;1,112;229,766;73,2;1,216;144,222;0,806;0,248;0,126;0,1;2205,966;1735,842;588,82;377,52;233,854
"9";666,496;0,906;203,646;62;1,094;125,314;0,722;0,26;0,096;0,08;527,14;440,878;164,972;78,676;59,818;1305,86;1,11;231,622;72,6;1,238;147,37;0,808;0,276;0,126;0,102;1078,372;865,37;348,424;187,17;142,688
"10";1279,968;1,044;208,838;70,8;1,09;134,4;0,724;0,298;0,104;0,1;937,098;834,992;433,662;118,008;106,234;872,19;1,006;201,132;71,8;1,018;129,28;0,696;0,298;0,094;0,096;636,97;601,512;243,912;91,408;88,396
"11";2271,204;1,06;218,376;71,4;1,126;140,584;0,768;0,272;0,104;0,094;1782,368;1522,924;639,672;233,488;194,338;3080,548;1,11;215,696;73,6;1,136;138,608;0,758;0,292;0,104;0,09;2340,868;2034,442;891,022;333,832;281,892
"12";572,264;1,076;218,994;72,2;1,12;140,29;0,764;0,29;0,13;0,106;448,478;401,848;146,018;84,592;68,398;689,22;0,996;213,254;69,6;1,072;136,908;0,742;0,262;0,128;0,108;531,548;479,206;174,66;94,956;80,47
"13";1349,966;1,008;203,988;71,4;1,06;128,632;0,714;0,284;0,102;0,092;985,476;913,348;352,836;151,672;128,896;863,71;1,04;220,168;70,6;1,13;138,736;0,77;0,286;0,124;0,1;721,672;606,866;219,116;136,62;96,996
"14";2947,296;1,118;218,37;74;1,192;141,544;0,774;0,268;0,106;0,084;2356,388;1924,186;726,42;333,032;261,298;1350,342;1,102;215,728;74,4;1,142;138,378;0,756;0,302;0,102;0,094;1040,236;899,302;383,164;156,592;134,172
"15";972,85;0,964;194,704;68,6;0,976;124,894;0,684;0,278;0,106;0,116;654,258;668,858;324,808;90,43;94,368;419,684;1,016;207,396;70,6;1,046;134,622;0,724;0,276;0,098;0,104;294,456;295,6;116,706;40,05;44,452
