"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";1252,094;0,996;202,634;71,4;0,994;131,78;0,702;0,304;0,1;0,102;1004,464;885,632;308,242;186,526;157,288;1270,288;1,036;209,018;72;1,068;133,278;0,728;0,29;0,102;0,1;980,308;881,478;310,242;163,164;140,972;"0"
"2";848,064;1,016;207,724;71,6;1,04;132,694;0,732;0,296;0,104;0,096;765,698;623,418;177,518;163,624;112,862;583,832;0,974;202,732;69,6;0,972;130,81;0,698;0,296;0,094;0,102;420,186;420,028;170,228;57,938;57,9;"1"
"3";1378,978;1,07;209,734;72,4;1,114;136,2;0,734;0,288;0,1;0,09;1004,758;926,022;391,956;148,828;130,54;834,586;1,004;202,596;70;1,018;130,096;0,708;0,288;0,098;0,1;603,824;572,658;248,784;86,216;83,676;"1"
"4";975,622;1,094;206,186;74,2;1,144;135,486;0,742;0,274;0,094;0,08;713,92;614,822;263,17;81,562;70,188;953,894;1,1;219,372;74,2;1,158;143,474;0,774;0,264;0,118;0,106;718,952;633,502;260,728;99,636;86,692;"1"
"5";609,702;1,04;205,9;72,4;1,044;134,268;0,722;0,306;0,098;0,092;443,664;414,03;186,388;58,026;51,482;579,048;1,064;216,648;73,8;1,1;140,918;0,76;0,312;0,116;0,106;436,038;401,066;172,802;69,972;66,772;"0"
"6";304,864;1,038;200,744;72,2;1,022;130,958;0,706;0,33;0,098;0,082;213,88;210,658;108,376;32,036;25,204;674,198;1,096;211,684;74;1,094;138,542;0,734;0,328;0,098;0,086;486,21;444,268;215,19;61,482;50,758;"1"
"7";876,216;1,06;206,334;73,8;1,084;134,212;0,732;0,284;0,102;0,096;646,806;576,474;269,256;84,126;76,608;845,006;1,17;235,336;74,4;1,26;152,55;0,842;0,258;0,118;0,104;738,714;575,048;188,052;126,662;93,986;"1"
"8";689,318;1,136;221,556;75,6;1,19;143,564;0,78;0,304;0,12;0,096;546,548;452,504;203,516;85,182;66,076;640,948;1,034;202,454;72,8;1,048;131,994;0,71;0,284;0,094;0,094;460,292;439,674;165,69;67,87;67,134;"1"
"9";373,55;0,974;192,214;70,8;0,982;124,042;0,686;0,278;0,104;0,1;271,048;259,286;112,79;45,76;40,484;624,482;1,074;211,882;72,4;1,092;137,26;0,736;0,312;0,108;0,096;490,98;422,68;180,174;86,45;64,23;"0"
"10";477,756;1,156;224,382;75,6;1,224;144,83;0,804;0,302;0,114;0,088;371,412;314,6;140,588;51,658;42,076;1440,054;1,094;212,034;74,8;1,112;137,3;0,744;0,304;0,102;0,094;1150,572;960,326;412,166;173,158;142,05;"1"
