"";"x"
"1";"https://www.vlr.gg/220293/nrg-esports-vs-t1-champions-tour-2023-masters-tokyo-winners-a"
"2";"https://www.vlr.gg/220299/attacking-soul-esports-vs-fut-esports-champions-tour-2023-masters-tokyo-elim-b"
"3";"https://www.vlr.gg/220294/natus-vincere-vs-edward-gaming-champions-tour-2023-masters-tokyo-elim-a"
