"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";1736,592;1,038;217,608;70,4;1,112;140,324;0,76;0,288;0,11;0,094;1290,642;1165,854;499,994;197,82;167,258;1686,37;1,12;221,066;74,6;1,246;138,668;0,778;0,292;0,12;0,098;1307,146;1052,512;476,068;205,788;165,714
"2";1106,992;1;202,562;71,4;0,998;131,742;0,702;0,296;0,098;0,102;893,25;780,828;267,012;167,744;139,42;254,042;1,028;201,352;72;1,028;132,382;0,706;0,31;0,094;0,098;192,028;172,664;67,94;27,542;24,544
"3";2039,114;1,112;235,644;72;1,19;147,054;0,822;0,222;0,148;0,114;1802,226;1431,18;387,144;383,11;270,424;665,97;1,054;222,71;70,6;1,16;141,844;0,776;0,252;0,122;0,106;547,496;444,884;142,904;100,436;74,496
"4";498,26;1,002;209,628;70,8;1,016;134,806;0,72;0,3;0,106;0,102;369,226;358,26;147,7;51,448;48,232;534,346;1,024;207,604;72,8;1,052;133,708;0,716;0,31;0,09;0,086;428,898;357,31;173,198;59,404;46,31
"5";656,238;0,996;208,592;69,8;1,008;134,11;0,726;0,244;0,122;0,118;485,754;474,806;158,166;89,478;80,026;801,72;0,978;192,16;70,6;0,954;124,558;0,662;0,294;0,08;0,09;519,88;554,186;248,302;65,598;70,214
"6";2136,852;1,124;225,698;73,8;1,176;143,886;0,796;0,258;0,126;0,1;1817,31;1454,634;478,028;331,274;241,438;985,458;1,004;215,17;69,2;1,046;139,74;0,756;0,252;0,124;0,116;769,58;716,934;224,81;135,12;125,132
"7";1404,25;0,982;205,596;67,4;1,05;133,966;0,718;0,274;0,106;0,1;1097,91;975,61;334,114;185,772;155,318;1733,064;1,038;203,542;72,6;1,042;133,152;0,712;0,306;0,09;0,086;1230,7;1138,934;597,664;147,774;123,39
"8";540,006;1,008;214,186;70,4;1,03;139,1;0,75;0,242;0,118;0,112;411,108;387,268;124,934;63,608;56,288;974,684;1,022;218,686;69,4;1,09;139,784;0,764;0,27;0,118;0,108;751,552;673,994;257,836;107,222;93,828
"9";1418,712;1,104;221,616;72,6;1,162;142,086;0,778;0,298;0,114;0,1;1116,562;950,65;401,29;172,424;148,93;1978,562;1,052;202,186;72,6;1,074;130,834;0,702;0,294;0,094;0,084;1395,158;1279,842;611,864;181,842;153,552
"10";846,126;1,072;207,306;73,8;1,1;134,668;0,736;0,28;0,104;0,092;627,432;552,334;261,02;81,958;72,688;1263,64;1,062;205,44;74;1,052;133,746;0,716;0,33;0,09;0,088;1019,412;840,988;362,316;157,298;126,44
"11";909,848;1,006;206,646;69,8;1,058;133,358;0,732;0,254;0,094;0,088;654,284;633,744;233,426;82,796;73,386;947,046;1,116;224,12;72,8;1,184;145,38;0,786;0,274;0,118;0,094;742,452;631,72;263,254;110,204;81,186
"12";826,928;1,022;200,01;70,8;1,06;129,428;0,708;0,258;0,086;0,084;621,53;543,054;198,006;82,616;60,344;1369,394;1,042;215,78;71,6;1,122;138,786;0,762;0,238;0,112;0,098;1044,32;929,474;316,426;158,438;138,092
"13";1224,332;1,002;206,152;70,2;1,014;133,896;0,718;0,288;0,1;0,102;903,326;868,554;323,216;140,346;132,014;1792,214;1,07;211,538;72,8;1,124;137,59;0,748;0,256;0,106;0,098;1372,75;1190,588;421,858;217,128;187,624
"14";954,942;1,048;214,742;70,8;1,104;138,866;0,758;0,256;0,122;0,106;716,304;655,002;250,054;118,102;97,098;1861,458;1,1;225,786;72,8;1,17;143,556;0,79;0,252;0,12;0,106;1507,594;1253,348;412,262;275,484;210,696
"15";1014,594;0,952;216,268;65,2;1,104;134,998;0,756;0,276;0,118;0,1;772,36;692,452;292,334;127,272;99,124;1380,764;1,032;214,882;71,8;1,048;138,076;0,742;0,292;0,118;0,112;1046,548;962,936;449,912;156,138;137,732
"16";1139,56;1,09;222,728;72,6;1,156;142,046;0,784;0,27;0,12;0,102;916,24;767,36;303,574;147,156;115,78;1304,046;1,074;213,772;72,6;1,128;138,026;0,756;0,272;0,114;0,104;988;870,202;375,78;137,052;120,562
"17";1258,954;1,032;223,404;71;1,128;139,122;0,784;0,228;0,14;0,11;1056,974;885,74;261,068;210,548;149,51;2190,952;1,112;219,558;74,4;1,146;141,048;0,768;0,29;0,108;0,09;1685,108;1443,794;661,616;223,33;168,402
"18";1223,142;1,064;204,506;73,2;1,096;132,514;0,726;0,276;0,094;0,076;923,2;814,428;286,534;138,486;105,352;1767,156;1,02;204,544;70,6;1,042;132,972;0,704;0,272;0,098;0,086;1277,742;1182,06;448,222;177,368;142,312
"19";644,916;0,992;206,764;69,8;1,042;132,42;0,728;0,26;0,112;0,096;487,872;437,488;159,684;82,152;63,592;1398,17;1,004;206,834;68,8;1,106;132,25;0,726;0,286;0,092;0,086;1046,908;882,54;340,962;137,408;109,672
"20";956,544;1,134;209,94;75,6;1,184;138,834;0,748;0,292;0,092;0,076;704,296;597,126;262,028;79,688;67,374;987,742;1,178;235,736;74,4;1,238;149,624;0,834;0,27;0,13;0,094;913,316;675,864;194,76;180,048;114,64
"21";696,346;1,042;204,774;71,6;1,048;132,764;0,716;0,284;0,106;0,094;549,034;476,178;175,538;90,958;71,32;808,558;0,998;206,176;69,2;1,042;133,916;0,722;0,238;0,106;0,098;590,37;560,666;192,096;90,05;82,924
"22";1611,038;1,08;226,078;71,8;1,152;144,866;0,794;0,234;0,124;0,108;1341,628;1118,67;312,46;237,434;188,192;1077,952;1,05;221,194;72;1,148;140,8;0,786;0,236;0,124;0,106;922,092;743,268;205,592;164,392;125,064
