"";"x"
"1";"https://www.vlr.gg/198829/bilibili-gaming-vs-newhappy-esports-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"2";"https://www.vlr.gg/198830/kingzone-vs-all-gamers-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"3";"https://www.vlr.gg/193441/northeption-vs-fennel-challengers-league-japan-split-2-d3"
"4";"https://www.vlr.gg/193902/dplus-esports-vs-cnj-esports-world-cyber-games-challengers-league-korea-split-2-w2"
"5";"https://www.vlr.gg/199038/the-mad-men-vs-fancy-united-esports-challengers-league-vietnam-split-2-d10"
"6";"https://www.vlr.gg/198831/tyloo-vs-nova-esports-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"7";"https://www.vlr.gg/188358/made-in-thailand-vs-crit-esports-challengers-league-thailand-split-2-w3"
"8";"https://www.vlr.gg/193442/crazy-raccoon-vs-sengoku-gaming-challengers-league-japan-split-2-d3"
"9";"https://www.vlr.gg/193903/team-ogs-vs-maru-gaming-world-cyber-games-challengers-league-korea-split-2-w2"
"10";"https://www.vlr.gg/199039/syko-vs-team-lofi-challengers-league-vietnam-split-2-d10"
"11";"https://www.vlr.gg/188359/sharper-esport-vs-xerxia-esports-challengers-league-thailand-split-2-w3"
"12";"https://www.vlr.gg/198832/gank-gaming-vs-four-angry-men-fgc-valorant-invitational-2023-act-2-qualifiers-ro16"
"13";"https://www.vlr.gg/184037/team-heretics-vs-team-liquid-champions-tour-2023-emea-league-w4"
"14";"https://www.vlr.gg/193555/tbk-esports-vs-keyd-stars-challengers-league-brazil-split-2-w3"
"15";"https://www.vlr.gg/196135/tsm-vs-shopify-rebellion-challengers-league-north-america-w1"
"16";"https://www.vlr.gg/193556/00nation-vs-the-union-challengers-league-brazil-split-2-w3"
"17";"https://www.vlr.gg/196136/the-guard-vs-faze-clan-challengers-league-north-america-w1"
