"";"x"
"1";"https://www.vlr.gg/235436/bbl-queens-vs-guild-gc-game-changers-2023-series-ii-emea-groups-r6"
"2";"https://www.vlr.gg/235437/rebels-velvet-vs-acend-rising-game-changers-2023-series-ii-emea-groups-r6"
"3";"https://www.vlr.gg/235438/case-hydra-vs-fut-female-game-changers-2023-series-ii-emea-groups-r6"
"4";"https://www.vlr.gg/235439/excel-gc-vs-the-a-team-game-changers-2023-series-ii-emea-groups-r6"
"5";"https://www.vlr.gg/235406/g2-gozen-vs-ninjas-in-pyjamas-lightning-game-changers-2023-series-ii-emea-groups-r6"
"6";"https://www.vlr.gg/235407/alliance-coven-vs-karmine-corp-gc-game-changers-2023-series-ii-emea-groups-r6"
"7";"https://www.vlr.gg/235408/kpi-shine-vs-tiger-anonymo-game-changers-2023-series-ii-emea-groups-r6"
"8";"https://www.vlr.gg/235409/natus-vincere-celestials-vs-odd-1-out-game-changers-2023-series-ii-emea-groups-r6"
"9";"https://www.vlr.gg/232733/leviat-n-vs-kr-esports-champions-tour-2023-americas-last-chance-qualifier-ubsf"
"10";"https://www.vlr.gg/232732/cloud9-vs-sentinels-champions-tour-2023-americas-last-chance-qualifier-ubsf"
