"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD"
"1";653,74;0,946;192,442;68,8;0,974;124,278;0,676;0,274;0,096;0,082;463,442;436,87;185,132;65,502;55,686;44,268;0,93;192,016;69,8;0,932;125,928;0,658;0,278;0,082;0,118;29,69;32,924;11,972;4,096;5,488
"2";445,838;1,03;222,714;70,8;1,056;141,782;0,77;0,286;0,122;0,122;355,734;343,486;113,526;67,46;69,708;568,034;1,038;208,65;71,2;1,05;134,562;0,73;0,282;0,112;0,104;429,274;405,926;143,68;77,4;72,536
"3";254,042;1,014;202,172;70,8;0,978;131,608;0,69;0,32;0,096;0,102;181,242;181,678;85,156;26,374;26,46;241,154;0,934;198,534;69,6;0,91;130,68;0,682;0,322;0,1;0,108;166,064;181,486;70,558;23,796;24,838
"4";289,316;0,924;195,412;68,2;0,97;129,386;0,684;0,246;0,09;0,108;203,876;200,578;75,214;24,262;26,958;566,112;0,96;207,75;68;0,976;134,398;0,712;0,278;0,106;0,108;423,758;411,522;149,248;64,636;58,962
"5";178,768;1,084;216,704;73,6;1,108;140,308;0,752;0,322;0,118;0,09;135,528;122,594;51,988;23,428;16,18;345,02;1,048;212,97;71,8;1,06;138,484;0,738;0,308;0,102;0,104;258,262;239,46;105,76;35,694;36,104
"6";120,722;0,92;187,904;66,8;0,896;124,472;0,648;0,232;0,11;0,1;83,224;88,772;23,616;15,912;15,07;351,042;0,756;181,77;56,4;0,918;116,616;0,632;0,236;0,078;0,09;238,464;234,546;89,25;23,748;24,09
"7";647,94;0,98;195,232;70,8;1,004;124,9;0,688;0,294;0,08;0,082;449,364;436,772;189,094;55,238;54,638;1055,92;1,044;215,7;72,2;1,1;136,712;0,76;0,26;0,104;0,09;814,866;731,548;260,188;116,512;97,862
"8";1043,104;1,024;212,642;70;1,108;137,19;0,746;0,284;0,106;0,094;777,896;666,18;298,228;84,654;71,08;1470,498;0,994;207,844;70;1,04;134,332;0,724;0,306;0,094;0,096;1038,708;994,116;461,168;117,306;113,096
"9";1444,348;1,126;228,944;74,4;1,188;146,846;0,796;0,306;0,128;0,108;1165,028;964,906;414,5;191,448;160,206;743,852;1,034;211,19;71,2;1,094;138,132;0,744;0,27;0,1;0,092;545,562;493,906;208,54;69,212;62,786
"10";104,022;1,038;199,64;73,2;1,082;130,994;0,682;0,332;0,088;0,088;73,678;66,836;31,736;10,676;9,342;518,206;1,068;214,696;72,4;1,094;139,822;0,752;0,3;0,102;0,102;369,786;350,062;181,034;45,392;45,802
"11";859,292;1,044;219,508;72,6;1,092;142,072;0,766;0,27;0,11;0,098;699,014;594,67;191,066;118,896;94,748;444,83;1,056;220,956;70,8;1,132;142,896;0,77;0,25;0,124;0,106;350,302;313,372;85,566;71,788;55,84
"12";134,934;0,97;196,114;72;0,944;128,264;0,672;0,3;0,106;0,114;96,12;95,578;38,086;14,158;15,156;44,722;0,68;163,312;58;0,694;109,002;0,558;0,214;0,074;0,128;26,782;36,486;8,876;3,762;5,814
"13";1130,558;1,026;212,24;71;1,076;137,114;0,748;0,27;0,118;0,106;823,96;767,298;343,412;109,302;100,084;826,88;1,026;209,84;72;1,09;133,276;0,742;0,254;0,106;0,102;618,672;568,942;192,432;95,914;89,456
"14";2101,766;1,12;225,874;73,4;1,182;144,012;0,796;0,252;0,126;0,098;1789,858;1429,694;467,77;326,024;235,86;1804,584;1,014;209,904;68,8;1,044;135,28;0,744;0,218;0,122;0,108;1356,852;1245,89;370,17;242,092;195,552
"15";2588,2;1,108;230,378;72,8;1,218;144,46;0,808;0,244;0,13;0,1;2202,768;1733,362;583,764;377,566;232,106;1008,906;0,98;217,742;68;1,112;139,33;0,768;0,23;0,112;0,094;769,136;680,236;241,072;104,518;83,174
"16";1262,07;1,104;231,962;72,2;1,232;147,48;0,81;0,276;0,126;0,104;1039,544;840,816;338,846;179,41;138,69;1755,91;1,05;219,472;71,6;1,158;136,276;0,772;0,248;0,124;0,11;1401,974;1187,452;391,542;249,348;185,866
"17";1965,864;1,032;207,644;70,8;1,066;132,256;0,722;0,292;0,11;0,106;1419,936;1310,412;590,766;213,42;191,156;719,928;1,06;214,788;71,6;1,092;139,442;0,746;0,276;0,11;0,094;540,54;485,216;191,636;75,546;68,512
"18";1696,374;1,018;213,204;70;1,046;137,548;0,738;0,27;0,114;0,112;1246,718;1185,81;427,6;181,842;166,974;207,206;0,988;204,688;69;1,04;134,484;0,712;0,278;0,114;0,11;160,474;154,436;43,282;31,142;27,282
"19";756,194;1,004;211,374;70;1,09;136,616;0,74;0,294;0,108;0,102;567,942;519,998;201,456;86,608;75,96;553,05;1,048;219,08;71,2;1,072;141,364;0,762;0,288;0,11;0,106;439,568;401,532;155,68;73,9;66,86
"20";1076,062;1,108;222,822;74;1,158;143,316;0,78;0,286;0,122;0,104;856,998;735,968;282,814;152,804;123,714;302,066;1,024;203,072;72;1,014;133,098;0,702;0,318;0,084;0,094;216,176;205,122;88,248;26,322;26,002
"21";959,59;1,122;219,004;73,6;1,176;142,114;0,772;0,274;0,114;0,092;772,6;631,622;248,732;121,272;90,146;215,976;1,062;200,926;73,8;1,074;132,784;0,7;0,29;0,102;0,078;151,56;149,06;65,99;20,166;18,782
"22";1136,206;1,14;231,728;73,6;1,23;149,392;0,808;0,288;0,124;0,1;901,736;765,05;315,772;138,848;116,128;450,54;1,078;212,478;72,8;1,132;138,532;0,75;0,292;0,088;0,088;310,84;307,544;140,034;31,286;35,338
"23";1699,144;1,098;213,554;74,2;1,14;138,178;0,752;0,308;0,098;0,082;1234,384;1087,108;565,56;145,776;124,428;476,876;1,104;217,25;73,2;1,206;140,756;0,768;0,254;0,106;0,096;387,874;316,738;86,516;61,878;46,988
"24";1049,384;1,126;234,57;72,4;1,236;151,254;0,834;0,266;0,124;0,098;879,582;701,322;275,826;134,038;98,828;705,07;1,152;226,694;74,2;1,234;146,402;0,798;0,298;0,106;0,1;561,292;497,114;167,022;93,17;76,144
"25";1033,084;1,042;206,506;71,6;1,072;133,338;0,726;0,268;0,104;0,1;718,994;688,296;281,372;93,332;87,268;1245,052;1,016;206,742;70,6;1,046;133,332;0,724;0,31;0,096;0,09;864,848;854,204;423,388;105,724;102,308
"26";832,316;1,03;220,852;70;1,126;139,388;0,772;0,27;0,124;0,104;702,154;588,144;207,324;133,964;94,15;817,078;1,006;201,37;71,6;1,018;129,244;0,696;0,296;0,094;0,094;600,534;563,706;224,56;86,696;82,082
