"";"time1RND";"time1R";"time1ACS";"time1KAST";"time1KD";"time1ADR";"time1KPR";"time1APR";"time1FKPR";"time1FDPR";"time1K";"time1D";"time1A";"time1FK";"time1FD";"time2RND";"time2R";"time2ACS";"time2KAST";"time2KD";"time2ADR";"time2KPR";"time2APR";"time2FKPR";"time2FDPR";"time2K";"time2D";"time2A";"time2FK";"time2FD";"ganhador"
"1";784,132;0,972;202,28;68,4;1,056;130,396;0,704;0,328;0,086;0,086;566,266;509,412;243,932;66,46;58,77;1337,042;1,002;209,346;69,6;1,048;135,482;0,732;0,262;0,11;0,096;1019,384;931,9;326,802;166,292;134,272;"1"
"2";1094,436;1,046;205,296;72,8;1,072;130,234;0,724;0,298;0,088;0,084;797,804;738,902;325,194;96,828;90,822;1186,766;1,084;206,678;74;1,102;133,874;0,726;0,324;0,08;0,08;871,118;772,52;382,4;95,562;94,406;"0"
"3";1104,444;1,06;222,238;72,4;1,086;141,818;0,77;0,286;0,128;0,12;904,098;800,724;267,626;178,374;147,336;784,132;0,972;202,28;68,4;1,056;130,396;0,704;0,328;0,086;0,086;566,266;509,412;243,932;66,46;58,77;"1"
"4";1094,436;1,046;205,296;72,8;1,072;130,234;0,724;0,298;0,088;0,084;797,804;738,902;325,194;96,828;90,822;120,842;0,886;189,076;66,4;0,854;126,328;0,652;0,278;0,084;0,102;79,714;92,37;31,102;10,256;12,904;"1"
"5";1186,766;1,084;206,678;74;1,102;133,874;0,726;0,324;0,08;0,08;871,118;772,52;382,4;95,562;94,406;1337,042;1,002;209,346;69,6;1,048;135,482;0,732;0,262;0,11;0,096;1019,384;931,9;326,802;166,292;134,272;"1"
"6";983,698;1,178;236,852;74,6;1,25;150,29;0,836;0,27;0,132;0,092;912,856;672,718;193,91;180,432;113,992;837,292;1,066;206,766;73,8;1,096;134,388;0,732;0,28;0,102;0,094;620,29;546,866;258,002;80,546;71,954;"0"
"7";426,608;1,044;216,97;71,8;1,098;141,096;0,766;0,262;0,122;0,108;328,042;299,34;98,142;57,598;52,354;866,076;1,096;224,69;73,8;1,14;144,696;0,794;0,252;0,12;0,11;732,606;595,986;188,546;129,624;97,238;"0"
"8";571,944;1,086;213,576;73;1,106;138,246;0,742;0,318;0,11;0,096;454,56;385,844;165,448;80,52;58,898;496,598;1,114;219,744;74,4;1,164;141,738;0,776;0,3;0,114;0,102;382,058;332,108;147,348;55,222;48,528;"0"
"9";274,924;1,048;212,608;73,2;1,076;137,364;0,758;0,292;0,11;0,088;208,48;185,686;69,864;26,314;24,072;544,208;1,07;218,642;72,8;1,11;141,508;0,764;0,272;0,12;0,098;420,312;372,036;150,38;63,504;50,376;"0"
"10";1086,806;1,018;208,478;71;1,07;134,85;0,73;0,246;0,092;0,088;831,714;735,632;262,06;116,772;92,226;570,226;0,986;204,978;69,6;0,99;131,846;0,718;0,264;0,11;0,112;424,754;409,812;129,912;70,764;66,502;"1"
"11";531,564;1,132;219,242;74,8;1,158;142,602;0,762;0,338;0,094;0,084;381,2;347,608;173,5;44,328;38,928;927,714;1,108;220,596;74,2;1,168;144,204;0,78;0,262;0,12;0,106;701,544;613,318;254,538;96,812;84,148;"1"
"12";952,378;1,13;209,552;75,8;1,182;138,594;0,748;0,292;0,092;0,074;700,508;594,688;261,926;79,004;67,212;641,656;1,022;205,908;72,2;1,04;134,604;0,726;0,272;0,106;0,09;470,206;444,506;170,328;67,846;59,96;"1"
"13";492,318;1,086;212,572;73,8;1,11;138,836;0,756;0,286;0,11;0,096;370,292;331,478;141,434;55,776;47,206;1244,916;1,062;205,298;73,6;1,052;133,918;0,714;0,33;0,09;0,086;1006,016;827,97;357,386;155,812;123,734;"0"
"14";612,982;1,136;222,176;75,8;1,194;143,952;0,784;0,304;0,118;0,094;484,642;402,916;177,592;74,354;57,904;396,084;1,04;199,862;73;1,06;131,506;0,706;0,296;0,086;0,08;274,484;264,91;120,1;33,132;29,81;"1"
"15";936,526;1,05;212,698;71,4;1,08;136,508;0,74;0,256;0,118;0,096;739,438;632,376;205,822;133,476;94,922;1321,394;1,066;222,316;70,2;1,142;140,308;0,782;0,26;0,13;0,106;1082,97;893,844;337,096;201,52;147,588;"0"
"16";437,042;0,968;200,348;69,6;0,964;130,916;0,696;0,28;0,094;0,102;313,662;312,606;112,52;45,816;46,624;582,898;0,922;206,204;65,6;1,012;130,634;0,714;0,284;0,102;0,102;418,756;405,684;157,914;59,312;56,326;"0"
